panel	sample	gtdb_species	truth_abundance	truth_abundance_pct	high_truth_abundance	candidate_present	profile_path	candidate_called	candidate_probability	candidate_threshold	candidate_abundance	candidate_abundance_raw	candidate_best_XnY	candidate_best_breadth	candidate_best_real_min_af	candidate_best_depth	candidate_best_zip_af	candidate_best_zip_aaf_ani	mapping_method	taxid	species_name
cami2_toy_mouse_gut	5	s__Faecalibacterium tardum	0.0002775850104096024	0.02775850104096024	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.0476510709969423	0.35	0.0	5.187002724060739	352.0	0.073739	0.352	0.384637	0.074154	0.881745	species_name	s__Faecalibacterium tardum	s__Faecalibacterium tardum
cami2_toy_mouse_gut	5	s__Blautia celeris	0.0001557925698183013	0.015579256981830129	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.3094955647972901	0.35	0.0	0.6532586089485212	80.0	0.052122	0.08	0.070987	1.0	1.0	species_name	s__Blautia celeris	s__Blautia celeris
cami2_toy_mouse_gut	5	s__Limosilactobacillus kinnaridis	0.0001387925052048012	0.01387925052048012	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.0385972028559267	0.35	0.0	0.2403307303628847	36.0	0.016277	0.036	0.018312	0.076195	0.882979	species_name	s__Limosilactobacillus kinnaridis	s__Limosilactobacillus kinnaridis
cami2_toy_mouse_gut	5	s__Blautia_A fusiformis	0.0001387925052048012	0.01387925052048012	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.0013661638582838	0.35	0.0	0.3574896509429141	63.0	0.011763	0.063	0.01399	0.039134	0.852693	species_name	s__Blautia_A fusiformis	s__Blautia_A fusiformis
cami2_toy_mouse_gut	5	s__NK4A144 sp900114405	0.0001387925052048012	0.01387925052048012	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.1228358791977956	0.35	0.0	1.240128274944031	70.0	0.058725	0.07	0.102478	0.195194	0.925738	species_name	s__NK4A144 sp900114405	s__NK4A144 sp900114405
cami2_toy_mouse_gut	5	s__Limosilactobacillus reuteri_K	0.0001387925052048012	0.01387925052048012	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.1118333236958538	0.35	0.0	4.790380092557469	62.0	0.026143	0.062	0.126284	1.0	1.0	species_name	s__Limosilactobacillus reuteri_K	s__Limosilactobacillus reuteri_K
cami2_toy_mouse_gut	5	s__Tannerella forsythia	0.0001387925052048012	0.01387925052048012	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.0974428522294645	0.35	0.0	1.6286121719746267	69.0	0.049039	0.069	0.09936	0.116426	0.90225	species_name	s__Tannerella forsythia	s__Tannerella forsythia
cami2_toy_mouse_gut	5	s__Roseburia hominis	0.0001387925052048012	0.01387925052048012	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.2078052562068625	0.35	0.0	0.702032540186642	103.0	0.041296	0.103	0.057474	1.0	1.0	species_name	s__Roseburia hominis	s__Roseburia hominis
cami2_toy_mouse_gut	5	s__Angelakisella massiliensis	0.0001387925052048012	0.01387925052048012	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.1483272959281518	0.35	0.0	2.842466415386102	84.0	0.04872	0.084	0.147055	0.91011	0.995719	species_name	s__Angelakisella massiliensis	s__Angelakisella massiliensis
cami2_toy_mouse_gut	5	s__Butyricicoccus pullicaecorum	0.0001387925052048012	0.01387925052048012	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.2207470016093058	0.35	0.0	1.1086564472497746	93.0	0.0639	0.093	0.105737	0.226585	0.932517	species_name	s__Butyricicoccus pullicaecorum	s__Butyricicoccus pullicaecorum
cami2_toy_mouse_gut	5	s__Butyrivibrio hungatei_B	0.0001387925052048012	0.01387925052048012	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.3254080993198259	0.35	0.0	0.4338361336535122	177.0	0.094249	0.177	0.116167	0.997444	0.999884	species_name	s__Butyrivibrio hungatei_B	s__Butyrivibrio hungatei_B
cami2_toy_mouse_gut	5	s__Faecalibacterium langellae	0.0001387925052048012	0.01387925052048012	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.040918105770698	0.35	0.0	1.0370244688715715	144.0	0.053262	0.144	0.085568	0.092106	0.891599	species_name	s__Faecalibacterium langellae	s__Faecalibacterium langellae
cami2_toy_mouse_gut	5	s__Flavonifractor plautii	0.0001387925052048012	0.01387925052048012	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.1828807658537606	0.35	0.0	1.1884499767136627	41.0	0.032845	0.041	0.05614	0.439943	0.962677	species_name	s__Flavonifractor plautii	s__Flavonifractor plautii
cami2_toy_mouse_gut	5	s__Faecalicatena contortus_B	0.0001387925052048012	0.01387925052048012	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.1695157588223824	0.35	0.0	2.3657954409834105	70.0	0.037962	0.07	0.099115	1.0	1.0	species_name	s__Faecalicatena contortus_B	s__Faecalicatena contortus_B
cami2_toy_mouse_gut	5	s__Massilioclostridium methylpentosum	0.00013284594875380114	0.013284594875380114	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.1223943065893317	0.35	0.0	0.4529489615854486	53.0	0.042935	0.053	0.05339	0.117872	0.902811	species_name	s__Massilioclostridium methylpentosum	s__Massilioclostridium methylpentosum
cami2_toy_mouse_gut	5	s__Dorea formicigenerans	0.00011214019435450094	0.011214019435450093	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.0208975837702149	0.35	0.0	9.317334787746567	75.0	0.027651	0.075	0.232929	0.027657	0.836915	species_name	s__Dorea formicigenerans	s__Dorea formicigenerans
cami2_toy_mouse_gut	5	s__Blautia_A wexlerae	0.00010373598240140088	0.010373598240140088	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.0292372307803598	0.35	0.0	17.226629534848712	60.0	0.013286	0.06	0.228873	1.0	1.0	species_name	s__Blautia_A wexlerae	s__Blautia_A wexlerae
cami2_toy_mouse_gut	5	s__Weimeria sp900100095	8.312250486489751e-05	0.008312250486489751	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.1291582348540098	0.35	0.0	0.5652198874727293	31.0	0.022562	0.031	0.029535	0.11355	0.901113	species_name	s__Weimeria sp900100095	s__Weimeria sp900100095
cami2_toy_mouse_gut	5	s__Prevotella saccharolytica	6.395061821504367e-05	0.006395061821504368	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.1120656533548713	0.35	0.0	6.5066925136158025	39.0	0.021634	0.039	0.140974	1.0	1.0	species_name	s__Prevotella saccharolytica	s__Prevotella saccharolytica
cami2_toy_mouse_gut	5	s__Prevotella bryantii	4.6645916766451664e-05	0.004664591676645166	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.204777775591798	0.35	0.0	0.971506069395209	26.0	0.023142	0.026	0.036175	1.0	1.0	species_name	s__Prevotella bryantii	s__Prevotella bryantii
cami2_toy_mouse_gut	5	s__Coprococcus eutactus	4.464027447040556e-05	0.004464027447040555	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.1245144020439708	0.35	0.0	0.3651846427450571	51.0	0.014622	0.051	0.017454	1.0	1.0	species_name	s__Coprococcus eutactus	s__Coprococcus eutactus
cami2_toy_mouse_gut	5	s__Porphyromonas gulae	4.1132638576162474e-05	0.004113263857616248	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.0924737149603515	0.35	0.0	4.037393061783305	218.0	0.135611	0.218	0.55735	0.138047	0.909993	species_name	s__Porphyromonas gulae	s__Porphyromonas gulae
cami2_toy_mouse_gut	5	s__Alistipes senegalensis	3.984126743723009e-05	0.003984126743723009	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.103513330768231	0.35	0.0	2.3560723700841426	71.0	0.025066	0.071	0.065242	1.0	1.0	species_name	s__Alistipes senegalensis	s__Alistipes senegalensis
cami2_toy_mouse_gut	5	s__Phocaeicola vulgatus	3.8361542897325986e-05	0.0038361542897325986	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.0747700965373948	0.35	0.0	1.001063194807133	159.0	0.03391	0.159	0.053669	0.053612	0.867001	species_name	s__Phocaeicola vulgatus	s__Phocaeicola vulgatus
cami2_toy_mouse_gut	5	s__Pseudobutyrivibrio sp900100545	3.108006412577229e-05	0.0031080064125772293	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.1829088314069926	0.35	0.0	0.6278495831421745	70.0	0.029473	0.07	0.039687	1.0	1.0	species_name	s__Pseudobutyrivibrio sp900100545	s__Pseudobutyrivibrio sp900100545
cami2_toy_mouse_gut	5	s__Mediterraneibacter gnavus	1.6661089187800352e-05	0.0016661089187800353	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	9.188313376429942e-05	0.35	0.0	11.065700483091788	25.0	0.00207	0.025	0.022906	0.00207	0.719089	species_name	s__Mediterraneibacter gnavus	s__Mediterraneibacter gnavus
cami2_toy_mouse_gut	5	s__Intestinimonas massiliensis	8.95242178482367e-06	0.000895242178482367	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.0003207854231313	0.35	0.0	4.610056018581774	27.0	0.007246	0.027	0.033741	1.0	1.0	species_name	s__Intestinimonas massiliensis	s__Intestinimonas massiliensis
cami2_toy_mouse_gut	5	s__Yanshouia sp900113995	5.9465564510112745e-06	0.0005946556451011275	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	9.057375941004088e-05	0.35	0.0	0.7614804660726525	4.0	0.002333	0.004	0.003333	1.0	1.0	species_name	s__Yanshouia sp900113995	s__Yanshouia sp900113995
cami2_toy_mouse_gut	5	s__Johnsonella ignava	4.4821535587268995e-06	0.00044821535587268995	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	7.40565321626335e-05	0.35	0.0	32.77154497022877	13.0	0.003191	0.013	0.104574	0.003191	0.738759	species_name	s__Johnsonella ignava	s__Johnsonella ignava
cami2_toy_mouse_gut	5	s__Adlercreutzia caecimuris	4.471245723334801e-06	0.0004471245723334801	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.0015339963084308	0.35	0.0	0.7646812080536912	28.0	0.00892	0.028	0.012761	1.0	1.0	species_name	s__Adlercreutzia caecimuris	s__Adlercreutzia caecimuris
cami2_toy_mouse_gut	5	s__Phocaeicola coprophilus	3.657332006651254e-06	0.0003657332006651254	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	False	0.001232500128137	0.35	0.0	1.9375921375921377	40.0	0.006968	0.04	0.015772	1.0	1.0	species_name	s__Phocaeicola coprophilus	s__Phocaeicola coprophilus
cami2_toy_mouse_gut	6	s__Bacteroides thetaiotaomicron	0.00775594622544518	0.775594622544518	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.1693671412145106	0.35	0.0	3.351098514061704	718.0	0.34658	0.718	1.203604	0.359167	0.953456	species_name	s__Bacteroides thetaiotaomicron	s__Bacteroides thetaiotaomicron
cami2_toy_mouse_gut	6	s__Faecalibacterium prausnitzii	0.0025719748522648267	0.25719748522648267	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0166086040377793	0.35	0.0	1.2896239777036598	367.0	0.126879	0.367	0.225808	0.175096	0.920799	species_name	s__Faecalibacterium prausnitzii	s__Faecalibacterium prausnitzii
cami2_toy_mouse_gut	6	s__Prevotella oulorum	0.0012064805239581126	0.12064805239581126	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.1541138532472929	0.35	0.0	4.6572429826367445	294.0	0.230923	0.294	1.085771	0.233136	0.933812	species_name	s__Prevotella oulorum	s__Prevotella oulorum
cami2_toy_mouse_gut	6	s__Bacteroides stercoris	0.0012064805239581126	0.12064805239581126	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.5230766764997077	0.35	0.0	0.7846135354651282	321.0	0.212605	0.321	0.306809	0.391032	0.95732	species_name	s__Bacteroides stercoris	s__Bacteroides stercoris
cami2_toy_mouse_gut	6	s__Bacteroides hominis	0.0011112047857384118	0.11112047857384118	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.250534124389849	0.35	0.0	2.3295057742155407	398.0	0.260829	0.398	0.673127	0.288957	0.943569	species_name	s__Bacteroides hominis	s__Bacteroides hominis
cami2_toy_mouse_gut	6	s__Limosilactobacillus kinnaridis	0.000861771802827209	0.0861771802827209	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.2861357498332345	0.35	0.0	0.500876579283098	182.0	0.095738	0.182	0.121708	0.24299	0.935694	species_name	s__Limosilactobacillus kinnaridis	s__Limosilactobacillus kinnaridis
cami2_toy_mouse_gut	6	s__Bacteroides uniformis	0.000861771802827209	0.0861771802827209	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.2522606292427947	0.35	0.0	0.6589235416676333	245.0	0.156414	0.245	0.21136	0.332497	0.949949	species_name	s__Bacteroides uniformis	s__Bacteroides uniformis
cami2_toy_mouse_gut	6	s__Allobosea robiniae	0.0005170630816963054	0.051706308169630545	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.3210749107653411	0.35	0.0	0.3443881031424803	125.0	0.076877	0.125	0.090873	0.263868	0.939441	species_name	s__Allobosea robiniae	s__Allobosea robiniae
cami2_toy_mouse_gut	6	s__Streptococcus pneumoniae	0.0005170630816963054	0.051706308169630545	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0672984920339118	0.35	0.0	0.3069053708439897	197.0	0.053741	0.197	0.062341	0.204666	0.927892	species_name	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae
cami2_toy_mouse_gut	6	s__Limosilactobacillus reuteri_K	0.0003447087211308036	0.034470872113080364	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0909271003600261	0.35	0.0	1.8651454739252296	176.0	0.064224	0.176	0.141738	0.501277	0.968609	species_name	s__Limosilactobacillus reuteri_K	s__Limosilactobacillus reuteri_K
cami2_toy_mouse_gut	6	s__Anaerotignum lactatifermentans	0.0003447087211308036	0.034470872113080364	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.520912418855989	0.35	0.0	0.5830007256894049	197.0	0.107144	0.197	0.141394	0.332323	0.949925	species_name	s__Anaerotignum lactatifermentans	s__Anaerotignum lactatifermentans
cami2_toy_mouse_gut	6	s__Bacteroides cellulosilyticus	0.00034192505426450357	0.03419250542645036	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0282391938749073	0.35	0.0	0.4516946604235577	101.0	0.050765	0.101	0.06309	0.139674	0.910525	species_name	s__Bacteroides cellulosilyticus	s__Bacteroides cellulosilyticus
cami2_toy_mouse_gut	6	s__Lachnoanaerobaculum orale	0.00034099805625840355	0.034099805625840356	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0180283710948595	0.35	0.0	0.3270331361515895	87.0	0.048297	0.087	0.055244	0.20082	0.92703	species_name	s__Lachnoanaerobaculum orale	s__Lachnoanaerobaculum orale
cami2_toy_mouse_gut	6	s__Lacticaseibacillus rhamnosus	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.5347524718130758	0.35	0.0	0.5970864398093083	104.0	0.092986	0.104	0.123493	0.259456	0.938674	species_name	s__Lacticaseibacillus rhamnosus	s__Lacticaseibacillus rhamnosus
cami2_toy_mouse_gut	6	s__Enterocloster bolteae	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0164059891795508	0.35	0.0	3.4467583198051948	174.0	0.076337	0.174	0.27177	0.078848	0.884535	species_name	s__Enterocloster bolteae	s__Enterocloster bolteae
cami2_toy_mouse_gut	6	s__Tannerella forsythia	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0803240715802473	0.35	0.0	2.137709385506302	85.0	0.059557	0.085	0.144336	0.084918	0.887906	species_name	s__Tannerella forsythia	s__Tannerella forsythia
cami2_toy_mouse_gut	6	s__Bacteroides sp019412865	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0947254405681979	0.35	0.0	1.6523693356503142	360.0	0.096763	0.36	0.197782	1.0	1.0	species_name	s__Bacteroides sp019412865	s__Bacteroides sp019412865
cami2_toy_mouse_gut	6	s__Alloprevotella rava	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0403445571009189	0.35	0.0	5.019114905308606	76.0	0.050618	0.076	0.255749	0.050955	0.86469	species_name	s__Alloprevotella rava	s__Alloprevotella rava
cami2_toy_mouse_gut	6	s__Lactobacillus apis_A	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0623049705923335	0.35	0.0	0.7749276259883913	58.0	0.037441	0.058	0.053804	0.087821	0.889434	species_name	s__Lactobacillus apis_A	s__Lactobacillus apis_A
cami2_toy_mouse_gut	6	s__Blautia sp900120295	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.703943185182999	0.35	0.0	0.369702642634383	92.0	0.069668	0.092	0.083338	0.257754	0.938375	species_name	s__Blautia sp900120295	s__Blautia sp900120295
cami2_toy_mouse_gut	6	s__Bacteroides bouchesdurhonensis	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.5812532840410665	0.35	0.0	0.5563297300066601	133.0	0.0583	0.133	0.076013	0.17027	0.919529	species_name	s__Bacteroides bouchesdurhonensis	s__Bacteroides bouchesdurhonensis
cami2_toy_mouse_gut	6	s__Bacteroides pyogenes_A	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.257391215469492	0.35	0.0	0.7615042245021122	90.0	0.056527	0.09	0.080756	1.0	1.0	species_name	s__Bacteroides pyogenes_A	s__Bacteroides pyogenes_A
cami2_toy_mouse_gut	6	s__Faecalimonas phoceensis	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.5978253483015917	0.35	0.0	0.2452094101461088	84.0	0.046153	0.084	0.052043	1.0	1.0	species_name	s__Faecalimonas phoceensis	s__Faecalimonas phoceensis
cami2_toy_mouse_gut	6	s__Lactobacillus sp910589675	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0032724290326975	0.35	0.0	0.2374114793223522	53.0	0.010803	0.053	0.012136	0.051118	0.864836	species_name	s__Lactobacillus sp910589675	s__Lactobacillus sp910589675
cami2_toy_mouse_gut	6	s__Ligilactobacillus salivarius	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.360532199990464	0.35	0.0	0.3038747045452828	38.0	0.034701	0.038	0.04024	0.132423	0.908102	species_name	s__Ligilactobacillus salivarius	s__Ligilactobacillus salivarius
cami2_toy_mouse_gut	6	s__Flavonifractor plautii	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.4193919642641434	0.35	0.0	0.7369326710682076	62.0	0.042726	0.062	0.060385	0.329802	0.949579	species_name	s__Flavonifractor plautii	s__Flavonifractor plautii
cami2_toy_mouse_gut	6	s__Pseudobutyrivibrio ruminis	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.262095346618565	0.35	0.0	0.2047724040965664	54.0	0.023179	0.054	0.025633	1.0	1.0	species_name	s__Pseudobutyrivibrio ruminis	s__Pseudobutyrivibrio ruminis
cami2_toy_mouse_gut	6	s__Bacteroides eggerthii	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.6141025452891045	0.35	0.0	0.7335087829982064	109.0	0.057671	0.109	0.081385	0.242807	0.93566	species_name	s__Bacteroides eggerthii	s__Bacteroides eggerthii
cami2_toy_mouse_gut	6	s__Alloprevotella tannerae	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0414162825283261	0.35	0.0	3.558797378315212	124.0	0.076486	0.124	0.280177	0.090563	0.890831	species_name	s__Alloprevotella tannerae	s__Alloprevotella tannerae
cami2_toy_mouse_gut	6	s__Thermophilibacter provencensis	0.0001723543605654018	0.017235436056540182	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.8518007342974658	0.35	0.0	0.0876707359805884	74.0	0.047669	0.074	0.049789	0.67211	0.981939	species_name	s__Thermophilibacter provencensis	s__Thermophilibacter provencensis
cami2_toy_mouse_gut	6	s__Porphyromonas circumdentaria	0.0001713667362633018	0.01713667362633018	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.8646444287394279	0.35	0.0	0.5271444981164632	94.0	0.08168	0.094	0.105091	0.306858	0.946301	species_name	s__Porphyromonas circumdentaria	s__Porphyromonas circumdentaria
cami2_toy_mouse_gut	6	s__Phocaeicola massiliensis	0.00016706350178080173	0.016706350178080174	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.1976167963775284	0.35	0.0	0.8571955447370362	144.0	0.062433	0.144	0.092968	0.501277	0.968609	species_name	s__Phocaeicola massiliensis	s__Phocaeicola massiliensis
cami2_toy_mouse_gut	6	s__Dorea formicigenerans	0.00015915105142540165	0.015915105142540166	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0292039517375129	0.35	0.0	4.442971369615682	87.0	0.038314	0.087	0.172254	0.03877	0.852268	species_name	s__Dorea formicigenerans	s__Dorea formicigenerans
cami2_toy_mouse_gut	6	s__Ruminococcus_G gauvreauii	0.00010230336998970107	0.010230336998970106	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.9512093523047628	0.35	0.0	0.0628927743705362	49.0	0.038662	0.049	0.039891	0.67211	0.981939	species_name	s__Ruminococcus_G gauvreauii	s__Ruminococcus_G gauvreauii
cami2_toy_mouse_gut	6	s__Porphyromonas gulae	0.00010215810442630107	0.010215810442630107	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0607968304898807	0.35	0.0	6.166548750406333	246.0	0.156562	0.246	0.967476	0.156891	0.915809	species_name	s__Porphyromonas gulae	s__Porphyromonas gulae
cami2_toy_mouse_gut	6	s__Phocaeicola vulgatus	9.527573821982167e-05	0.009527573821982167	False	True	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	False	0.0007454124069191	0.35	0.0	1.324099905542253	163.0	0.033412	0.163	0.060277	0.045523	0.859567	species_name	s__Phocaeicola vulgatus	s__Phocaeicola vulgatus
