sample	source_genome_id	taxid	read_rows	primary_mapping_method	primary_mapping_read_rows	wgs_prefix_read_rows	unique_taxid_read_rows	unmapped_read_rows
0	ASV397.3	39491	3048	wgs_prefix	3048	3048	0	0
0	ASV399.6	649756	240164	wgs_prefix	240164	240164	0	0
0	ASV406.4	40520	1053872	wgs_prefix	1053872	1053872	0	0
0	ASV420.1	1351	114	wgs_prefix	114	114	0	0
0	ASV426.8	88431	321990	wgs_prefix	321990	321990	0	0
0	ASV429.0	2652274	38166	wgs_prefix	38166	38166	0	0
0	ASV431.3	1150298	55538	wgs_prefix	55538	55538	0	0
0	ASV436.0	89153	412630	wgs_prefix	412630	412630	0	0
0	ASV437.3	1354	760	wgs_prefix	760	760	0	0
0	ASV440.15	562	1558	wgs_prefix	1558	1558	0	0
0	ASV442.4	936595	226	unique_taxid	226	0	226	0
0	ASV444.5	33038	28894	unmapped	28894	0	0	28894
0	ASV447.2	208479	1478	wgs_prefix	1478	1478	0	0
0	ASV456.0	301301	229548	wgs_prefix	229548	229548	0	0
0	ASV463.1	47715	2968	wgs_prefix	2968	2968	0	0
0	ASV466.0	208479	18080	wgs_prefix	18080	18080	0	0
0	ASV470.1	2109687	164886	unique_taxid	164886	0	164886	0
0	ASV471.8	149539	2354	wgs_prefix	2354	2354	0	0
0	ASV473.1	1561	6634	wgs_prefix	6634	6634	0	0
0	ASV476.8	1496	733672	wgs_prefix	649372	649372	0	84300
0	ASV481.2	261299	3314	wgs_prefix	3314	3314	0	0
0	ASV484.0	2986997	133342	wgs_prefix	133342	133342	0	0
0	ASV486.6	1496	924	wgs_prefix	924	924	0	0
0	ASV487.10	2787121	1860424	wgs_prefix	1860424	1860424	0	0
0	ASV49.2	1685	810	wgs_prefix	810	810	0	0
0	ASV491.4	1351	3530	wgs_prefix	3530	3530	0	0
0	ASV497.3	1351	2446	wgs_prefix	2446	2446	0	0
0	ASV499.2	169435	2240	wgs_prefix	2240	2240	0	0
0	ASV5.11	1681	174	wgs_prefix	174	174	0	0
0	ASV50.0	1683	76	wgs_prefix	76	76	0	0
0	ASV504.4	1502	3326	wgs_prefix	3326	3326	0	0
0	ASV507.0	853	593842	wgs_prefix	593842	593842	0	0
0	ASV507.1	853	960068	wgs_prefix	960068	960068	0	0
0	ASV507.11	2817018	1125958	wgs_prefix	1125958	1125958	0	0
0	ASV507.3	853	407460	wgs_prefix	407460	407460	0	0
0	ASV507.9	2302955	733372	wgs_prefix	733372	733372	0	0
0	ASV509.0	292800	3518	wgs_prefix	3518	3518	0	0
0	ASV511.12	28026	326	wgs_prefix	326	326	0	0
0	ASV513.0	670	392	wgs_prefix	392	392	0	0
0	ASV514.0	1351	912	wgs_prefix	912	912	0	0
0	ASV515.12	1351	10316	wgs_prefix	10316	10316	0	0
0	ASV519.3	1354	17122	wgs_prefix	17122	17122	0	0
0	ASV520.8	1351	546	wgs_prefix	546	546	0	0
0	ASV525.6	2986996	344	wgs_prefix	344	344	0	0
0	ASV54.3	33010	192	wgs_prefix	192	192	0	0
0	ASV540.2	1328	10340	wgs_prefix	10340	10340	0	0
0	ASV546.2	76860	260	wgs_prefix	260	260	0	0
0	ASV547.6	1796635	16550	wgs_prefix	16550	16550	0	0
0	ASV551.0	100886	228346	wgs_prefix	228346	228346	0	0
0	ASV557.0	1547	33636	wgs_prefix	33636	33636	0	0
0	ASV564.0	1735	90	wgs_prefix	90	90	0	0
0	ASV565.1	1468449	772	wgs_prefix	772	772	0	0
0	ASV573.1	154288	9200	wgs_prefix	9200	9200	0	0
0	ASV576.1	1596	878	wgs_prefix	878	878	0	0
0	ASV577.0	187327	708	unmapped	708	0	0	708
0	ASV579.0	626940	763090	unmapped	763090	0	0	763090
0	ASV581.18	670	200	wgs_prefix	200	200	0	0
0	ASV582.2	437897	368	wgs_prefix	368	368	0	0
0	ASV583.8	1351	752	wgs_prefix	752	752	0	0
0	ASV585.5	197	194	wgs_prefix	194	194	0	0
0	ASV592.0	907	188	unmapped	188	0	0	188
0	ASV596.11	1328	212	wgs_prefix	212	212	0	0
0	ASV602.4	53346	128	wgs_prefix	128	128	0	0
0	ASV607.0	29466	29434	unmapped	29434	0	0	29434
0	ASV61.4	1681	88	wgs_prefix	88	88	0	0
0	ASV621.12	1304	88	wgs_prefix	88	88	0	0
0	ASV627.1	76857	546	unmapped	546	0	0	546
0	ASV638.12	57743	200	wgs_prefix	200	200	0	0
0	ASV65.2	2003188	66	wgs_prefix	66	66	0	0
0	ASV655.9	670	756	wgs_prefix	756	756	0	0
0	ASV66.4	28026	84	wgs_prefix	84	84	0	0
0	ASV668.0	504	82	unique_taxid	82	0	82	0
0	ASV670.1	225992	1136	unmapped	1136	0	0	1136
0	ASV676.10	28901	512	unmapped	512	0	0	512
0	ASV68.9	1681	14632	wgs_prefix	14632	14632	0	0
0	ASV687.8	90371	95244	unique_taxid	95244	0	95244	0
0	ASV688.0	562	8652	wgs_prefix	8652	8652	0	0
0	ASV692.1	742823	66530	unique_taxid	66530	0	66530	0
0	ASV694.7	192955	3438	wgs_prefix	3438	3438	0	0
0	ASV699.7	158836	188	wgs_prefix	188	188	0	0
0	ASV709.10	562	194	unmapped	194	0	0	194
0	ASV71.10	1681	6846	unmapped	6846	0	0	6846
0	ASV714.0	665942	113152	unique_taxid	113152	0	113152	0
0	ASV729.15	57706	101572	wgs_prefix	101572	101572	0	0
0	ASV73.2	626935	218254	wgs_prefix	218254	218254	0	0
0	ASV730.1	670	394	wgs_prefix	394	394	0	0
0	ASV731.3	3086176	524	wgs_prefix	524	524	0	0
0	ASV737.3	562	194	unmapped	194	0	0	194
0	ASV74.2	28901	1516	unmapped	1516	0	0	1516
0	ASV741.10	562	3462	wgs_prefix	3462	3462	0	0
0	ASV743.6	2819760	132554	wgs_prefix	132554	132554	0	0
0	ASV749.3	299767	194	wgs_prefix	194	194	0	0
0	ASV783.5	562	137208	unmapped	137208	0	0	137208
0	ASV790.3	287	502	unmapped	502	0	0	502
0	ASV81.2	84109	78	unique_taxid	78	0	78	0
0	ASV86.13	2584638	8352	wgs_prefix	8352	8352	0	0
0	ASV87.11	28026	170	wgs_prefix	170	170	0	0
0	ASV88.2	2922858	88	unique_taxid	88	0	88	0
0	ASV96.0	823	594	wgs_prefix	594	594	0	0
0	ASV98.15	585543	172	unique_taxid	172	0	172	0
0	ASV99.3	818	13590	wgs_prefix	13590	13590	0	0
0	fASV1.1	1196081	365170	unmapped	365170	0	0	365170
0	fASV192.1	129132	4880	unmapped	4880	0	0	4880
0	fASV194.0	36911	17910	unmapped	17910	0	0	17910
0	fASV195.4	746128	241582	unmapped	241582	0	0	241582
0	fASV196.1	746128	2045422	unmapped	2045422	0	0	2045422
0	fASV197.5	5061	519986	unmapped	519986	0	0	519986
0	fASV198.4	5480	386294	unmapped	386294	0	0	386294
0	fASV199.4	60172	29546	unmapped	29546	0	0	29546
0	fASV200.0	5970	51300	unmapped	51300	0	0	51300
0	fASV201.3	5076	632684	unmapped	632684	0	0	632684
0	hASV1.0	9606	501308	unmapped	501308	0	0	501308
0	hvASV10.7	2029672	1858	unmapped	1858	0	0	1858
0	hvASV11.0	3052121	44	unmapped	44	0	0	44
0	hvASV12.4	1476889	400	unmapped	400	0	0	400
0	hvASV16.0	3428094	970	unmapped	970	0	0	970
0	hvASV19.0	3047960	20	unmapped	20	0	0	20
0	hvASV2.6	1540094	25686	unmapped	25686	0	0	25686
0	hvASV20.3	2029662	7282	unmapped	7282	0	0	7282
0	hvASV21.0	3047961	18	unmapped	18	0	0	18
0	hvASV23.0	2662277	30	unmapped	30	0	0	30
0	hvASV24.0	1208309	224	unmapped	224	0	0	224
0	hvASV28.8	2849626	12066	unmapped	12066	0	0	12066
0	hvASV29.0	2844803	10	unmapped	10	0	0	10
0	hvASV3.3	213777	866	unmapped	866	0	0	866
0	hvASV30.0	2844805	16	unmapped	16	0	0	16
0	hvASV31.0	682382	116	unmapped	116	0	0	116
0	hvASV32.0	2021738	4	unmapped	4	0	0	4
0	hvASV33.5	2029661	10	unmapped	10	0	0	10
0	hvASV34.2	1595998	4	unmapped	4	0	0	4
0	hvASV35.2	2936906	10018	unmapped	10018	0	0	10018
0	hvASV36.0	2017081	466	unmapped	466	0	0	466
0	hvASV37.6	2029674	1682	unmapped	1682	0	0	1682
0	hvASV38.7	1237159	180	unmapped	180	0	0	180
0	hvASV39.4	1933110	1342	unmapped	1342	0	0	1342
0	hvASV40.10	2585737	1338	unmapped	1338	0	0	1338
0	hvASV41.0	1930509	502	unmapped	502	0	0	502
0	hvASV45.0	2986405	1628	unmapped	1628	0	0	1628
0	hvASV47.0	2845899	176	unmapped	176	0	0	176
0	hvASV48.0	2845900	68	unmapped	68	0	0	68
0	hvASV49.0	3052716	162	unmapped	162	0	0	162
0	hvASV5.0	1247113	896	unmapped	896	0	0	896
0	hvASV6.0	3432189	62	unmapped	62	0	0	62
0	hvASV7.0	3052041	252	unmapped	252	0	0	252
0	hvASV8.13	2865805	3774	unmapped	3774	0	0	3774
0	hvASV9.0	1518574	116	unmapped	116	0	0	116
0	pASV42	45202	88880	unmapped	88880	0	0	88880
0	pASV43	45202	93100	unmapped	93100	0	0	93100
0	pASV62	45202	1060	unmapped	1060	0	0	1060
0	pASV63	45202	1640	unmapped	1640	0	0	1640
0	pASV64	45202	840	unmapped	840	0	0	840
0	pASV65	45202	15080	unmapped	15080	0	0	15080
0	pASV66	45202	1140	unmapped	1140	0	0	1140
0	pASV67	45202	400	unmapped	400	0	0	400
0	pASV68	45202	25840	unmapped	25840	0	0	25840
0	vASV1.0	2986396	1634	unmapped	1634	0	0	1634
0	vASV10.0	2681617	542	unmapped	542	0	0	542
0	vASV100.0	1965472	338	unmapped	338	0	0	338
0	vASV11.3	2321390	4820	unmapped	4820	0	0	4820
0	vASV12.0	1540095	370	unmapped	370	0	0	370
0	vASV13.0	1636586	216	unmapped	216	0	0	216
0	vASV14.0	10868	208	unmapped	208	0	0	208
0	vASV15.0	1141139	3216	unmapped	3216	0	0	3216
0	vASV16.0	864178	5314	unmapped	5314	0	0	5314
0	vASV17.0	698487	804	unmapped	804	0	0	804
0	vASV18.0	2894747	3068	unmapped	3068	0	0	3068
0	vASV19.0	1439894	38082	unmapped	38082	0	0	38082
0	vASV2.0	1582153	1892	unmapped	1892	0	0	1892
0	vASV20.0	2886925	5276	unmapped	5276	0	0	5276
0	vASV21.0	1391223	1948	unmapped	1948	0	0	1948
0	vASV22.0	2714735	124	unmapped	124	0	0	124
0	vASV23.0	1933774	2830	unmapped	2830	0	0	2830
0	vASV24.0	2305483	912	unmapped	912	0	0	912
0	vASV25.0	338102	334	unmapped	334	0	0	334
0	vASV26.0	2905675	1160	unmapped	1160	0	0	1160
0	vASV27.0	2986398	12	unmapped	12	0	0	12
0	vASV28.0	2915325	178	unmapped	178	0	0	178
0	vASV29.0	1604355	12354	unmapped	12354	0	0	12354
0	vASV3.0	2029671	1156	unmapped	1156	0	0	1156
0	vASV30.0	2508185	20	unmapped	20	0	0	20
0	vASV31.0	2681630	340	unmapped	340	0	0	340
0	vASV32.0	1582152	5338	unmapped	5338	0	0	5338
0	vASV33.0	2562174	3112	unmapped	3112	0	0	3112
0	vASV34.0	2873413	5416	unmapped	5416	0	0	5416
0	vASV35.0	532075	2	unmapped	2	0	0	2
0	vASV36.0	2011087	550	unmapped	550	0	0	550
0	vASV37.0	1874589	102	unmapped	102	0	0	102
0	vASV38.0	1582155	100	unmapped	100	0	0	100
0	vASV39.0	2029675	690	unmapped	690	0	0	690
0	vASV4.0	2885687	6064	unmapped	6064	0	0	6064
0	vASV40.0	2508195	1772	unmapped	1772	0	0	1772
0	vASV41.0	1147145	70	unmapped	70	0	0	70
0	vASV42.0	1981500	30414	unmapped	30414	0	0	30414
0	vASV43.0	762660	1530	unmapped	1530	0	0	1530
0	vASV44.0	2029658	3490	unmapped	3490	0	0	3490
0	vASV45.0	213774	804	unmapped	804	0	0	804
0	vASV46.0	2892346	36	unmapped	36	0	0	36
0	vASV47.0	2508180	1990	unmapped	1990	0	0	1990
0	vASV48.0	155148	154	unmapped	154	0	0	154
0	vASV49.0	2315629	4780	unmapped	4780	0	0	4780
0	vASV5.0	665033	3574	unmapped	3574	0	0	3574
0	vASV50.0	2500819	1414	unmapped	1414	0	0	1414
0	vASV51.0	1495285	154	unmapped	154	0	0	154
0	vASV52.0	1852563	12	unmapped	12	0	0	12
0	vASV53.0	1701846	1256	unmapped	1256	0	0	1256
0	vASV54.0	338106	8	unmapped	8	0	0	8
0	vASV55.0	1675602	648	unmapped	648	0	0	648
0	vASV56.0	1897495	6666	unmapped	6666	0	0	6666
0	vASV57.0	2836105	17620	unmapped	17620	0	0	17620
0	vASV58.0	2711185	8326	unmapped	8326	0	0	8326
0	vASV59.0	2163605	8758	unmapped	8758	0	0	8758
0	vASV6.0	1636564	13674	unmapped	13674	0	0	13674
0	vASV60.0	2576478	35164	unmapped	35164	0	0	35164
0	vASV61.0	1788294	1124	unmapped	1124	0	0	1124
0	vASV62.0	1540098	804	unmapped	804	0	0	804
0	vASV63.0	2029667	4340	unmapped	4340	0	0	4340
0	vASV64.0	1880822	444	unmapped	444	0	0	444
0	vASV65.0	2762819	404	unmapped	404	0	0	404
0	vASV66.0	1642588	436	unmapped	436	0	0	436
0	vASV67.0	2789016	348	unmapped	348	0	0	348
0	vASV68.0	1527524	266	unmapped	266	0	0	266
0	vASV69.0	2488596	300	unmapped	300	0	0	300
0	vASV7.0	948870	15752	unmapped	15752	0	0	15752
0	vASV70.0	2024334	898	unmapped	898	0	0	898
0	vASV71.0	2844219	4552	unmapped	4552	0	0	4552
0	vASV72.0	2986411	1296	unmapped	1296	0	0	1296
0	vASV73.0	1346893	82	unmapped	82	0	0	82
0	vASV74.0	1204534	408	unmapped	408	0	0	408
0	vASV75.0	1041524	142	unmapped	142	0	0	142
0	vASV76.0	2860374	1868	unmapped	1868	0	0	1868
0	vASV77.0	2601632	61810	unmapped	61810	0	0	61810
0	vASV78.0	1868595	1758	unmapped	1758	0	0	1758
0	vASV79.0	2844220	3300	unmapped	3300	0	0	3300
0	vASV8.0	1567028	524	unmapped	524	0	0	524
0	vASV80.0	1567007	9862	unmapped	9862	0	0	9862
0	vASV81.0	1211280	49280	unmapped	49280	0	0	49280
0	vASV82.0	2508193	140	unmapped	140	0	0	140
0	vASV83.0	2910155	156	unmapped	156	0	0	156
0	vASV84.0	2589652	2382	unmapped	2382	0	0	2382
0	vASV85.0	1604356	348	unmapped	348	0	0	348
0	vASV86.0	2865794	7980	unmapped	7980	0	0	7980
0	vASV88.0	1147150	84	unmapped	84	0	0	84
0	vASV89.0	2853091	140	unmapped	140	0	0	140
0	vASV9.0	2847058	4168	unmapped	4168	0	0	4168
0	vASV90.0	1572753	2928	unmapped	2928	0	0	2928
0	vASV91.0	1527506	200	unmapped	200	0	0	200
0	vASV92.0	581037	5216	unmapped	5216	0	0	5216
0	vASV93.0	1567486	80	unmapped	80	0	0	80
0	vASV94.0	173707	11934	unmapped	11934	0	0	11934
0	vASV95.0	1437363	390	unmapped	390	0	0	390
0	vASV96.0	2029659	1796	unmapped	1796	0	0	1796
0	vASV97.0	1544364	60	unmapped	60	0	0	60
0	vASV98.0	2894753	4	unmapped	4	0	0	4
0	vASV99.0	2508187	2522	unmapped	2522	0	0	2522
1	ASV1.11	216816	5664	wgs_prefix	5664	5664	0	0
1	ASV10.0	103621	2728	wgs_prefix	2728	2728	0	0
1	ASV101.4	820	44296	wgs_prefix	44296	44296	0	0
1	ASV102.10	818	4188218	wgs_prefix	4188218	4188218	0	0
1	ASV124.5	821	25704	wgs_prefix	25704	25704	0	0
1	ASV128.1	2751153	276	unique_taxid	276	0	276	0
1	ASV134.7	817	280814	unmapped	280814	0	0	280814
1	ASV136.1	28116	10492	wgs_prefix	10492	10492	0	0
1	ASV137.1	544644	153340	wgs_prefix	153340	153340	0	0
1	ASV149.0	762982	4133916	unique_taxid	4133916	0	4133916	0
1	ASV150.14	28116	529994	wgs_prefix	529994	529994	0	0
1	ASV153.8	818	117728	wgs_prefix	117728	117728	0	0
1	ASV16.8	28026	688	wgs_prefix	688	688	0	0
1	ASV165.4	214856	842	wgs_prefix	842	842	0	0
1	ASV166.0	328813	53816	wgs_prefix	53816	53816	0	0
1	ASV173.0	46503	1516	wgs_prefix	1516	1516	0	0
1	ASV174.18	823	298170	wgs_prefix	298170	298170	0	0
1	ASV178.5	820	676	wgs_prefix	676	676	0	0
1	ASV19.14	1680	1038	wgs_prefix	1038	1038	0	0
1	ASV219.11	562	172	wgs_prefix	172	172	0	0
1	ASV221.15	666	264	wgs_prefix	264	264	0	0
1	ASV222.0	1309	2370	wgs_prefix	2370	2370	0	0
1	ASV225.7	1579	70	wgs_prefix	70	70	0	0
1	ASV227.0	29391	974	wgs_prefix	974	974	0	0
1	ASV23.7	1685	74314	wgs_prefix	74314	74314	0	0
1	ASV245.8	1318	362	wgs_prefix	362	362	0	0
1	ASV250.4	1623	140	wgs_prefix	140	140	0	0
1	ASV255.2	1351	196	wgs_prefix	196	196	0	0
1	ASV257.1	1351	98	wgs_prefix	98	98	0	0
1	ASV258.8	1354	2668	wgs_prefix	2668	2668	0	0
1	ASV266.11	3143214	642	wgs_prefix	642	642	0	0
1	ASV286.1	1304	300	wgs_prefix	300	300	0	0
1	ASV290.6	1304	77384	wgs_prefix	77384	77384	0	0
1	ASV297.4	2763658	196	wgs_prefix	196	196	0	0
1	ASV300.2	2293016	595476	wgs_prefix	595476	595476	0	0
1	ASV300.8	29363	1546780	wgs_prefix	1546780	1546780	0	0
1	ASV305.7	1496	13302	wgs_prefix	13302	13302	0	0
1	ASV309.7	1496	1462	wgs_prefix	1462	1462	0	0
1	ASV324.5	1297617	2282	wgs_prefix	2282	2282	0	0
1	ASV329.2	626937	87754	unique_taxid	87754	0	87754	0
1	ASV334.1	2293045	1306	wgs_prefix	1306	1306	0	0
1	ASV337.1	2292004	105558	wgs_prefix	105558	105558	0	0
1	ASV341.3	2293000	288	wgs_prefix	288	288	0	0
1	ASV357.0	154046	254	unmapped	254	0	0	254
1	ASV364.1	1776384	5764	unmapped	5764	0	0	5764
1	ASV368.3	1496	3176	unmapped	3176	0	0	3176
1	ASV371.2	2981771	6286	wgs_prefix	6286	6286	0	0
1	ASV372.2	2041044	7396	wgs_prefix	7396	7396	0	0
1	ASV374.3	1351	6752	wgs_prefix	6752	6752	0	0
1	ASV379.6	2584599	114	wgs_prefix	114	114	0	0
1	ASV38.1	2615184	138	wgs_prefix	138	138	0	0
1	ASV380.3	2293107	370	wgs_prefix	370	370	0	0
1	ASV383.0	1414721	132	wgs_prefix	132	132	0	0
1	ASV385.7	1351	9356	wgs_prefix	9356	9356	0	0
1	ASV387.0	1912855	2209300	wgs_prefix	2209300	2209300	0	0
1	ASV395.17	28901	312	unmapped	312	0	0	312
1	ASV397.3	39491	176112	wgs_prefix	176112	176112	0	0
1	ASV399.6	649756	1106332	wgs_prefix	1106332	1106332	0	0
1	ASV401.0	76859	34524	unique_taxid	34524	0	34524	0
1	ASV406.4	40520	354650	wgs_prefix	354650	354650	0	0
1	ASV420.1	1351	108	wgs_prefix	108	108	0	0
1	ASV426.8	88431	718318	wgs_prefix	718318	718318	0	0
1	ASV429.0	2652274	4774	wgs_prefix	4774	4774	0	0
1	ASV430.9	562	722	wgs_prefix	722	722	0	0
1	ASV431.3	1150298	95316	wgs_prefix	95316	95316	0	0
1	ASV432.5	548	194	wgs_prefix	194	194	0	0
1	ASV436.0	89153	608658	wgs_prefix	608658	608658	0	0
1	ASV437.3	1354	1686	wgs_prefix	1686	1686	0	0
1	ASV442.4	936595	98352	unique_taxid	98352	0	98352	0
1	ASV444.5	33038	24668	unmapped	24668	0	0	24668
1	ASV447.2	208479	4284	wgs_prefix	4284	4284	0	0
1	ASV456.0	301301	367812	wgs_prefix	367812	367812	0	0
1	ASV463.1	47715	16044	wgs_prefix	16044	16044	0	0
1	ASV466.0	208479	666	wgs_prefix	666	666	0	0
1	ASV468.10	2292244	208	wgs_prefix	208	208	0	0
1	ASV470.1	2109687	133626	unique_taxid	133626	0	133626	0
1	ASV471.8	149539	3306	wgs_prefix	3306	3306	0	0
1	ASV472.8	562	184	wgs_prefix	184	184	0	0
1	ASV473.1	1561	14988	wgs_prefix	14988	14988	0	0
1	ASV475.5	1334	928	wgs_prefix	928	928	0	0
1	ASV476.8	1496	1380664	wgs_prefix	1221964	1221964	0	158700
1	ASV481.2	261299	6286	wgs_prefix	6286	6286	0	0
1	ASV482.5	1496	150	unmapped	150	0	0	150
1	ASV483.5	1261	206	wgs_prefix	206	206	0	0
1	ASV484.0	2986997	64132	wgs_prefix	64132	64132	0	0
1	ASV486.6	1496	500226	wgs_prefix	500226	500226	0	0
1	ASV487.10	2787121	3079410	wgs_prefix	3079410	3079410	0	0
1	ASV49.2	1685	4256	wgs_prefix	4256	4256	0	0
1	ASV491.4	1351	31836	wgs_prefix	31836	31836	0	0
1	ASV495.13	820	152	wgs_prefix	152	152	0	0
1	ASV497.3	1351	4080	wgs_prefix	4080	4080	0	0
1	ASV499.2	169435	3120	wgs_prefix	3120	3120	0	0
1	ASV50.0	1683	276	wgs_prefix	276	276	0	0
1	ASV504.4	1502	7432	wgs_prefix	7432	7432	0	0
1	ASV507.0	853	259052	wgs_prefix	259052	259052	0	0
1	ASV507.1	853	418926	wgs_prefix	418926	418926	0	0
1	ASV507.11	2817018	491254	wgs_prefix	491254	491254	0	0
1	ASV507.3	853	177792	wgs_prefix	177792	177792	0	0
1	ASV507.9	2302955	319928	wgs_prefix	319928	319928	0	0
1	ASV509.0	292800	12286	wgs_prefix	12286	12286	0	0
1	ASV511.12	28026	748	wgs_prefix	748	748	0	0
1	ASV513.0	670	184	wgs_prefix	184	184	0	0
1	ASV514.0	1351	192	wgs_prefix	192	192	0	0
1	ASV515.12	1351	16788	wgs_prefix	16788	16788	0	0
1	ASV519.3	1354	34934	wgs_prefix	34934	34934	0	0
1	ASV520.8	1351	1012	wgs_prefix	1012	1012	0	0
1	ASV540.2	1328	17992	wgs_prefix	17992	17992	0	0
1	ASV545.7	1982626	1306	wgs_prefix	1306	1306	0	0
1	ASV546.2	76860	976	wgs_prefix	976	976	0	0
1	ASV547.6	1796635	65786	wgs_prefix	65786	65786	0	0
1	ASV550.6	1351	374	wgs_prefix	374	374	0	0
1	ASV551.0	100886	476906	wgs_prefix	476906	476906	0	0
1	ASV557.0	1547	652	wgs_prefix	652	652	0	0
1	ASV563.0	39483	332	wgs_prefix	332	332	0	0
1	ASV564.0	1735	312	wgs_prefix	312	312	0	0
1	ASV565.1	1468449	1148	wgs_prefix	1148	1148	0	0
1	ASV573.1	154288	28910	wgs_prefix	28910	28910	0	0
1	ASV575.8	1232428	94	wgs_prefix	94	94	0	0
1	ASV576.1	1596	1538	wgs_prefix	1538	1538	0	0
1	ASV577.0	187327	2808	unmapped	2808	0	0	2808
1	ASV579.0	626940	734058	unmapped	734058	0	0	734058
1	ASV581.18	670	184	wgs_prefix	184	184	0	0
1	ASV582.2	437897	74	wgs_prefix	74	74	0	0
1	ASV583.8	1351	2466	wgs_prefix	2466	2466	0	0
1	ASV585.5	197	478	wgs_prefix	478	478	0	0
1	ASV596.11	1328	204	wgs_prefix	204	204	0	0
1	ASV602.4	53346	122	wgs_prefix	122	122	0	0
1	ASV607.0	29466	220	unmapped	220	0	0	220
1	ASV626.0	1319815	128	unique_taxid	128	0	128	0
1	ASV627.1	76857	246	unmapped	246	0	0	246
1	ASV638.12	57743	512	wgs_prefix	512	512	0	0
1	ASV65.2	2003188	360	wgs_prefix	360	360	0	0
1	ASV66.4	28026	78	wgs_prefix	78	78	0	0
1	ASV668.0	504	860	unique_taxid	860	0	860	0
1	ASV670.1	225992	7870	unmapped	7870	0	0	7870
1	ASV671.4	562	648	unmapped	648	0	0	648
1	ASV675.7	562	704	unmapped	704	0	0	704
1	ASV676.10	28901	818	unmapped	818	0	0	818
1	ASV68.9	1681	12594	wgs_prefix	12594	12594	0	0
1	ASV687.8	90371	328492	unique_taxid	328492	0	328492	0
