panel	sample	policy	profile	unique	split	split_source	has_exact	time_log	wall_clock	max_rss_kb	exit_status	status	command	elapsed_s
hmp_airskin_gtdb_source_abundance	3	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample3.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample3.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:14.06	3027036	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	3	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample3.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample3.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:14.06	3026788	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	4	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample4.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample4.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:15.78	3231216	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	4	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample4.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample4.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:15.62	3231092	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	5	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample5.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/tmp/minco_current_code_hmp_airskin5_20260627/work/minco.best_diff_unique.unfiltered.tsv	/tmp/minco_current_code_hmp_airskin5_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample5.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:15.42	3221484	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	5	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample5.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/tmp/minco_current_code_hmp_airskin5_20260627/work/minco.best_diff_unique.unfiltered.tsv	/tmp/minco_current_code_hmp_airskin5_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample5.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:15.23	3220444	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	6	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample6.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/tmp/cami2_hmp_unseen_transfer_20260626/run/minco_sample6_unique_zip_unfiltered.tsv	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample6_split_exact_unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample6.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:14.66	3103608	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	6	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample6.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/tmp/cami2_hmp_unseen_transfer_20260626/run/minco_sample6_unique_zip_unfiltered.tsv	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample6_split_exact_unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample6.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:14.56	3101848	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	7	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample7.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin7_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin7_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample7.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:14.91	3164248	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	7	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample7.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin7_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin7_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample7.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:14.83	3157156	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	9	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample9.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample9.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:15.20	3192388	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	9	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample9.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample9.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:15.30	3192692	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	10	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample10.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample10.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:15.70	3208928	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	10	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample10.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample10.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:15.49	3212092	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	11	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample11.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/tmp/cami2_hmp_unseen_transfer_20260626/run/minco_sample11_unique_zip_unfiltered.tsv	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_split_exact_unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample11.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:15.51	3261972	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	11	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample11.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/tmp/cami2_hmp_unseen_transfer_20260626/run/minco_sample11_unique_zip_unfiltered.tsv	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_split_exact_unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample11.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:15.58	3264308	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	13	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample13.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin13_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin13_20260627/work/minco.best_diff_split.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample13.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:14.75	3117700	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	13	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample13.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin13_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin13_20260627/work/minco.best_diff_split.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample13.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:14.89	3117328	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	14	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample14.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin14_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin14_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample14.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:14.43	3095596	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	14	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample14.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin14_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin14_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample14.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:14.56	3096236	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	15	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample15.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin15_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin15_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample15.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:14.33	3082236	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	15	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample15.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin15_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin15_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample15.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:14.54	3082584	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	16	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample16.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin16_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin16_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample16.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:13.81	2995712	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	16	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample16.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin16_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin16_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample16.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:13.76	2995804	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
hmp_airskin_gtdb_source_abundance	17	zero	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample17.accession-current-or-ani93-xny650-br20.maxcalls250.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin17_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin17_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_maxcalls_guard_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample17.accession-current-or-ani93-xny650-br20.maxcalls250.tsv.time.log	0:15.01	3152792	0	reused	reuse existing guarded raw-retention surface wrapper profile	0.000
