route	sample	status	gtdb_species	truth_abundance	truth_abundance_pct	high_truth_abundance	raw_candidate_present	raw_mode	raw_accession	gtdb_mapping_method	ANI	XnY_ctx	Real_min_align_fraction	Ref_breadth	Ref_hit_mean_depth	Ref_zip_af	Ref_zip_aaf_ani	Default_call	Default_call_rule	profile_path	raw_path
marine_setup_truth_profile_rescore	3	FN	s__Nanoarchaeum equitans	0.0033505163063908	0.33505163063908	False	True	split_exact	GCA_000008085.1	exact_accession	0.999063	826.0	0.826	0.826	2.197337	0.979599	0.999063	major	breadth>=0.5;rel_depth>=1e-4;support>=min(S,max(100,ceil(S/100)));ANI>=0.95	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Vibrio tasmaniensis	0.0031903452829633	0.31903452829633	False	True	split_exact	GCF_024347635.1	exact_accession	0.881612	342.0	0.342	0.073347	4.869506	0.073937	0.881612	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Nitrosopelagicus brevis	0.0027098322126809	0.27098322126809	False	True	split_exact	GCF_000812185.1	exact_accession	0.993315	760.0	0.76	0.647634	1.849107	0.863225	0.993315	major	breadth>=0.5;rel_depth>=1e-4;support>=min(S,max(100,ceil(S/100)));ANI>=0.95	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Aeropyrum camini	0.002232587938795	0.22325879387949998	False	True	split_exact	GCF_000591035.1	exact_accession	0.998791	714.0	0.714	0.708	1.786017	0.973758	0.998791	major	breadth>=0.5;rel_depth>=1e-4;support>=min(S,max(100,ceil(S/100)));ANI>=0.95	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Methanocaldococcus vulcanius	0.002232587938795	0.22325879387949998	False	True	split_exact	GCF_000024625.1	exact_accession	0.992788	705.0	0.705	0.611891	1.760794	0.853283	0.992788	major	breadth>=0.5;rel_depth>=1e-4;support>=min(S,max(100,ceil(S/100)));ANI>=0.95	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Chlorobium phaeobacteroides	0.0019155146883366	0.19155146883366	False	True	split_exact	GCF_000015125.1	exact_accession	0.60522	2.0	0.002	2.4e-05	1.08	0.000169	0.60522	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__MTP4 sp000970045	0.0019155146883366	0.19155146883366	False	True	split_exact	GCF_000970045.1	exact_accession	0.983789	641.0	0.641	0.467917	1.651522	0.700016	0.983789	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Thermococcus sp000221185	0.0015951726414816	0.15951726414816	False	True	split_exact	GCF_000221185.1	exact_accession	0.983426	549.0	0.549	0.399499	1.488515	0.69446	0.983426	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Desulfovibrio desulfuricans	0.0014350016180542	0.14350016180542	False	False				0.0	0.0	0.0	0.0	0.0	0.0	0.0			/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	
marine_setup_truth_profile_rescore	3	FN	s__Bacillus pumilus	0.0014350016180542	0.14350016180542	False	True	split_exact	GCF_900186955.1	exact_accession	0.841144	82.0	0.082	0.014241	1.349859	0.030354	0.841144	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Pseudoalteromonas tetraodonis	0.0014350016180542	0.14350016180542	False	True	split_exact	GCF_002310835.1	exact_accession	0.956872	192.0	0.192	0.106247	1.168938	0.387195	0.956872	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__JBDGSM01 sp001761425	0.0012748305946267	0.12748305946267	False	True	split_exact	GCA_001761425.1	exact_accession	0.996924	507.0	0.507	0.505023	1.438541	0.934562	0.996924	major	breadth>=0.5;rel_depth>=1e-4;support>=min(S,max(100,ceil(S/100)));ANI>=0.95	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Aciduliprofundum sp000327505	0.0012748305946267	0.12748305946267	False	True	split_exact	GCF_000327505.1	exact_accession	0.995806	477.0	0.477	0.4736	1.410682	0.911851	0.995806	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Halorhabdus tiamatea	0.0012748305946267	0.12748305946267	False	True	split_exact	GCF_000470655.1	exact_accession	0.99532	492.0	0.492	0.445244	1.378413	0.902168	0.99532	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Haloquadratum walsbyi	0.0012748305946267	0.12748305946267	False	True	split_exact	GCF_000237865.1	exact_accession	1.0	508.0	0.508	0.48674	1.35046	1.0	1.0	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Pyrobaculum aerophilum	0.0012748305946267	0.12748305946267	False	True	split_exact	GCF_000007225.1	exact_accession	0.996599	483.0	0.483	0.463924	1.386248	0.927918	0.996599	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Pyrococcus furiosus	0.0009577573441683	0.09577573441683	False	True	split_exact	GCF_000007305.1	exact_accession	0.992906	414.0	0.414	0.398776	1.346409	0.855509	0.992906	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Francisella noatunensis	0.0009577573441683	0.09577573441683	False	True	split_exact	GCF_009823375.1	exact_accession	0.898444	98.0	0.098	0.037678	1.232466	0.107075	0.898444	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Vibrio vulnificus	0.0009577573441683	0.09577573441683	False	True	split_exact	GCF_002224265.1	exact_accession	0.916664	174.0	0.174	0.0817	1.400031	0.159872	0.916664	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Methanohalophilus halophilus	0.0007975863207408	0.07975863207408	False	True	split_exact	GCF_001889405.1	exact_accession	0.984148	359.0	0.359	0.279872	1.273817	0.705581	0.984148	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Pyrococcus horikoshii	0.0007975863207408	0.07975863207408	False	True	split_exact	GCF_000011105.1	exact_accession	0.994473	357.0	0.357	0.35147	1.27407	0.885503	0.994473	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Nitrosopumilus piranensis	0.0007975863207408	0.07975863207408	False	True	split_exact	GCF_000875775.1	exact_accession	0.9907	364.0	0.364	0.309876	1.258199	0.81498	0.9907	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Methanocaldococcus jannaschii	0.0007975863207408	0.07975863207408	False	True	split_exact	GCF_000091665.1	exact_accession	0.989853	327.0	0.327	0.292942	1.245289	0.799933	0.989853	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Methanococcus maripaludis	0.0007975863207408	0.07975863207408	False	True	split_exact	GCF_002945325.1	exact_accession	0.951899	111.0	0.111	0.089471	1.156454	0.347074	0.951899	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Nitrosarchaeum limnae	0.0007975863207408	0.07975863207408	False	True	split_exact	GCA_000204585.1	exact_accession	0.998031	339.0	0.339	0.307714	1.206303	0.957612	0.998031	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Micromonospora gifhornensis	0.000771435949569	0.0771435949569	False	True	split_exact	GCF_016863515.1	exact_accession	0.935894	148.0	0.148	0.092085	1.255475	0.244063	0.935894	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Thermococcus_B paralvinellae	0.0006374152973133	0.06374152973133	False	True	split_exact	GCF_000517445.1	exact_accession	0.987495	302.0	0.302	0.264435	1.229207	0.759487	0.987495	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Pseudoalteromonas rubra	0.0006374152973133	0.06374152973133	False	True	split_exact	GCF_000238295.3	exact_accession	0.88939	69.0	0.069	0.03118	1.235561	0.087737	0.88939	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Haloferax mediterranei	0.0006374152973133	0.06374152973133	False	True	split_exact	GCF_000306765.2	exact_accession	1.0	302.0	0.302	0.277745	1.149706	1.0	1.0	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Pseudoalteromonas luteoviolacea	0.0006374152973133	0.06374152973133	False	True	split_exact	GCF_001625655.1	exact_accession	0.787081	10.0	0.01	0.002832	1.194138	0.00924	0.787081	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Geobacillus thermoleovorans	0.0006374152973133	0.06374152973133	False	True	split_exact	GCF_001610955.1	exact_accession	0.934033	285.0	0.285	0.102003	1.312903	0.234274	0.934033	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Cenarchaeum symbiosum	0.0006374152973133	0.06374152973133	False	True	split_exact	GCA_000200715.1	exact_accession	0.991971	284.0	0.284	0.280946	1.218006	0.838087	0.991971	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Pseudoalteromonas atlantica	0.0006374152973133	0.06374152973133	False	True	split_exact	GCF_007988745.1	exact_accession	0.768801	19.0	0.019	0.003198	1.408244	0.00618	0.768801	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Marinobacter psychrophilus	0.0006374152973133	0.06374152973133	False	True	split_exact	GCF_001043175.1	exact_accession	0.940166	127.0	0.127	0.091981	1.224761	0.26811	0.940166	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Photobacterium phosphoreum	0.0006374152973133	0.06374152973133	False	True	split_exact	GCF_002954725.1	exact_accession	0.843149	36.0	0.036	0.017636	1.460214	0.031723	0.843149	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Thermococcus onnurineus	0.0004772442738859	0.04772442738859	False	True	split_exact	GCF_000018365.1	exact_accession	0.986624	236.0	0.236	0.187519	1.151954	0.745081	0.986624	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Myxococcus fulvus	0.0004772442738859	0.04772442738859	False	True	split_exact	GCF_900111765.1	exact_accession	0.932977	3.0	0.003	0.000668	1.001462	0.228891	0.932977	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Halodesulfurarchaeum formicicum	0.0004772442738859	0.04772442738859	False	True	split_exact	GCF_001886955.1	exact_accession	0.989261	227.0	0.227	0.194621	1.14817	0.789582	0.989261	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Pseudovibrio sp000156235	0.0003432236216302	0.034322362163019995	False	True	split_exact	GCF_000156235.1	exact_accession	0.922378	57.0	0.057	0.029914	1.092877	0.181286	0.922378	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Methanocaldococcus bathoardescens	0.0003203420468549	0.03203420468549	False	True	split_exact	GCF_000739065.1	exact_accession	0.985229	172.0	0.172	0.14505	1.116218	0.722558	0.985229	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Lacimicrobium alkaliphilum	0.0003203420468549	0.03203420468549	False	True	split_exact	GCF_002591895.1	exact_accession	0.758775	6.0	0.006	0.0027	1.444485	0.004957	0.758775	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Methanococcoides methylutens	0.0003203420468549	0.03203420468549	False	True	split_exact	GCF_000765475.1	exact_accession	0.637882	2.0	0.002	0.000253	1.791506	0.000347	0.637882	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Thermococcus_A litoralis	0.0003203420468549	0.03203420468549	False	True	split_exact	GCF_000246985.2	exact_accession	0.957696	147.0	0.147	0.105682	1.164113	0.394279	0.957696	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Methanotorris igneus	0.0003203420468549	0.03203420468549	False	True	split_exact	GCF_000214415.1	exact_accession	0.967584	148.0	0.148	0.141018	1.179229	0.490094	0.967584	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Ignicoccus islandicus	0.0003203420468549	0.03203420468549	False	True	split_exact	GCF_001481685.1	exact_accession	0.994698	161.0	0.161	0.159506	1.102012	0.889898	0.994698	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Archaeoglobus_B profundus	0.0003203420468549	0.03203420468549	False	True	split_exact	GCF_000025285.1	exact_accession	0.996694	164.0	0.164	0.162	1.098765	0.929857	0.996694	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Staphylothermus marinus	0.0003203420468549	0.03203420468549	False	True	split_exact	GCF_000015945.1	exact_accession	0.989545	170.0	0.17	0.165976	1.121735	0.794533	0.989545	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Methanococcus voltae	0.0003203420468549	0.03203420468549	False	True	split_exact	GCF_024807035.1	exact_accession	0.813741	11.0	0.011	0.003358	1.117185	0.016611	0.813741	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Chromohalobacter moromii	0.0003203420468549	0.03203420468549	False	True	split_exact	GCF_023091865.1	exact_accession	0.795614	15.0	0.015	0.004468	1.277814	0.011148	0.795614	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Aliivibrio fischeri	0.0003203420468549	0.03203420468549	False	True	split_exact	GCF_023983475.1	exact_accession	0.886331	156.0	0.156	0.065424	2.002866	0.082027	0.886331	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
marine_setup_truth_profile_rescore	3	FN	s__Nitrosopumilus koreensis	0.0003203420468549	0.03203420468549	False	True	split_exact	GCF_000299365.1	exact_accession	0.996138	178.0	0.178	0.150521	1.092154	0.91854	0.996138	weak	below_default_call_thresholds	/mnt/new3T/minco_marine_selected_default_20260630/minco_sample3_current_default.tsv	/mnt/new3T/minco_marine_selected_default_20260630/sample3_work/minco.best_diff_split.exact.unfiltered.tsv
