sample	gtdb_species	abundance_pct_all	truth_abundance	source_taxids
0	s__Corynebacterium phocae	0.0432	0.0017510863220701726	161895
0	s__Corynebacterium sphenisci	0.0086	0.0003485958881898955	191493
0	s__Croceicoccus naphthovorans	0.0086	0.0003485958881898955	1348774
0	s__Cyclobacterium amurskyense	0.0086	0.0003485958881898955	320787
0	s__Cycloclasticus pugetii	0.1208	0.004896556196899928	1329899
0	s__Desulfobacula toluolica	0.0086	0.0003485958881898955	28223
0	s__Desulfococcus multivorans	0.164	0.0066476425189701	897
0	s__Desulfocurvibacter africanus	0.0432	0.0017510863220701726	873
0	s__Desulfovibrio desulfuricans	0.0518	0.002099682210260068	876
0	s__Desulfurobacterium thermolithotrophum	0.0518	0.002099682210260068	64160
0	s__Echinicola vietnamensis	0.0086	0.0003485958881898955	390884
0	s__Edwardsiella anguillarum	0.0086	0.0003485958881898955	1821960
0	s__Erythrobacter litoralis	0.3798	0.015394967248200268	39960
0	s__Filomicrobium insigne	0.0345	0.0013984369933199296	1608628
0	s__Flammeovirga yaeyamensis	0.0777	0.0031495233153901025	1191459
0	s__Flavobacterium psychrophilum	0.0086	0.0003485958881898955	96345
0	s__Formosa agariphila	0.0173	0.0007012452169401386	320324
0	s__Formosa haliotis	0.0173	0.0007012452169401386	1555194
0	s__Francisella noatunensis	0.0173	0.0007012452169401386	657445
0	s__Glaciecola nitratireducens	0.0259	0.001049841105130034	300231
0	s__Gloeomargarita lithophora	0.0863	0.0034981192035799975	1188228
0	s__Hahella chejuensis	0.0173	0.0007012452169401386	158327
0	s__Halobacteriovorax marinus	0.0259	0.001049841105130034	97084
0	s__Haloferax mediterranei	0.0259	0.001049841105130034	2252
0	s__Halolamina sediminis	0.0086	0.0003485958881898955	1480675
0	s__Halomonas aestuarii	0.0086	0.0003485958881898955	1897729
0	s__Halomonas elongata	0.0009	3.6480965043128596e-05	2746
0	s__Haloquadratum walsbyi	0.0086	0.0003485958881898955	293091
0	s__Halorhabdus tiamatea	0.069	0.0027968739866398593	430914
0	s__Henriciella sp001854405	0.0259	0.001049841105130034	1906738
0	s__Hippea maritima	0.0345	0.0013984369933199296	84405
0	s__Hirschia baltica	0.0127	0.0005147869511641479	2724
0	s__Hoeflea sp001011155	0.0086	0.0003485958881898955	1620421
0	s__Hungateiclostridium thermocellum	0.0173	0.0007012452169401386	1515
0	s__Hydrogenophaga crassostreae	0.0777	0.0031495233153901025	1763535
0	s__Hydrogenovibrio crunogenus	0.0086	0.0003485958881898955	39765
0	s__Hyperthermus butylicus	1.9161	0.07766797457682077	54248
0	s__Hyphomicrobium_C nitrativorans	0.164	0.0066476425189701	1427356
0	s__Hyphomonas neptunia	0.0259	0.001049841105130034	81032
0	s__Idiomarina loihiensis	0.0086	0.0003485958881898955	135577
0	s__Ignicoccus islandicus	0.0604	0.002448278098449964	54259
0	s__Ilyobacter polytropus	0.0777	0.0031495233153901025	167642
0	s__Isoalcanivorax pacificus	0.0173	0.0007012452169401386	1306787
0	s__JBDGSM01 sp001761425	0.0518	0.002099682210260068	1737403
0	s__Kangiella geojedonensis	0.0518	0.002099682210260068	914150
0	s__Kangiella koreensis	0.0173	0.0007012452169401386	261964
0	s__Kangiella sediminilitoris	0.0259	0.001049841105130034	1144748
0	s__Kytococcus sedentarius	0.0949	0.003846715091769893	1276
0	s__Lacinutrix sp000211855	0.0604	0.002448278098449964	983544
0	s__Leisingera methylohalidivorans	0.0345	0.0013984369933199296	133924
0	s__Leuconostoc lactis	0.0173	0.0007012452169401386	1246
0	s__Luteimonas sp001717465	0.1036	0.004199364420520136	1896164
0	s__MONJU sp000801295	0.0345	0.0013984369933199296	1248727
0	s__MTP4 sp000970045	0.0086	0.0003485958881898955	1434100
0	s__Magnetococcus marinus	0.1381	0.005597801413840066	1124597
0	s__Magnetospira sp000968135	0.0328	0.0013295285037940201	1288970
0	s__Maricaulis maris	0.0132	0.000535054153965886	74318
0	s__Maridesulfovibrio hydrothermalis	0.0173	0.0007012452169401386	191026
0	s__Maridesulfovibrio salexigens	0.0173	0.0007012452169401386	880
0	s__Marinithermus hydrothermalis	0.2589	0.010494357610739994	186192
0	s__Marinitoga piezophila	0.0259	0.001049841105130034	149715
0	s__Marinobacter adhaerens	0.0086	0.0003485958881898955	1033846
0	s__Marinobacter psychrophilus	0.0086	0.0003485958881898955	490759
0	s__Marinobacter similis	0.0086	0.0003485958881898955	1420916
0	s__Marinobacterium_A aestuarii	0.0184	0.0007458330631039624	1821621
0	s__Marinomonas mediterranea	0.1122	0.004547960308710032	119864
0	s__Marinomonas posidonica	0.2848	0.011544198715870027	936476
0	s__Marivirga tractuosa	0.0949	0.003846715091769893	1006
0	s__Marivivens geojensis	0.0004	1.621376224139049e-05	1920883
0	s__Methanocaldococcus jannaschii	0.0173	0.0007012452169401386	2190
0	s__Methanocaldococcus vulcanius	0.0259	0.001049841105130034	73913
0	s__Methanococcus maripaludis	0.0173	0.0007012452169401386	39152
0	s__Methanoculleus marisnigri	0.1208	0.004896556196899928	2198
0	s__Methanosarcina siciliae	0.2071	0.008394675400479924	38027
0	s__Methanotorris igneus	0.0259	0.001049841105130034	2189
0	s__Methyloceanibacter caenitepidi	0.0518	0.002099682210260068	1384459
0	s__Methylomonas methanica	0.1295	0.00524920552565017	421
0	s__Methylophaga frappieri	0.0086	0.0003485958881898955	754477
0	s__Micrococcus luteus	0.0173	0.0007012452169401386	1270
0	s__Micromonospora arenicola	0.0131	0.0005310007134055384	168697
0	s__Micromonospora gifhornensis	0.0884	0.003583241455347298	1003110
0	s__Micromonospora krabiensis	0.0042	0.00017024450353460012	307121
0	s__Micromonospora tropica	0.2223	0.009010798365652764	168695
0	s__Moritella marina	0.0071	0.00028779427978468117	90736
0	s__Moritella viscosa	0.2259	0.009156722225825278	80854
0	s__Mycobacterium chubuense	0.0173	0.0007012452169401386	1800
0	s__Nanoarchaeum equitans	0.0949	0.003846715091769893	160232
0	s__Nautilia profundicola	0.0086	0.0003485958881898955	244787
0	s__Nitratiruptor sp000010325	0.0432	0.0017510863220701726	387092
0	s__Nitrosococcus halophilus	3.0122	0.12209773655879107	133539
0	s__Nitrosococcus oceani	0.9839	0.03988180167326025	1229
0	s__Nitrosopumilus adriaticus	0.0432	0.0017510863220701726	1580092
0	s__Nitrosopumilus koreensis	0.0086	0.0003485958881898955	1510466
0	s__Nitrosopumilus sediminis	0.1036	0.004199364420520136	1229909
0	s__Nocardiopsis dassonvillei	0.0173	0.0007012452169401386	2014
0	s__Nodularia spumigena	0.0086	0.0003485958881898955	70799
0	s__Nonlabens dokdonensis	0.0345	0.0013984369933199296	328515
0	s__Oceanobacillus iheyensis	0.0259	0.001049841105130034	182710
0	s__Octadecabacter antarcticus	0.0259	0.001049841105130034	1217908
0	s__Octadecabacter temperatus	0.0086	0.0003485958881898955	1458307
0	s__Oleispira antarctica	0.0259	0.001049841105130034	188908
0	s__Ornithinicoccus hydrothermalis	0.0086	0.0003485958881898955	1758689
0	s__Oscillibacter valericigenes	0.0259	0.001049841105130034	351091
0	s__Paenibacillus_AQ crassostreae	0.0086	0.0003485958881898955	1763538
0	s__Palaeococcus pacificus	0.9839	0.03988180167326025	971279
0	s__Paraglaciecola psychrophila	0.0162	0.0006566573707763147	326544
0	s__Paraoerskovia marina	0.0173	0.0007012452169401386	545619
0	s__Parasynechococcus sp000737535	0.0086	0.0003485958881898955	1280380
0	s__Parvularcula bermudensis	0.0259	0.001049841105130034	208216
0	s__Pelagibacter sp000299095	0.0086	0.0003485958881898955	859653
0	s__Persephonella marina	0.0086	0.0003485958881898955	309805
0	s__Phaeobacter gallaeciensis	0.0679	0.0027522861404760354	60890
0	s__Photobacterium gaetbulicola	0.0432	0.0017510863220701726	1295392
0	s__Photobacterium profundum	0.0173	0.0007012452169401386	74109
0	s__Phycisphaera mikurensis	0.0173	0.0007012452169401386	547188
0	s__Piscirickettsia salmonis	0.1208	0.004896556196899928	1238
0	s__Planktomarina temperata	0.0235	0.0009525585316816911	1284658
0	s__Planococcus maritimus	0.0086	0.0003485958881898955	192421
0	s__Planococcus plakortidis	0.0173	0.0007012452169401386	1038856
0	s__Polaribacter todarodis	0.0173	0.0007012452169401386	1850252
0	s__Polaribacter vadi	0.0086	0.0003485958881898955	1774273
0	s__Prochlorococcus_B sp000757865	0.0259	0.001049841105130034	1501269
0	s__Pseudalgibacter alginicilyticus	0.0432	0.0017510863220701726	1736674
0	s__Pseudoalteromonas atlantica	0.0259	0.001049841105130034	288
0	s__Pseudoalteromonas haloplanktis	0.069	0.0027968739866398593	228
0	s__Pseudoalteromonas luteoviolacea	0.0173	0.0007012452169401386	43657
0	s__Pseudoalteromonas tetraodonis	0.0086	0.0003485958881898955	234831
0	s__Psychrobacter sp000586415	0.397	0.01609215902458006	1298608
0	s__Pusillimonas_C sp000209655	0.0259	0.001049841105130034	1007105
0	s__Pyrobaculum aerophilum	0.0173	0.0007012452169401386	13773
0	s__Pyrococcus abyssi	0.0345	0.0013984369933199296	29292
0	s__Pyrococcus furiosus	0.0173	0.0007012452169401386	2261
0	s__Pyrococcus sp000211475	0.0518	0.002099682210260068	342949
0	s__Pyrococcus yayanosii	0.0086	0.0003485958881898955	1008460
0	s__Rhodobacter xanthinilyticus	0.0012	4.8641286724171455e-05	1850250
0	s__Rhodococcoides sp000954115	0.0863	0.0034981192035799975	1564114
0	s__Rhodoferax ferrireducens	0.0345	0.0013984369933199296	192843
0	s__Rhodothermus marinus	0.0432	0.0017510863220701726	29549
0	s__Rhodovulum sulfidophilum	0.0086	0.0003485958881898955	35806
0	s__Rivularia sp000316665	0.0086	0.0003485958881898955	373994
0	s__Roseibacterium elongatum	0.0168	0.0006809780141384005	159346
0	s__Roseobacter denitrificans	0.0345	0.0013984369933199296	2434
0	s__Salinibacter ruber	0.0173	0.0007012452169401386	146919
0	s__Salipiger sp001687105	0.0863	0.0034981192035799975	1792508
0	s__Saprospira grandis	0.0173	0.0007012452169401386	1008
0	s__Shewanella baltica	0.0604	0.002448278098449964	62322
0	s__Shewanella denitrificans	0.0086	0.0003485958881898955	192073
0	s__Shewanella frigidimarina	0.0086	0.0003485958881898955	56812
0	s__Shewanella halifaxensis	0.0777	0.0031495233153901025	271098
0	s__Shewanella loihica	0.0173	0.0007012452169401386	359303
0	s__Shewanella piezotolerans	0.0432	0.0017510863220701726	404011
0	s__Shewanella sp029835735	0.1208	0.004896556196899928	94122
0	s__Spiribacter curvatus	2.7015	0.10950369673779099	1335757
0	s__Spiribacter salinus	0.8804	0.03568649069330046	1335746
0	s__Spongiibacter sp001010805	0.0432	0.0017510863220701726	1620392
0	s__Staphylococcus equorum	0.0086	0.0003485958881898955	246432
0	s__Staphylococcus warneri	0.2158	0.008747324729230167	1292
0	s__Staphylothermus marinus	0.0259	0.001049841105130034	2280
0	s__Stappia sp900105595	0.0086	0.0003485958881898955	1881061
0	s__Streptococcus iniae	0.0259	0.001049841105130034	1346
0	s__Streptococcus parauberis	0.0086	0.0003485958881898955	1348
0	s__Sulfitobacter alexandrii	0.0086	0.0003485958881898955	1917485
0	s__Sulfurimonas denitrificans	0.0173	0.0007012452169401386	39766
0	s__Sulfurovum sp000010345	0.9321	0.03778211946300018	387093
0	s__Synechococcus_C sp000014585	0.0863	0.0034981192035799975	64471
0	s__Synechococcus_C sp000063505	0.1812	0.007344834295349891	32051
0	s__Synechococcus_C sp001040845	0.0086	0.0003485958881898955	32052
0	s__Syntrophotalea acetylenica	0.0164	0.0006647642518970101	29542
0	s__Syntrophotalea carbinolica	0.0009	3.6480965043128596e-05	19
0	s__Teredinibacter turnerae	0.0604	0.002448278098449964	2426
0	s__Thalassolituus oleivorans	0.2751	0.011151014981516308	187493
0	s__Thalassotalea_A crassostreae	0.0259	0.001049841105130034	1763536
0	s__Thermaerobacter marianensis	0.0173	0.0007012452169401386	73919
0	s__Thermoclostridium stercorarium	0.0173	0.0007012452169401386	1510
0	s__Thermococcus eurythermalis	0.0259	0.001049841105130034	1505907
0	s__Thermococcus gammatolerans	0.0173	0.0007012452169401386	187878
0	s__Thermococcus nautili	0.0173	0.0007012452169401386	195522
0	s__Thermococcus onnurineus	0.0086	0.0003485958881898955	342948
0	s__Thermococcus sp000151205	0.0518	0.002099682210260068	246969
0	s__Thermococcus sp000221185	0.0604	0.002448278098449964	1042877
0	s__Thermosipho melanesiensis	0.0086	0.0003485958881898955	46541
0	s__Thermotoga maritima	0.0605	0.002452331539010311	126740,2336
0	s__Thermotoga neapolitana	0.0086	0.0003485958881898955	2337
0	s__Thioflavicoccus mobilis	0.2762	0.011195602827680132	80679
0	s__Thiolapillus brandeum	0.0518	0.002099682210260068	1076588
0	s__Tistrella mobilis	0.1974	0.008001491666126206	171437
0	s__Vibrio alginolyticus	0.0086	0.0003485958881898955	663
0	s__Vibrio anguillarum	0.7854	0.03183572216097022	55601
0	s__Vibrio cholerae	0.1208	0.004896556196899928	666
0	s__Vibrio coralliilyticus	0.1899	0.007697483624100134	190893
0	s__Vibrio harveyi	0.0259	0.001049841105130034	669
0	s__Vibrio nigripulchritudo	0.0949	0.003846715091769893	28173
0	s__Vibrio parahaemolyticus	0.0173	0.0007012452169401386	670
0	s__Vibrio scophthalmi	0.0518	0.002099682210260068	45658
0	s__Vibrio tasmaniensis	0.0863	0.0034981192035799975	212663
0	s__Vibrio tubiashii	0.0345	0.0013984369933199296	29498
0	s__Vibrio vulnificus	0.0345	0.0013984369933199296	672
0	s__Vreelandella titanicae	0.0336	0.001361956028276801	1380358
0	s__Wenyingzhuangia fucanilytica	0.0129	0.0005228938322848432	1790137
0	s__Woeseia oceani	0.0432	0.0017510863220701726	1548547
0	s__Xianfuyuplasma sp000755705	0.0173	0.0007012452169401386	1541959
0	s__Zunongwangia profunda	0.0086	0.0003485958881898955	398743
1	s__Aciduliprofundum sp000327505	0.0389	0.001247850745502601	673860
1	s__Acinetobacter venetianus	0.0259	0.0008308312161572587	52133
1	s__Actinoalloteichus_A fjordicus	0.013	0.0004170195293453422	1612552
1	s__Aeromonas salmonicida	0.1167	0.003743552236507803	645
1	s__Aeropyrum camini	0.013	0.0004170195293453422	229980
1	s__Aeropyrum pernix	0.013	0.0004170195293453422	56636
1	s__Aliivibrio fischeri	0.0519	0.0016648702748479434	668
1	s__Aliivibrio salmonicida	0.389	0.012478507455026011	40269
1	s__Aliivibrio wodanis	0.5964	0.019131572869350934	80852
1	s__Alteraurantiacibacter atlanticus	0.013	0.0004170195293453422	1648404
1	s__Alteriqipengyuania bathyomarina	0.013	0.0004170195293453422	1634516
1	s__Alteromonas macleodii	0.1447	0.004641748145867002	28108
1	s__Alteromonas mediterranea	0.8605	0.02760348500012823	314275
1	s__Aquiluna sp900100865	0.013	0.0004170195293453422	1855377
1	s__Aquipseudomonas rustica	0.013	0.0004170195293453422	1699311
1	s__Archaeoglobus fulgidus	0.1167	0.003743552236507803	2234
1	s__Archaeoglobus_B profundus	0.0259	0.0008308312161572587	84156
1	s__Bacillus pumilus	0.0908	0.0029127210203505447	1408
1	s__Bdellovibrio bacteriovorus	0.0259	0.0008308312161572587	959
1	s__Bernardetia litoralis	0.013	0.0004170195293453422	999
1	s__Brucella melitensis	0.0778	0.002495701491005202	120577
1	s__Caldithrix abyssi	0.0519	0.0016648702748479434	187145
1	s__Campylobacter_D peloridis	0.0259	0.0008308312161572587	488546
1	s__Carnobacterium divergens	0.0389	0.001247850745502601	2748
1	s__Carnobacterium_B sp000195575	0.0389	0.001247850745502601	208596
1	s__Celeribacter indicus	0.0778	0.002495701491005202	1208324
1	s__Celeribacter marinus	0.0259	0.0008308312161572587	1397108
1	s__Cellulophaga algicola	0.0037	0.00011869017373675127	59600
1	s__Cellulophaga baltica	0.0259	0.0008308312161572587	76594
1	s__Cellulophaga lytica	0.013	0.0004170195293453422	979
1	s__Cenarchaeum symbiosum	0.013	0.0004170195293453422	46770
1	s__Chlorobium phaeobacteroides	0.0778	0.002495701491005202	1096
1	s__Chlorobium phaeovibrioides	0.013	0.0004170195293453422	1094
1	s__Chloroherpeton thalassium	0.1945	0.006239253727513006	100716
1	s__Colwellia marinimaniae	0.0259	0.0008308312161572587	58049
1	s__Corynebacterium phocae	0.2075	0.006656273256858347	161895
1	s__Corynebacterium sphenisci	0.013	0.0004170195293453422	191493
1	s__Crocosphaera subtropica	0.013	0.0004170195293453422	43989
1	s__Cyclobacterium amurskyense	0.0519	0.0016648702748479434	320787
1	s__Cyclobacterium marinum	0.013	0.0004170195293453422	104
1	s__Cycloclasticus pugetii	0.2593	0.008317935689172865	1329899
1	s__Denitrovibrio acetiphilus	0.013	0.0004170195293453422	118000
1	s__Desulfobacula toluolica	0.2852	0.009148766905330124	28223
1	s__Desulfocapsa sulfexigens	0.1297	0.004160571765853146	65555
1	s__Desulfococcus multivorans	0.2075	0.006656273256858347	897
1	s__Desulfocurvibacter africanus	0.0519	0.0016648702748479434	873
1	s__Desulfotalea psychrophila	0.2204	0.007070084943670264	84980
1	s__Desulfotomaculum reducens	0.0389	0.001247850745502601	59610
1	s__Dinoroseobacter shibae	0.013	0.0004170195293453422	215813
1	s__Dokdonia sp000212355	0.0484	0.0015525957861780434	983548
1	s__Draconibacterium orientale	0.013	0.0004170195293453422	1168034
1	s__Echinicola vietnamensis	0.0259	0.0008308312161572587	390884
1	s__Edwardsiella anguillarum	0.0259	0.0008308312161572587	1821960
1	s__Erythrobacter epoxidivorans	0.013	0.0004170195293453422	361183
1	s__Erythrobacter ishigakiensis	0.013	0.0004170195293453422	476157
1	s__Erythrobacter litoralis	0.5575	0.017883722123848332	39960
1	s__Ferrimonas balearica	1.0243	0.03285793106987955	44012
1	s__Flagellimonas_A lutaonensis	0.013	0.0004170195293453422	516051
1	s__Flammeovirga yaeyamensis	0.1686	0.005408422511355746	1191459
1	s__Flavobacterium frigidarium	0.013	0.0004170195293453422	99286
1	s__Flavobacterium psychrophilum	0.0406	0.001302384068570838	96345
1	s__Flexistipes sinusarabici	0.0648	0.0020786819616598596	2352
1	s__Formosa haliotis	0.0259	0.0008308312161572587	1555194
1	s__Francisella noatunensis	0.0519	0.0016648702748479434	657445
1	s__Francisella uliginis	0.0259	0.0008308312161572587	573570
1	s__Geoglobus acetivorans	0.013	0.0004170195293453422	565033
1	s__Geoglobus ahangari	0.013	0.0004170195293453422	113653
1	s__Glaciecola nitratireducens	0.0648	0.0020786819616598596	300231
1	s__Gloeomargarita lithophora	0.0908	0.0029127210203505447	1188228
1	s__Gymnodinialimonas sp000013565	0.013	0.0004170195293453422	290400
1	s__Haliangium ochraceum	0.3112	0.009982805964020808	80816
1	s__Haloarcula hispanica	0.013	0.0004170195293453422	51589
1	s__Halobacteriovorax marinus	0.013	0.0004170195293453422	97084
1	s__Halodesulfurarchaeum formicicum	0.013	0.0004170195293453422	1873524
1	s__Haloferax gibbonsii	0.013	0.0004170195293453422	35746
1	s__Haloferax mediterranei	0.0778	0.002495701491005202	2252
1	s__Halolamina sediminis	0.013	0.0004170195293453422	1480675
1	s__Halomonas aestuarii	0.0908	0.0029127210203505447	1897729
1	s__Halomonas elongata	0.001	3.20784253342571e-05	2746
1	s__Haloquadratum walsbyi	0.0648	0.0020786819616598596	293091
1	s__Helicobacter cetorum	0.0389	0.001247850745502601	138563
1	s__Hirschia baltica	0.0064	0.00020530192213924543	2724
1	s__Hoeflea sp001011155	0.0259	0.0008308312161572587	1620421
1	s__Hungateiclostridium thermocellum	0.013	0.0004170195293453422	1515
1	s__Hydrogenophaga crassostreae	0.013	0.0004170195293453422	1763535
1	s__Hydrogenovibrio crunogenus	0.0259	0.0008308312161572587	39765
1	s__Hyperthermus butylicus	2.1783	0.06987643390561224	54248
1	s__Hyphomicrobium_C nitrativorans	0.2723	0.008734955218518206	1427356
1	s__Hyphomonas neptunia	0.0778	0.002495701491005202	81032
1	s__IMCC9063 sp000195085	0.0022	7.057253573536562e-05	1002672
1	s__Ignicoccus hospitalis	0.0259	0.0008308312161572587	160233
1	s__Ignicoccus islandicus	0.0389	0.001247850745502601	54259
1	s__Ilyobacter polytropus	0.0389	0.001247850745502601	167642
1	s__Isoalcanivorax pacificus	0.013	0.0004170195293453422	1306787
1	s__JBDGSM01 sp001761425	0.0778	0.002495701491005202	1737403
1	s__Kangiella geojedonensis	0.1426	0.004574383452665062	914150
1	s__Kangiella sediminilitoris	0.0259	0.0008308312161572587	1144748
1	s__Kiritimatiella glycovorans	0.0389	0.001247850745502601	1307763
1	s__Lacimicrobium alkaliphilum	0.0519	0.0016648702748479434	1526571
1	s__Lacinutrix sp000211855	0.0389	0.001247850745502601	983544
1	s__Luteimonas sp001717465	0.0259	0.0008308312161572587	1896164
1	s__MONJU sp000801295	0.0389	0.001247850745502601	1248727
1	s__MRBY01 sp001693275	0.013	0.0004170195293453422	32049
1	s__MTP4 sp000970045	0.013	0.0004170195293453422	1434100
1	s__Magnetococcus marinus	0.1297	0.004160571765853146	1124597
1	s__Magnetospira sp000968135	0.1355	0.004346626632791837	1288970
1	s__Maribacter_A sp000153165	0.0389	0.001247850745502601	313603
1	s__Maricaulis maris	0.0066	0.00021171760720609684	74318
1	s__Maridesulfovibrio hydrothermalis	0.3501	0.01123065670952341	191026
1	s__Maridesulfovibrio salexigens	0.0389	0.001247850745502601	880
1	s__Marinithermus hydrothermalis	0.0519	0.0016648702748479434	186192
1	s__Marinitoga piezophila	0.0389	0.001247850745502601	149715
1	s__Marinobacter psychrophilus	0.0259	0.0008308312161572587	490759
1	s__Marinobacter similis	0.0389	0.001247850745502601	1420916
1	s__Marinobacterium_A aestuarii	0.0236	0.0007570508378884675	1821621
1	s__Marinomonas mediterranea	0.0519	0.0016648702748479434	119864
1	s__Marinomonas posidonica	0.3501	0.01123065670952341	936476
1	s__Marivirga tractuosa	0.2204	0.007070084943670264	1006
1	s__Methanocaldococcus jannaschii	0.0259	0.0008308312161572587	2190
1	s__Methanocaldococcus sp000025525	0.013	0.0004170195293453422	644281
1	s__Methanocaldococcus vulcanius	0.0259	0.0008308312161572587	73913
1	s__Methanococcoides methylutens	0.013	0.0004170195293453422	2226
1	s__Methanofervidicoccus aeolicus	0.0519	0.0016648702748479434	42879
1	s__Methanohalophilus halophilus	0.1037	0.003326532707162461	2177
1	s__Methanopyrus kandleri	0.0389	0.001247850745502601	2320
1	s__Methanosarcina acetivorans	0.0259	0.0008308312161572587	2214
1	s__Methanosarcina siciliae	0.0778	0.002495701491005202	38027
1	s__Methanosarcina sp000969965	0.0259	0.0008308312161572587	1434102
1	s__Methanotorris igneus	0.013	0.0004170195293453422	2189
1	s__Methyloceanibacter caenitepidi	0.1297	0.004160571765853146	1384459
1	s__Methylomonas methanica	0.1297	0.004160571765853146	421
1	s__Methylophaga frappieri	0.0259	0.0008308312161572587	754477
1	s__Microbacterium sp900102005	0.1686	0.005408422511355746	912630
1	s__Micrococcus luteus	0.013	0.0004170195293453422	1270
1	s__Micromonospora gifhornensis	0.0221	0.0007089331998870818	1003110
1	s__Micromonospora tropica	0.0557	0.0017867682911181203	168695
1	s__Moritella marina	0.0046	0.00014756075653758264	90736
1	s__Moritella viscosa	0.3455	0.011083095952985827	80854
1	s__Mycobacterium chelonae	0.0389	0.001247850745502601	1774
1	s__Nanoarchaeum equitans	0.0908	0.0029127210203505447	160232
1	s__Nautilia profundicola	0.013	0.0004170195293453422	244787
1	s__Neorickettsia helminthoeca	0.0389	0.001247850745502601	33994
1	s__Nitratifractor salsuginis	0.0259	0.0008308312161572587	269261
1	s__Nitratiruptor sp000010325	0.013	0.0004170195293453422	387092
1	s__Nitrosarchaeum limnae	0.0389	0.001247850745502601	1007084
1	s__Nitrosococcus halophilus	2.1912	0.07029024559242414	133539
1	s__Nitrosococcus oceani	0.5316	0.017052890907691073	1229
1	s__Nitrosopumilus adriaticus	0.0519	0.0016648702748479434	1580092
1	s__Nitrosopumilus sediminis	0.1686	0.005408422511355746	1229909
1	s__Nocardiopsis dassonvillei	0.013	0.0004170195293453422	2014
1	s__Nonlabens marinus	0.013	0.0004170195293453422	930802
1	s__Nonlabens sp900101765	0.013	0.0004170195293453422	1336802
1	s__Novosphingobium pentaromativorans	0.0259	0.0008308312161572587	205844
1	s__Novosphingobium sp000253255	0.0648	0.0020786819616598596	702113
1	s__Octadecabacter antarcticus	0.013	0.0004170195293453422	1217908
1	s__Oleispira antarctica	0.013	0.0004170195293453422	188908
1	s__Ornithinicoccus hydrothermalis	0.013	0.0004170195293453422	1758689
1	s__Oscillibacter valericigenes	0.0389	0.001247850745502601	351091
1	s__Paenibacillus_AQ crassostreae	0.013	0.0004170195293453422	1763538
1	s__Palaeococcus pacificus	0.363	0.011644468396335326	971279
1	s__Paraoerskovia marina	0.0908	0.0029127210203505447	545619
1	s__Parasynechococcus sp000012625	0.0648	0.0020786819616598596	110662
1	s__Parasynechococcus sp000161795	0.0389	0.001247850745502601	166314
1	s__Parasynechococcus sp000737575	0.0389	0.001247850745502601	585423
1	s__Parasynechococcus sp000737595	0.013	0.0004170195293453422	585425
1	s__Parvularcula bermudensis	0.0519	0.0016648702748479434	208216
1	s__Pelagibacter sp000299095	0.013	0.0004170195293453422	859653
1	s__Pelagibacterium halotolerans	0.0259	0.0008308312161572587	531813
1	s__Persephonella marina	0.0259	0.0008308312161572587	309805
1	s__Phaeobacter gallaeciensis	0.0742	0.0023802191598018764	60890
