sample	gtdb_species	read_rows	truth_abundance	source_genomes	source_genome_ids
0	s__Flavonifractor plautii	3518	0.00013246648989406447	1	ASV509.0
0	s__Fusicatenibacter saccharivorans	55538	0.0020912233984470016	1	ASV431.3
0	s__Gemella morbillorum	394	1.4835644405418249e-05	1	ASV227.0
0	s__Holdemanella biformis	90	3.388852782963559e-06	1	ASV564.0
0	s__Holdemania massiliensis	772	2.9068826093865196e-05	1	ASV565.1
0	s__Intestinibacter bartlettii	3314	0.0001247850902526804	1	ASV481.2
0	s__Intestinimonas butyriciproducens	1448	5.4522875885902596e-05	1	ASV324.5
0	s__Kingella kingae	82	3.0876214244779096e-06	1	ASV668.0
0	s__Klebsiella variicola	1476	5.557718564060237e-05	1	ASV373.9
0	s__Lachnoanaerobaculum sp000296385	226	8.509785877219604e-06	1	ASV442.4
0	s__Lacticaseibacillus rhamnosus	2968	0.00011175683399817604	1	ASV463.1
0	s__Lactobacillus delbrueckii	538	2.0257808858159944e-05	1	ASV265.0
0	s__Lactobacillus gasseri	878	3.306014159380006e-05	1	ASV576.1
0	s__Lactobacillus paragasseri	769598	0.02897838137847988	1	ASV266.11
0	s__Lactococcus petauri	1366	5.143525446142469e-05	1	ASV287.1
0	s__Laedolimicola ammoniilytica	5386	0.00020280401210046368	1	ASV371.2
0	s__Ligaoa zhengdingensis	236	8.886325075326667e-06	1	ASV297.4
0	s__Longicatena caecimuris	16550	0.0006231723728671878	1	ASV547.6
0	s__Megamonas funiformis	368	1.3856642490339887e-05	1	ASV582.2
0	s__Odoribacter splanchnicus	166	6.2505506885772315e-06	1	ASV139.5
0	s__Oscillibacter welbionis	164886	0.006208604221908105	1	ASV470.1
0	s__Parabacteroides distasonis	142412	0.005362370028082293	3	ASV154.6,ASV174.18,ASV96.0
0	s__Parabacteroides merdae	344	1.2952948414882938e-05	1	ASV173.0
0	s__Paraprevotella xylaniphila	8834646	0.3326590520399764	1	ASV149.0
0	s__Parolsenella catena	66	2.48515870750661e-06	1	ASV65.2
0	s__Phocaeicola vulgatus	24320	0.0009157433297963751	1	ASV124.5
0	s__Romboutsia_C hominis	133342	0.005020848975399188	1	ASV484.0
0	s__Roseburia hominis	229548	0.00864338198470799	1	ASV456.0
0	s__Roseburia rectalis	3048	0.00011476914758303254	1	ASV397.3
0	s__Salmonella enterica	233790	0.008803109912545007	5	ASV471.8,ASV638.12,ASV687.8,ASV694.7,ASV743.6
0	s__Sarcina perfringens	3326	0.00012523693729040887	1	ASV504.4
0	s__Slackia exigua	78	2.9370057452350847e-06	1	ASV81.2
0	s__Streptococcus constellatus	260	9.790019150783616e-06	1	ASV546.2
0	s__Streptococcus mutans	3808	0.00014338612663916927	1	ASV222.0
0	s__Streptococcus parasanguinis_V	1956	7.365106714974135e-05	1	ASV245.8
0	s__Streptococcus salivarius_E	234550	0.008831726891601143	2	ASV286.1,ASV290.6
0	s__Streptococcus salivarius_F	88	3.313544943342147e-06	1	ASV621.12
0	s__Streptococcus vaginalis	10552	0.00039732416184257196	2	ASV540.2,ASV596.11
0	s__Sutterella wadsworthensis_A	66530	0.0025051152850062842	1	ASV692.1
0	s__Thomasclavelia ramosa	33636	0.0012665272467529143	1	ASV557.0
0	s__Turicibacter sanguinis	9200	0.0003464160622584972	1	ASV573.1
0	s__Vibrio cholerae	436	1.641710903746791e-05	1	ASV221.15
0	s__Vibrio parahaemolyticus	1742	6.559312831025022e-05	4	ASV513.0,ASV581.18,ASV655.9,ASV730.1
0	s__Weissella confusa	108396	0.004081534291801311	1	ASV284.4
1	s__Actinomyces urogenitalis	2728	0.00010372520243334458	1	ASV10.0
1	s__Aeromonas sp023093515	318	1.2091134301247645e-05	1	ASV731.3
1	s__Agathobaculum butyriciproducens	105558	0.004013572184185845	1	ASV337.1
1	s__Akkermansia sp004167605	114	4.334557579692552e-06	1	ASV379.6
1	s__Alistipes finegoldii	842	3.2014890193869555e-05	1	ASV165.4
1	s__Alistipes onderdonkii	53816	0.002046215357094161	1	ASV166.0
1	s__Anaerostipes hadrus	1106332	0.04206543645838966	1	ASV399.6
1	s__Anaerotruncus colihominis	3120	0.00011862999691790143	1	ASV499.2
1	s__Bacteroides intestinalis_A	230	8.745160029204272e-06	1	ASV70.16
1	s__Bacteroides ovatus	540486	0.020550593754541303	2	ASV136.1,ASV150.14
1	s__Bacteroides sp947646015	4188218	0.1592462462921472	1	ASV102.10
1	s__Bacteroides thetaiotaomicron	161298	0.006132942706046046	2	ASV153.8,ASV99.3
1	s__Bacteroides uniformis	45582	0.0017331386280486484	4	ASV101.4,ASV178.5,ASV495.13,ASV98.15
1	s__Bifidobacterium adolescentis	1038	3.9467287436147976e-05	1	ASV19.14
1	s__Bifidobacterium angulatum	276	1.0494192035045126e-05	1	ASV50.0
1	s__Bifidobacterium bifidum	12990	0.0004939114294754935	2	ASV68.9,ASV88.2
1	s__Bifidobacterium breve	78570	0.0029874227108459984	2	ASV23.7,ASV49.2
1	s__Bifidobacterium longum	5746	0.00021847691099046847	2	ASV1.11,ASV7.12
1	s__Bifidobacterium pseudocatenulatum	1596	6.068380611569573e-05	4	ASV16.8,ASV511.12,ASV66.4,ASV87.11
1	s__Bilophila wadsworthia	64390	0.0024482645838281004	1	ASV712.0
1	s__Blautia_A faecis	3079410	0.11708666628492143	1	ASV487.10
1	s__Blautia_A obeum	354650	0.013484656540683891	1	ASV406.4
1	s__Butyricimonas synergistica	153340	0.005830360169035579	1	ASV137.1
1	s__Campylobacter_D coli	112	4.258512709873384e-06	1	ASV713.0
1	s__Campylobacter_D jejuni	478	1.8174723886781053e-05	1	ASV585.5
1	s__Catenibacterium mitsuoka_A	476906	0.01813312734298997	1	ASV551.0
1	s__Cetobacterium_A somerae	128	4.866871668426725e-06	1	ASV626.0
1	s__Christensenella minuta	87754	0.003336620753055616	1	ASV329.2
1	s__Citrobacter braakii	10770	0.0004095016239762174	1	ASV729.15
1	s__Clostridioides difficile	1736954	0.0660432204059412	4	ASV305.7,ASV309.7,ASV476.8,ASV486.6
1	s__Clostridium nitritogenes	14988	0.0005698802544248418	1	ASV473.1
1	s__Clostridium paraputrificum	1546780	0.05881234186944601	1	ASV300.8
1	s__Collinsella tanakaei	57570	0.002188951577744739	1	ASV73.2
1	s__Coprobacter secundus	276	1.0494192035045126e-05	1	ASV128.1
1	s__Coprococcus ammoniilyticus	1594	6.060776124587656e-05	2	ASV334.1,ASV341.3
1	s__Desulfovibrio fairfieldensis	179132	0.006811034810223563	1	ASV714.0
1	s__Dorea_A longicatena	718318	0.027312199399382408	1	ASV426.8
1	s__ECMA0423 sp047199055	172	6.539858804448412e-06	1	ASV219.11
1	s__Eggerthella lenta	9482	0.0003605287278126735	1	ASV86.13
1	s__Eisenbergiella porci	4774	0.000181519104258353	1	ASV429.0
1	s__Enterocloster bolteae	4950	0.00018821105280243975	2	ASV447.2,ASV466.0
1	s__Enterococcus faecalis	73258	0.0027854475366062893	12	ASV255.2,ASV257.1,ASV374.3,ASV385.7,ASV420.1,ASV491.4,ASV497.3,ASV514.0,ASV515.12,ASV520.8,ASV550.6,ASV583.8
1	s__Enterococcus_B hirae	39288	0.0014938254227277279	3	ASV258.8,ASV437.3,ASV519.3
1	s__Enterococcus_B pernyi	122	4.638737058969222e-06	1	ASV602.4
1	s__Escherichia coli	45994	0.0017488038712313969	4	ASV430.9,ASV472.8,ASV688.0,ASV741.10
1	s__Eubacterium maltosivorans	7396	0.0002812139285912817	1	ASV372.2
1	s__Eubacterium_F sp003491505	595476	0.02264144745021932	1	ASV300.2
1	s__Eubacterium_G sp000435815	370	1.4068300916546003e-05	1	ASV380.3
1	s__Extibacter hylemonae	608658	0.02314265918719745	1	ASV436.0
1	s__Faecalibacillus intestinalis	1306	4.965729999191643e-05	1	ASV545.7
1	s__Faecalibacterium prausnitzii	596718	0.02268867131437702	2	ASV507.1,ASV507.3
1	s__Faecalibacterium taiwanense	811182	0.030843114794825998	2	ASV507.11,ASV507.9
1	s__Faecalibacterium tardum	259052	0.0098497878081975	1	ASV507.0
1	s__Faecalimonas umbilicata	2209300	0.08400296544574347	1	ASV387.0
1	s__Faecalispora jeddahensis	132	5.01896140806506e-06	1	ASV383.0
1	s__Faecalitalea cylindroides	332	1.2623448389981819e-05	1	ASV563.0
1	s__Flavonifractor plautii	12286	0.00046714363529914646	1	ASV509.0
1	s__Fusicatenibacter saccharivorans	95316	0.0036241464058418887	1	ASV431.3
1	s__Fusobacterium animalis	34524	0.0013126865428184707	1	ASV401.0
1	s__Gemella morbillorum	974	3.703385160193461e-05	1	ASV227.0
1	s__Holdemanella biformis	312	1.1862999691790143e-05	1	ASV564.0
1	s__Holdemania massiliensis	1148	4.364975527620219e-05	1	ASV565.1
1	s__Intestinibacter bartlettii	6286	0.0002390090258416437	1	ASV481.2
1	s__Intestinimonas butyriciproducens	2282	8.67671964636702e-05	1	ASV324.5
1	s__Kingella kingae	860	3.269929402224206e-05	1	ASV668.0
1	s__Klebsiella aerogenes	194	7.376352372459255e-06	1	ASV432.5
1	s__Lachnoanaerobaculum sp000296385	98352	0.003739582518227385	1	ASV442.4
1	s__Lacticaseibacillus paracasei	5832	0.00022174684039269268	1	ASV710.5
1	s__Lacticaseibacillus rhamnosus	16044	0.0006100319456893624	1	ASV463.1
1	s__Lactobacillus acidophilus	70	2.6615704436708654e-06	1	ASV225.7
1	s__Lactobacillus gasseri	1538	5.847850489093987e-05	1	ASV576.1
1	s__Lactobacillus paragasseri	642	2.4410403211952794e-05	1	ASV266.11
1	s__Laedolimicola ammoniilytica	6286	0.0002390090258416437	1	ASV371.2
1	s__Lawsonibacter sp003478995	208	7.908666461193429e-06	1	ASV468.10
1	s__Ligaoa zhengdingensis	196	7.452397242278423e-06	1	ASV297.4
1	s__Ligilactobacillus ruminis	140	5.323140887341731e-06	1	ASV250.4
1	s__Longicatena caecimuris	65786	0.0025013439029618794	1	ASV547.6
1	s__Megamonas funiformis	74	2.8136601833092004e-06	1	ASV582.2
1	s__Megasphaera massiliensis	94	3.574108881500876e-06	1	ASV575.8
1	s__Microbacterium algeriense	138	5.247096017522563e-06	1	ASV38.1
1	s__Oscillibacter welbionis	133626	0.005080785887228044	1	ASV470.1
1	s__Parabacteroides distasonis	300246	0.011416083991862894	2	ASV174.18,ASV96.0
1	s__Parabacteroides merdae	1516	5.7642011322929026e-05	1	ASV173.0
1	s__Paraprevotella xylaniphila	4133916	0.157181552031687	1	ASV149.0
1	s__Parolsenella catena	360	1.3688076567450165e-05	1	ASV65.2
1	s__Peptostreptococcus anaerobius	206	7.832621591374261e-06	1	ASV483.5
1	s__Phocaeicola vulgatus	25704	0.0009773286669159417	1	ASV124.5
1	s__Romboutsia_C hominis	64132	0.0024384547956214277	1	ASV484.0
1	s__Roseburia hominis	367812	0.013985107828963833	1	ASV456.0
1	s__Roseburia rectalis	176112	0.00669620705679662	1	ASV397.3
1	s__Salmonella enterica	355928	0.013533249212498339	6	ASV471.8,ASV638.12,ASV687.8,ASV694.7,ASV743.6,ASV79.5
1	s__Sarcina perfringens	7432	0.0002825827362480267	1	ASV504.4
1	s__Slackia exigua	758	2.8821005661464513e-05	1	ASV81.2
1	s__Streptococcus constellatus	976	3.710989647175378e-05	1	ASV546.2
1	s__Streptococcus dysgalactiae	928	3.5284819596093755e-05	1	ASV475.5
1	s__Streptococcus mutans	2370	9.011317073571358e-05	1	ASV222.0
1	s__Streptococcus parasanguinis_V	362	1.3764121437269333e-05	1	ASV245.8
1	s__Streptococcus salivarius_E	77684	0.0029537348335161072	2	ASV286.1,ASV290.6
1	s__Streptococcus vaginalis	18196	0.0006918562256147866	2	ASV540.2,ASV596.11
1	s__Sutterella wadsworthensis_A	191480	0.007280535836487104	1	ASV692.1
1	s__Thomasclavelia ramosa	652	2.479062756104863e-05	1	ASV557.0
1	s__Turicibacter sanguinis	28910	0.0010992285932360673	1	ASV573.1
1	s__Vibrio cholerae	264	1.003792281613012e-05	1	ASV221.15
1	s__Vibrio parahaemolyticus	740	2.8136601833092005e-05	4	ASV513.0,ASV581.18,ASV730.1,ASV735.19
2	s__Actinomyces urogenitalis	3452	0.0001221977008707896	1	ASV10.0
2	s__Agathobaculum butyriciproducens	49200	0.001741635829328751	1	ASV337.1
2	s__Akkermansia massiliensis	223030	0.00789506176860145	1	ASV829.12
2	s__Akkermansia muciniphila	190	6.725829422204526e-06	1	ASV830.14
2	s__Akkermansia sp004167605	1370	4.849677004431684e-05	1	ASV828.0
2	s__Alistipes putredinis	86	3.0443227911031013e-06	1	ASV166.7
2	s__Anaerococcus vaginalis	144	5.097470719986588e-06	1	ASV615.1
2	s__Anaerostipes caccae	838212	0.029671952271815263	1	ASV399.1
2	s__Anaerotruncus colihominis	628	2.2230636195497063e-05	1	ASV499.2
2	s__Bacteroides caccae	6765908	0.23950706891752094	1	ASV102.12
2	s__Bacteroides cellulosilyticus	762	2.6974115893262363e-05	1	ASV116.8
2	s__Bacteroides fragilis	578	2.046068108439061e-05	2	ASV153.9,ASV156.1
2	s__Bacteroides ovatus	210	7.4338114666471075e-06	1	ASV134.9
2	s__Bacteroides thetaiotaomicron	3322250	0.11760466735746834	2	ASV102.15,ASV99.15
2	s__Bacteroides uniformis	1000	3.539910222212908e-05	2	ASV395.12,ASV585.1
2	s__Bifidobacterium adolescentis	1506	5.33110479465264e-05	4	ASV463.10,ASV49.12,ASV71.6,ASV87.6
2	s__Bifidobacterium bifidum	72950	0.0025823645071043166	2	ASV23.10,ASV50.4
2	s__Bifidobacterium longum	464	1.6425183431067894e-05	1	ASV8.3
2	s__Bifidobacterium pseudocatenulatum	890	3.1505200977694885e-05	2	ASV16.4,ASV19.11
2	s__Bilophila wadsworthia	122186	0.004325274704113064	1	ASV712.0
2	s__Bittarella massiliensis	102	3.6107084266571666e-06	1	ASV468.7
2	s__Blautia celeris	3550822	0.12569591095058483	2	ASV387.4,ASV406.9
2	s__Blautia producta	964314	0.03413584986023018	1	ASV406.14
2	s__Blautia_A fusiformis	1925896	0.06817498937318951	3	ASV387.3,ASV412.1,ASV487.1
2	s__Blautia_A intestinalis	492394	0.017430305539563026	1	ASV406.12
2	s__Blautia_A obeum	2318224	0.08206304834979297	3	ASV387.10,ASV406.5,ASV406.8
2	s__Bovifimicola ammoniilytica	772	2.732810691548365e-05	1	ASV504.0
2	s__Bulleidia moorei	173850	0.0061541339213171415	1	ASV547.10
2	s__Butyribacter intestini	122	4.318690471099748e-06	1	ASV371.7
2	s__Campylobacter_D jejuni	292	1.0336537848861693e-05	2	ASV347.2,ASV533.7
2	s__Cetobacterium_A somerae	208	7.36301326220285e-06	1	ASV626.0
2	s__Christensenella minuta	2442	8.644460762643922e-05	1	ASV329.2
2	s__Clostridioides difficile	420	1.4867622933294215e-05	1	ASV591.8
2	s__Clostridium paraputrificum	386	1.3664053457741826e-05	1	ASV473.6
2	s__Collinsella tanakaei	194082	0.006870328557475257	1	ASV73.2
2	s__Corynebacterium hesseae	286	1.0124143235528918e-05	1	ASV31.1
2	s__Dorea formicigenerans	11228	0.00039746111975006533	1	ASV426.2
2	s__ECMA0423 sp047199055	891216	0.03154824628599699	2	ASV689.14,ASV70.12
2	s__Eggerthella lenta	32326	0.0011443113784325447	1	ASV86.7
2	s__Eisenbergiella porci	230	8.141793511089688e-06	1	ASV429.0
2	s__Enterocloster bolteae	10422	0.00036892944335902933	1	ASV447.2
2	s__Enterococcus faecalis	19264	0.0006819283052070947	4	ASV258.12,ASV511.2,ASV546.9,ASV576.15
2	s__Enterococcus_B hirae	404	1.4301237297740149e-05	2	ASV301.2,ASV437.14
2	s__Escherichia coli	694	2.4566976942157585e-05	3	ASV398.8,ASV600.0,ASV671.0
2	s__Extibacter hylemonae	691084	0.024463753160077855	1	ASV436.0
2	s__Faecalibacterium prausnitzii	1356688	0.04802553719553586	1	ASV507.5
2	s__Faecalicoccus pleomorphus	95014	0.0033634102985333728	1	ASV547.8
2	s__Faecalimonas umbilicata	90548	0.0032053179080093444	1	ASV442.10
2	s__Faecalitalea cylindroides	146496	0.005185826879133023	2	ASV547.1,ASV563.0
2	s__Flavonifractor plautii	888	3.143440277325063e-05	1	ASV509.0
2	s__Fontibacillus vini	184	6.513434808871751e-06	1	ASV231.2
2	s__Fusicatenibacter saccharivorans	862622	0.030536044357057434	3	ASV387.8,ASV416.7,ASV431.3
2	s__Fusobacterium simiae	72	2.548735359993294e-06	1	ASV472.2
2	s__Gemella morbillorum	3524	0.0001247464362307829	1	ASV227.0
2	s__Holdemania massiliensis	10706	0.000378982788390114	1	ASV565.1
2	s__Hominimerdicola aceti	98	3.46911201776865e-06	1	ASV525.5
2	s__Intestinibacter bartlettii	5844	0.00020687235338612237	1	ASV476.6
2	s__Intestinimonas butyriciproducens	638196	0.02259156544175389	2	ASV300.9,ASV324.5
2	s__Kallipyga massiliensis	130	4.601883288876781e-06	1	ASV609.1
2	s__Kingella kingae	70	2.477937155549036e-06	1	ASV668.0
2	s__Klebsiella grimontii	198	7.009022239981559e-06	1	ASV780.10
2	s__Klebsiella oxytoca	1478	5.231987308430679e-05	2	ASV530.7,ASV741.2
2	s__Klebsiella pneumoniae	3974	0.00014067603223074098	2	ASV554.6,ASV710.18
2	s__Klebsiella quasipneumoniae	13870	0.0004909855478209304	1	ASV743.9
2	s__Klebsiella variicola	406	1.4372035502184408e-05	1	ASV713.3
2	s__Lacticaseibacillus rhamnosus	760	2.6903317688818103e-05	2	ASV385.3,ASV520.11
2	s__Lactobacillus acidophilus	61448	0.002175204033345388	1	ASV540.9
2	s__Lactococcus petauri	1418	5.019592695097904e-05	1	ASV287.9
2	s__Leuconostoc mesenteroides	64	2.265542542216261e-06	1	ASV281.4
2	s__Ligilactobacillus salivarius	1018	3.603628606212741e-05	2	ASV219.4,ASV519.15
2	s__Odoribacter splanchnicus	314	1.1115318097748531e-05	1	ASV139.5
2	s__Oscillibacter welbionis	51556	0.001825036114164087	1	ASV470.1
2	s__Otoolea fessa	2666	9.437400652419614e-05	1	ASV341.8
2	s__Parabacteroides distasonis	2000	7.079820444425816e-05	2	ASV173.1,ASV98.0
2	s__Parabacteroides goldsteinii	1288272	0.04560367221790668	1	ASV174.2
2	s__Parolsenella catena	184	6.513434808871751e-06	1	ASV65.2
2	s__Pediococcus acidilactici	74	2.619533564437552e-06	1	ASV278.3
2	s__Peptostreptococcus anaerobius	60	2.123946133327745e-06	1	ASV483.3
2	s__Phocaeicola dorei	18224	0.0006451132388960804	1	ASV101.9
2	s__Phocaeicola plebeius_A	128	4.531085084432522e-06	1	ASV113.3
2	s__Phocaeicola vulgatus	499994	0.01769933871645121	1	ASV124.11
2	s__Romboutsia_C hominis	3888	0.00013763170943963788	1	ASV484.5
2	s__Roseburia hominis	68594	0.0024281660178247224	1	ASV456.0
2	s__Roseburia rectalis	85184	0.0030154371236898437	1	ASV397.6
2	s__Salmonella enterica	4660	0.00016495981635512153	7	ASV376.12,ASV430.3,ASV494.8,ASV527.0,ASV687.2,ASV74.4,ASV92.4
2	s__Sarcina perfringens	46750	0.0016549080288845346	2	ASV334.12,ASV350.9
2	s__Staphylococcus capitis	436	1.543400856884828e-05	1	ASV243.7
2	s__Streptococcus agalactiae	994	3.518670760879631e-05	1	ASV247.9
2	s__Streptococcus mutans	1466	5.189508385764123e-05	2	ASV1.15,ASV286.0
2	s__Streptococcus oralis_BK	64	2.265542542216261e-06	1	ASV583.4
2	s__Streptococcus pasteurianus	6656	0.0002356164243904912	1	ASV222.6
2	s__Streptococcus salivarius_D	512	1.812434033773009e-05	1	ASV204.4
2	s__Streptococcus salivarius_F	20230	0.0007161238379536713	1	ASV596.7
2	s__Streptococcus sp001556435	107418	0.003802500762496662	3	ASV255.5,ASV290.11,ASV491.15
2	s__Thomasclavelia ramosa	49660	0.0017579194163509302	1	ASV557.7
2	s__Turicibacter sanguinis	928	3.285036686213579e-05	1	ASV573.9
2	s__Veillonella parvula_A	4746	0.00016800413914622463	1	ASV575.0
2	s__Vibrio parahaemolyticus	1250	4.4248877777661355e-05	4	ASV401.10,ASV655.1,ASV729.12,ASV815.10
2	s__Weissella cibaria	186	6.584233013316009e-06	1	ASV284.0
