panel	sample	profile	n_calls	abundance_entropy	top1_abundance	top3_abundance	probability_mean	probability_median	probability_min	max_xny_median	max_xny_p25	max_breadth_median	max_breadth_p25	max_real_min_af_median	max_zip_af_median	max_mean_depth_median	max_depth_cv_mean	low_prob_breadth_frac	low_prob_breadth_mass_frac	low_prob_xny_frac	low_prob_xny_mass_frac	low_real_frac	low_xny25_frac	low_breadth05_frac	best_mean_filter_drop_frac	best_mean_filter_drop_mass_frac
hmp_airskin_gtdb_source_abundance	25	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin25_20260627/minco_sample25_current_default.tsv	76.0	3.188273953901408	0.1584033836495329	0.414360762213335	0.6656976804584542	0.5851729475976489	0.3535296454102419	486.5	4.0	0.215014	0.0035	0.48650000000000004	1.0	0.817526	11.605818657894735	0.4342105263157895	0.0978116267876152	0.27631578947368424	0.00012931881582430932	0.27631578947368424	0.27631578947368424	0.3157894736842105	0.4342105263157895	0.0978116267876152
hmp_airskin_gtdb_source_abundance	26	/tmp/minco_current_code_hmp_airskin26_20260627/minco_sample26_current_default.tsv	67.0	2.7653488561400605	0.1957210624399905	0.4907255889687726	0.775508144461413	0.8565222459305053	0.401704283463194	392.0	230.5	0.214548	0.148533	0.392	1.0	0.466342	10.323751641791045	0.23880597014925373	0.04792117501672496	0.014925373134328358	0.0004007916703955014	0.014925373134328358	0.014925373134328358	0.04477611940298507	0.23880597014925373	0.04792117501672496
hmp_airskin_gtdb_source_abundance	28	/tmp/minco_current_code_hmp_airskin28_20260627/minco_sample28_current_default.tsv	15.0	2.0907917516529606	0.4383429447488456	0.5905027701971798	0.6792409548581196	0.825382739741856	0.0070467015331292	848.0	579.5	0.600815	0.353862	0.848	1.0	1.318033	14.319214866666668	0.06666666666666667	0.004248675102235305	0.0	0.0	0.0	0.0	0.0	0.06666666666666667	0.004248675102235305
hmp_airskin_gtdb_source_abundance	3	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv	47.0	2.1251718315774086	0.5492772773556349	0.6611939024027145	0.850683989146738	0.9202641892409844	0.3757683932807379	760.0	605.5	0.584087	0.453257	0.76	1.0	2.256168	6.885499765957447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hmp_airskin_gtdb_source_abundance	4	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv	137.0	3.212097233592452	0.261071425440598	0.5210641531805225	0.7347940189481543	0.7857253331046989	0.3551996818902455	477.0	277.0	0.343312	0.1476	0.477	1.0	0.642374	9.958572554744524	0.30656934306569344	0.10073086493843723	0.08029197080291971	0.00021330302356185687	0.08029197080291971	0.072992700729927	0.11678832116788321	0.30656934306569344	0.10073086493843723
hmp_airskin_gtdb_source_abundance	5	/tmp/minco_current_code_hmp_airskin5_20260627/minco_sample5_current_default.tsv	26.0	2.39904478962427	0.3842552463633354	0.5720820757787146	0.8839778628949915	0.9268134568281654	0.4088406006976751	808.0	660.0	0.669617	0.47254050000000003	0.808	1.0	5.368493	6.993861692307691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hmp_airskin_gtdb_source_abundance	6	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample6_current_exact.tsv	16.0	2.155127828892021	0.2132208458912624	0.5664627632205876	0.9234904227520668	0.9563903815872089	0.7823438768682182	1000.0	976.0	0.7404845	0.6216815	1.0	0.99587	19.1635605	7.4168886875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hmp_airskin_gtdb_source_abundance	7	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin7_20260627/minco_sample7_current_default.tsv	89.0	2.48640702116496	0.4095192195654438	0.6349195553383437	0.7417102480403621	0.7768624796555641	0.3620153403656558	503.0	273.0	0.348356	0.121637	0.503	1.0	0.618033	11.453632191011236	0.29213483146067415	0.05891134677979444	0.06741573033707865	5.4948632783440185e-05	0.06741573033707865	0.06741573033707865	0.0898876404494382	0.29213483146067415	0.05891134677979444
hmp_airskin_gtdb_source_abundance	8	/tmp/minco_current_code_hmp_airskin8_20260627/minco_sample8_current_default.tsv	80.0	2.5878191559265464	0.2283634476752114	0.4967284210112411	0.7246223273537957	0.8150668790013861	0.3623606868708715	452.0	50.5	0.3494365	0.02088475	0.452	1.0	0.5888435000000001	9.578180725	0.3625	0.05119457046291006	0.25	9.762833092751585e-05	0.25	0.25	0.275	0.3625	0.05119457046291006
hmp_airskin_gtdb_source_abundance	9	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv	102.0	2.7006520938017053	0.3064669943179232	0.5973802310674768	0.7939919801116324	0.8767658685706679	0.3693380898944734	369.5	253.0	0.3088575	0.15981775	0.3695	1.0	0.4603655	10.258050117647057	0.21568627450980393	0.08996410868066844	0.0196078431372549	0.03573648706271518	0.0196078431372549	0.0	0.0392156862745098	0.21568627450980393	0.08996410868066844
hmp_gastrooral_gtdb_source_abundance	0	/tmp/minco_current_code_hmp_gastrooral_20260627/minco_sample0_current_default.tsv	34.0	2.4164640137485445	0.3300731321650927	0.5395202131506436	0.8660805104670605	0.9480987674854766	0.4045171747873772	803.5	612.0	0.7317670000000001	0.4526335	0.8035000000000001	1.0	2.2462905	9.841094088235295	0.029411764705882353	0.0005736937742650008	0.0	0.0	0.0	0.0	0.0	0.029411764705882353	0.0005736937742650008
hmp_gastrooral_gtdb_source_abundance	6	/tmp/minco_current_code_hmp_gastrooral_20260627/minco_sample6_current_default.tsv	51.0	3.3594443673349756	0.1301829909027579	0.3107841582808879	0.8051519772103976	0.8824810653931056	0.1598363753089992	833.0	643.5	0.648408	0.372065	0.833	1.0	0.82017	11.853538921568624	0.11764705882352941	0.043498856591098416	0.0	0.0	0.0	0.0	0.0	0.11764705882352941	0.043498856591098416
