panel	sample	method	gtdb_species	status	truth_abundance	pred_abundance	signed_error_pp	abs_error_pp	truth_source	pred_source	prediction_rule	rank_abs_error
cami2_toy_mouse_gut	5	minco_current_code_refresh	s__Prevotella nanceiensis	TP	0.0001387925052048012	0.0030133729252361245	0.28745804200313235	0.28745804200313235	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	11
cami2_toy_mouse_gut	5	minco_current_code_refresh	s__Bacteroides ovatus	FN	0.00235947258848212	0.0	-0.235947258848212	0.235947258848212	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	12
cami2_toy_mouse_gut	5	minco_current_code_refresh	s__Ruthenibacterium lactatiformans	TP	0.000832755031229007	0.0031372564052372254	0.23045013740082185	0.23045013740082185	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	13
cami2_toy_mouse_gut	5	minco_current_code_refresh	s__Prevotella intermedia	TP	0.0009075969182188076	0.002982529983840324	0.20749330656215167	0.20749330656215167	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	14
cami2_toy_mouse_gut	5	minco_current_code_refresh	s__Bacteroides faecis	TP	0.0002775850104096024	0.002317276312665219	0.20396913022556165	0.20396913022556165	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	15
cami2_toy_mouse_gut	5	minco_current_code_refresh	s__Anaerotignum lactatifermentans	TP	0.0001387925052048012	0.0021476345695044174	0.20088420642996163	0.20088420642996163	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	16
cami2_toy_mouse_gut	5	minco_current_code_refresh	s__Porphyromonas gingivalis	TP	0.0116943814906301	0.010137374616893282	-0.1557006873736817	0.1557006873736817	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	17
cami2_toy_mouse_gut	5	minco_current_code_refresh	s__Blautia producta	TP	0.0006113139339852051	0.0020097017215305163	0.1398387787545311	0.1398387787545311	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	18
cami2_toy_mouse_gut	5	minco_current_code_refresh	s__Bacteroides fragilis	TP	0.01435707862582752	0.012959671716445105	-0.1397406909382415	0.1397406909382415	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	19
cami2_toy_mouse_gut	5	minco_current_code_refresh	s__Hungatella hathewayi	TP	0.41799420402533616	0.4168705037010775	-0.11237003242586807	0.11237003242586807	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	20
cami2_toy_mouse_gut	5	minco_current_code_refresh	s__Clostridium_AQ innocuum	TP	0.0003073913416019026	0.0013578836004047108	0.10504922588028083	0.10504922588028083	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	21
cami2_toy_mouse_gut	5	minco_current_code_refresh	s__Lactobacillus amylovorus	TP	0.0002775850104096024	0.0013164123210866105	0.10388273106770082	0.10388273106770082	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	22
cami2_toy_mouse_gut	5	minco_current_code_refresh	s__Phocaeicola ilei	TP	4.116590942390713e-05	0.0010585370787434085	0.10173711693195013	0.10173711693195013	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	23
cami2_toy_mouse_gut	5	minco_current_code_refresh	s__Prevotella oulorum	FN	0.0009715475364338082	0.0	-0.09715475364338082	0.09715475364338082	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	24
cami2_toy_mouse_gut	5	minco_current_code_refresh	s__Faecalibacterium taiwanense	FN	0.0009715475364338082	0.0	-0.09715475364338082	0.09715475364338082	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample5_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	25
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Prevotella maculosa	TP	0.155707093671124	0.12504937514812542	-3.065771852299859	3.065771852299859	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	1
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Hungatella hathewayi	TP	0.41799420402533616	0.42835928507785515	1.0365081052518987	1.0365081052518987	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	2
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Kineothrix sp000403275	FP	0.0	0.009189027567082701	0.91890275670827	0.91890275670827	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	3
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Petralouisia sp000403255	FP	0.0	0.007935023805071413	0.7935023805071414	0.7935023805071414	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	4
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Eisenbergiella tayi	TP	0.0006769624614106057	0.004491013473040419	0.3814051011629813	0.3814051011629813	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	5
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Faecalibacterium prausnitzii	TP	0.006839935053701758	0.00444901334704004	-0.23909217066617186	0.23909217066617186	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	6
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Porphyromonas gingivalis	TP	0.0116943814906301	0.010135030405091214	-0.15593510855388854	0.15593510855388854	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	7
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Bacteroides fragilis	TP	0.01435707862582752	0.01285903857711573	-0.14980400487117906	0.14980400487117906	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	8
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Bilophila wadsworthia	TP	0.04358084663431857	0.04257012771038313	-0.10107189239354428	0.10107189239354428	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	9
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Butyrivibrio fibrisolvens_C	TP	0.003886190145735333	0.0030470091410274226	-0.08391810047079103	0.08391810047079103	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	10
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Bacteroides thetaiotaomicron	TP	0.0049965301873740415	0.004206012618037853	-0.07905175693361885	0.07905175693361885	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	11
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Hominimerdicola sp000621805	TP	0.006939625260241759	0.007496022488067464	0.05563972278257046	0.05563972278257046	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	12
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Enterocloster clostridioformis	TP	0.006989467161678959	0.007520022560067679	0.053055539838871985	0.053055539838871985	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	13
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Hungatella effluvii	TP	0.015593582234017331	0.015096045288135863	-0.049753694588146845	0.049753694588146845	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	14
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Secundilactobacillus pentosiphilus	TP	0.008605135322699773	0.009037027111081331	0.04318917883815582	0.04318917883815582	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	15
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Lachnoanaerobaculum orale	FN	0.0004118953620558035	0.0	-0.04118953620558035	0.04118953620558035	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	16
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Enterocloster asparagiformis	TP	0.008743927827904674	0.009113027339082015	0.036909951117734124	0.036909951117734124	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	17
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Lacticaseibacillus paracasei	TP	0.00471894517696434	0.004363013089039267	-0.035593208792507325	0.035593208792507325	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	18
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__NK4A144 sp000424365	TP	0.008743927827904674	0.00909802729408188	0.03540994661772063	0.03540994661772063	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	19
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Bacteroides faecis	TP	0.0002775850104096024	0.000625001875005625	0.03474168645960226	0.03474168645960226	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	20
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Faecalimonas sp000209385	TP	0.00957668285913368	0.00989902969708909	0.03223468379554093	0.03223468379554093	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	21
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Faecalibacterium langellae	TP	0.0001387925052048012	0.000459001377004131	0.032020887179932976	0.032020887179932976	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	22
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Bacteroides hominis	TP	0.00037801597271710315	0.000697002091006273	0.031898611828916984	0.031898611828916984	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	23
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Lachnoanaerobaculum sp963518365	FP	0.0	0.000313000939002817	0.0313000939002817	0.0313000939002817	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	24
cami2_toy_mouse_gut	5	sylph_gtdb_profile	s__Oribacterium parvum	TP	0.008743927827904674	0.009053027159081475	0.030909933117680144	0.030909933117680144	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse5_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample5/profile.tsv	Sylph rows mapped by accession; max per GTDB species; renormalized to match Toy Mouse scorer	25
cami2_toy_mouse_gut	6	minco_current_code_refresh	s__Prevotella maculosa	TP	0.2529272000533568	0.1642633463514524	-8.866385370190438	8.866385370190438	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse6_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	1
cami2_toy_mouse_gut	6	minco_current_code_refresh	s__Hungatella hathewayi	TP	0.281966385784419	0.2975658968847954	1.5599511100376384	1.5599511100376384	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse6_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	2
cami2_toy_mouse_gut	6	minco_current_code_refresh	s__Hungatella effluvii	TP	0.010518964094768109	0.02259453289336408	1.2075568798595973	1.2075568798595973	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse6_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	3
cami2_toy_mouse_gut	6	minco_current_code_refresh	s__Kineothrix sp000403275	FP	0.0	0.00882598440693307	0.8825984406933071	0.8825984406933071	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse6_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	4
cami2_toy_mouse_gut	6	minco_current_code_refresh	s__Petralouisia sp000403255	FP	0.0	0.00867987910272417	0.867987910272417	0.867987910272417	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse6_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	5
cami2_toy_mouse_gut	6	minco_current_code_refresh	s__Bacteroides thetaiotaomicron	FN	0.00775594622544518	0.0	-0.775594622544518	0.775594622544518	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse6_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	6
cami2_toy_mouse_gut	6	minco_current_code_refresh	s__Eisenbergiella tayi	FP	0.0	0.006034421853466847	0.6034421853466847	0.6034421853466847	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse6_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	7
cami2_toy_mouse_gut	6	minco_current_code_refresh	s__Bacteroides sp900755095	FP	0.0	0.00501414829169824	0.5014148291698239	0.5014148291698239	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse6_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	8
cami2_toy_mouse_gut	6	minco_current_code_refresh	s__Prevotella buccae	TP	0.08471931997558778	0.08894997115815201	0.42306511825642296	0.42306511825642296	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse6_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	9
cami2_toy_mouse_gut	6	minco_current_code_refresh	s__Prevotella nanceiensis	TP	0.0001723543605654018	0.003526868973749128	0.3354514613183726	0.3354514613183726	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse6_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	10
cami2_toy_mouse_gut	6	minco_current_code_refresh	s__Faecalibacterium prausnitzii	FN	0.0025719748522648267	0.0	-0.25719748522648267	0.25719748522648267	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse6_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	11
cami2_toy_mouse_gut	6	minco_current_code_refresh	s__Angelakisella massiliensis	TP	0.0003447087211308036	0.0025263047606144205	0.2181596039483617	0.2181596039483617	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse6_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample6_current.tsv	calibrated MinCO called rows; species_name; max per GTDB species; renormalized	12
