sample	gtdb_species	abundance_pct_all	truth_abundance	source_genomes	source_genome_ids
4	s__Klebsiella michiganensis	0.0008	2.3989013032031326e-05	1	ASV506.10
4	s__Klebsiella pneumoniae	0.0817	0.002449877955896199	6	ASV423.3,ASV472.1,ASV585.7,ASV671.12,ASV810.7,ASV815.3
4	s__Klebsiella quasipneumoniae	0.0037	0.00011094918527314489	1	ASV709.1
4	s__Lactobacillus gasseri	0.0082	0.0002458873835783211	1	ASV266.7
4	s__Lactococcus petauri	0.0011	3.2984892919043075e-05	1	ASV287.0
4	s__Latilactobacillus sakei	0.0037	0.00011094918527314489	1	ASV437.6
4	s__Leuconostoc mesenteroides	0.0277	0.0008306195762340846	1	ASV1.2
4	s__Lientehia dongpingensis	0.0464	0.0013913627558578168	1	ASV442.7
4	s__Mediterraneibacter gnavus	0.0554	0.0016612391524681693	1	ASV466.1
4	s__Megamonas funiformis	0.0026	7.796429235410181e-05	1	ASV582.2
4	s__Odoribacter splanchnicus	0.106	0.0031785442267441505	1	ASV139.5
4	s__Oscillibacter welbionis	0.0457	0.0013703723694547894	1	ASV470.1
4	s__Otoolea fessa	0.0543	0.0016282542595491263	1	ASV334.5
4	s__Parabacteroides distasonis	0.25610000000000005	0.007679482796879029	2	ASV173.10,ASV174.5
4	s__Parolsenella catena	0.1153	0.003457416503241515	1	ASV65.2
4	s__Phocaeicola dorei	0.0004	1.1994506516015663e-05	1	ASV134.8
4	s__Phocaeicola vulgatus	0.0019	5.69739059510744e-05	1	ASV124.3
4	s__Pluralibacter gergoviae	0.0004	1.1994506516015663e-05	1	ASV74.5
4	s__Pyramidobacter piscolens	0.0037	0.00011094918527314489	1	ASV808.0
4	s__Romboutsia_C hominis	0.1094	0.0032804975321302837	1	ASV484.2
4	s__Roseburia hominis	0.5953	0.017850824322460313	1	ASV456.0
4	s__Ruminococcoides intestinale_A	0.1958	0.005871310939589667	1	ASV525.3
4	s__Salmonella enterica	0.087	0.0026088051672334064	6	ASV488.4,ASV655.6,ASV713.6,ASV743.4,ASV783.8,ASV79.6
4	s__Streptococcus anginosus	0.0266	0.0007976346833150416	2	ASV332.3,ASV385.1
4	s__Streptococcus salivarius	0.1471	0.00441097977126476	3	ASV290.10,ASV515.16,ASV546.15
4	s__Thomasclavelia ramosa	0.0401	0.00120244927823057	1	ASV557.6
4	s__Turicibacter sanguinis	0.0004	1.1994506516015663e-05	1	ASV573.6
4	s__Veillonella parvula	0.0004	1.1994506516015663e-05	1	ASV607.0
4	s__Veillonella parvula_E	0.0176	0.0005277582867046892	1	ASV575.4
4	s__Vibrio parahaemolyticus	0.0019	5.69739059510744e-05	1	ASV638.11
4	s__Weizmannia faecalis	0.0008	2.3989013032031326e-05	1	ASV226.10
5	s__Acidaminococcus intestini	0.1513	0.005550704752401146	1	ASV577.0
5	s__Actinomyces urogenitalis	0.0212	0.0007777590267739875	1	ASV10.0
5	s__Aeromonas veronii	0.006	0.0002201204792756568	1	ASV731.5
5	s__Agathobaculum butyriciproducens	0.0008	2.9349397236754246e-05	1	ASV337.1
5	s__Akkermansia muciniphila	0.7378	0.0270674816015966	3	ASV828.13,ASV829.7,ASV830.8
5	s__Akkermansia sp004167605	0.0004	1.4674698618377123e-05	1	ASV827.0
5	s__Alistipes onderdonkii	0.7786	0.028564300860671066	2	ASV165.0,ASV166.16
5	s__Anaerostipes hadrus	1.0777	0.03953730675256256	1	ASV399.7
5	s__Anaerotruncus colihominis	0.0004	1.4674698618377123e-05	1	ASV499.2
5	s__Bacillus velezensis	0.0017	6.236746912810276e-05	1	ASV229.6
5	s__Bacteroides cellulosilyticus	0.0055	0.0002017771060026854	1	ASV101.0
5	s__Bacteroides fragilis	2.54	0.09318433622669473	1	ASV102.2
5	s__Bacteroides ovatus	0.0135	0.0004952710783702279	2	ASV150.2,ASV99.0
5	s__Bacteroides uniformis	0.0004	1.4674698618377123e-05	1	ASV98.7
5	s__Bifidobacterium animalis	0.0004	1.4674698618377123e-05	1	ASV61.11
5	s__Bifidobacterium bifidum	0.0008	2.9349397236754246e-05	2	ASV49.7,ASV58.12
5	s__Bifidobacterium catenulatum	0.017	0.0006236746912810277	1	ASV88.8
5	s__Bifidobacterium longum	0.09219999999999999	0.003382518031535926	2	ASV23.2,ASV67.4
5	s__Bifidobacterium pseudocatenulatum	0.0042	0.00015408433549295977	3	ASV64.9,ASV71.8,ASV87.9
5	s__Blautia_A ammoniilytica	1.2243	0.04491558379619777	1	ASV406.7
5	s__Blautia_A hydrogenotrophica	0.0217	0.0007961024000469589	1	ASV410.0
5	s__Blautia_A sp005848555	0.7615	0.027936957494735442	1	ASV300.7
5	s__Christensenella minuta	0.6217	0.02280815032761264	1	ASV329.2
5	s__Clostridioides difficile	0.2401	0.008808487845680868	2	ASV482.14,ASV486.9
5	s__Clostridium paraputrificum	0.017	0.0006236746912810277	1	ASV334.4
5	s__Clostridium tertium	0.0017	6.236746912810276e-05	1	ASV504.8
5	s__Collinsella tanakaei	0.2945	0.010804246857780156	1	ASV73.2
5	s__Corynebacterium hesseae	0.0004	1.4674698618377123e-05	1	ASV31.1
5	s__Dorea formicigenerans	0.5321	0.019521017837096165	1	ASV426.7
5	s__Eggerthella lenta	0.1645	0.0060349698068075915	2	ASV81.10,ASV86.2
5	s__Enterobacter cloacae	0.0004	1.4674698618377123e-05	1	ASV749.2
5	s__Enterobacter quasiroggenkampii	0.0017	6.236746912810276e-05	1	ASV730.11
5	s__Enterocloster bolteae	0.0191	0.0007007168590275075	1	ASV447.2
5	s__Enterococcus faecalis	0.0046	0.0001687590341113369	5	ASV258.10,ASV463.4,ASV497.8,ASV576.14,ASV815.1
5	s__Escherichia coli	0.3059	0.011222475768403904	4	ASV418.2,ASV729.10,ASV74.8,ASV743.2
5	s__Eubacterium maltosivorans	0.0004	1.4674698618377123e-05	1	ASV372.2
5	s__Eubacterium_G segne	0.0004	1.4674698618377123e-05	1	ASV380.6
5	s__Faecalibacillus faecis	0.0123	0.0004512469825150965	1	ASV222.14
5	s__Faecalibacterium prausnitzii	1.9128	0.0701744087930794	1	ASV507.7
5	s__Faecalicoccus pleomorphus	0.21760000000000002	0.007983036048397155	2	ASV545.10,ASV547.0
5	s__Faecalitalea cylindroides	0.0042	0.00015408433549295977	1	ASV563.0
5	s__Fusicatenibacter saccharivorans	0.8348	0.030626096016553053	2	ASV406.1,ASV431.3
5	s__Holdemania massiliensis	0.0021	7.704216774647989e-05	1	ASV565.1
5	s__Intestinibacter bartlettii	0.501	0.018380060019517346	2	ASV476.9,ASV481.4
5	s__Intestinimonas butyriciproducens	0.0047	0.00017242770876593118	1	ASV324.5
5	s__Kingella kingae	0.0004	1.4674698618377123e-05	1	ASV668.0
5	s__Klebsiella aerogenes	0.0004	1.4674698618377123e-05	1	ASV506.3
5	s__Klebsiella oxytoca	0.0042	0.00015408433549295977	1	ASV1.9
5	s__Klebsiella pneumoniae	0.0055	0.0002017771060026854	1	ASV741.7
5	s__Lacticaseibacillus paracasei	0.028	0.0010272289032863986	1	ASV265.16
5	s__Lacticaseibacillus rhamnosus	0.0008	2.9349397236754246e-05	2	ASV385.9,ASV550.3
5	s__Lactiplantibacillus pentosus	0.0017	6.236746912810276e-05	1	ASV269.0
5	s__Lactiplantibacillus plantarum	0.0038	0.00013940963687458265	2	ASV270.6,ASV602.9
5	s__Lactobacillus acidophilus	0.0136	0.0004989397530248221	3	ASV374.8,ASV491.8,ASV520.10
5	s__Lactobacillus gasseri	2.1927	0.08044302915128879	1	ASV266.10
5	s__Lactobacillus helveticus	0.0013	4.769277050972564e-05	1	ASV275.10
5	s__Lactobacillus panisapium	4.3912	0.16109884143254405	1	ASV266.8
5	s__Lactobacillus paragasseri	3.5567	0.13048375143995478	1	ASV266.3
5	s__Lactococcus lactis	0.054	0.0019810843134809115	1	ASV287.11
5	s__Leuconostoc mesenteroides	0.0404	0.0014821445604560892	1	ASV281.4
5	s__Ligilactobacillus agilis	0.0004	1.4674698618377123e-05	1	ASV578.18
5	s__Ligilactobacillus salivarius	0.0013	4.769277050972564e-05	1	ASV570.2
5	s__Mediterraneibacter gnavus	0.0922	0.003382518031535927	2	ASV444.0,ASV451.3
5	s__Mediterraneibacter massiliensis	0.348	0.012766987797988094	1	ASV442.9
5	s__Megamonas funiformis	0.3914	0.014359192598082014	1	ASV575.3
5	s__Odoribacter splanchnicus	0.1075	0.003943825253688851	1	ASV139.5
5	s__Oscillibacter welbionis	0.0013	4.769277050972564e-05	1	ASV470.1
5	s__Parabacteroides distasonis	0.1891	0.006937463771837783	1	ASV174.3
5	s__Parolsenella catena	0.3485	0.012785331171261067	1	ASV65.2
5	s__Peptostreptococcus anaerobius	0.0004	1.4674698618377123e-05	1	ASV483.9
5	s__Romboutsia_C sp015668195	0.1003	0.0036796806785580633	1	ASV484.8
5	s__Roseburia hominis	0.9659	0.035435728488726156	1	ASV456.0
5	s__Salmonella enterica	0.008	0.0002934939723675424	5	ASV204.0,ASV398.11,ASV423.14,ASV527.6,ASV84.4
5	s__Staphylococcus epidermidis	0.0004	1.4674698618377123e-05	1	ASV231.5
5	s__Staphylococcus hominis	0.0072	0.00026414457513078817	1	ASV243.0
5	s__Streptococcus agalactiae	0.2635	0.00966695771485593	1	ASV290.8
5	s__Streptococcus mutans	0.0166	0.0006089999926626506	1	ASV515.1
5	s__Streptococcus oralis	0.0476	0.0017462891355868775	1	ASV245.13
5	s__Streptococcus parasanguinis	0.0017	6.236746912810276e-05	1	ASV286.3
5	s__Streptococcus pasteurianus	0.0025	9.171686636485701e-05	1	ASV546.4
5	s__Streptococcus salivarius	0.6022	0.022092758769966754	2	ASV250.8,ASV540.10
5	s__Streptococcus sanguinis	0.0004	1.4674698618377123e-05	1	ASV514.4
5	s__Thomasclavelia ramosa	0.0013	4.769277050972564e-05	1	ASV557.8
5	s__Turicibacter sanguinis	0.3115	0.011427921549061183	1	ASV573.4
5	s__Veillonella parvula	0.0013	4.769277050972564e-05	1	ASV607.0
5	s__Vibrio cholerae	0.0008	2.9349397236754246e-05	2	ASV440.14,ASV638.0
5	s__Vibrio parahaemolyticus	0.0004	1.4674698618377123e-05	1	ASV783.7
