sample	source_genome_id	source_accession	raw_abundance	gtdb_species	mapping_method
14	OTU_97.34725.0	GCA_001618305.1	1.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.19460.0	GCA_000738065.1	1.0	s__Phocaeicola dorei	exact_accession
14	OTU_97.34717.0	GCA_001515705.1	6.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.37323.1	GCA_001046095.2	0.981133623876	s__Staphylococcus aureus	exact_accession
14	OTU_97.37323.0	GCA_000967405.1	0.0188663761243	s__Staphylococcus aureus	exact_accession
14	OTU_97.44237.0	GCA_000091725.1	6.0	s__Propionibacterium freudenreichii	exact_accession
14	OTU_97.37297.1	GCA_001548415.1	1.49195673239	s__Staphylococcus aureus	exact_accession
14	OTU_97.37297.0	GCA_001611345.1	1.50804326761	s__Staphylococcus aureus	exact_accession
14	OTU_97.45063.1	GCA_001019635.1	0.904375571632	s__Streptococcus pyogenes	exact_accession
14	OTU_97.45063.0	GCA_000219765.1	0.0956244283677	s__Streptococcus equi	exact_accession
14	OTU_97.605.0	GCA_000341465.2	1.0	s__Bordetella holmesii	exact_accession
14	OTU_97.1245.0	GCA_000590555.1	1.0	s__Corynebacterium argentoratense	exact_accession
14	OTU_97.42478.0	GCA_000815165.1	3.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.37847.0	GCA_000018965.1	1.0	s__Streptococcus pneumoniae	exact_accession
14	OTU_97.34920.0	GCA_000221985.1	1.0	s__Streptococcus pseudopneumoniae	exact_accession
14	OTU_97.41334.0	GCA_000027305.1	1.0	s__Haemophilus influenzae	exact_accession
14	OTU_97.35920.0	GCA_000011525.1	1.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.45246.0	GCA_000831165.1	2.0	s__Streptococcus hominis	exact_accession
14	OTU_97.38699.0	GCA_001640905.1	1.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.462.0	GCA_000018685.1	2.0	s__Lachnoclostridium phytofermentans	exact_accession
14	OTU_97.34716.0	GCA_000772025.1	1.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.35712.0	GCA_001975005.1	5.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.27089.0	GCA_000940845.1	1.0	s__Propionibacterium freudenreichii	exact_accession
14	OTU_97.34382.0	GCA_000332735.1	11.0	s__Staphylococcus warneri	exact_accession
14	OTU_97.35057.0	GCA_001611385.1	1.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.33966.0	GCA_000012705.1	1.0	s__Streptococcus agalactiae	exact_accession
14	OTU_97.45365.0	GCA_000019025.1	0.0795400407919	s__Streptococcus pneumoniae	exact_accession
14	OTU_97.42098.0	GCA_001594205.1	2.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.37290.0	GCA_001683315.1	1.0	s__Staphylococcus equorum	exact_accession
14	OTU_97.44564.0	GCA_001685375.1	2.0	s__Streptococcus thermophilus	exact_accession
0	OTU_97.2666.0	GCA_000056065.1	0.813532640992	s__Lactobacillus delbrueckii	exact_accession
0	OTU_97.2666.1	GCA_001514415.1	0.186467359008	s__Lacticaseibacillus paracasei	exact_accession
0	OTU_97.39620.0	GCA_001011095.1	16.0	s__Ligilactobacillus salivarius	exact_accession
0	OTU_97.36691.0	GCA_001936335.1	9.0	s__Amylolactobacillus amylophilus	exact_accession
0	OTU_97.36060.0	GCA_000279165.1	4.0	s__Stutzerimonas nitrititolerans	exact_accession
0	OTU_97.8468.0	GCA_001713455.1	0.638269508278	s__Allobosea sp001713455	exact_accession
0	OTU_97.8468.1	GCA_001741865.1	0.361730491722	s__Allobosea vaviloviae	exact_accession
0	OTU_97.477.0	GCA_001263815.1	1.0	s__Porphyromonas gingivalis	exact_accession
0	OTU_97.26780.0	GCA_001874125.1	1.0	s__Lactiplantibacillus plantarum	exact_accession
0	OTU_97.30084.0	GCA_001457615.1	9.0	s__Pseudomonas aeruginosa	exact_accession
0	OTU_97.26970.0	GCA_000023085.1	2.0	s__Lactiplantibacillus plantarum	exact_accession
0	OTU_97.14853.0	GCA_001654435.1	9.0	s__Pseudomonas citronellolis	exact_accession
0	OTU_97.558.0	GCA_001563265.1	8.0	s__Sphingobium sp001563265	exact_accession
0	OTU_97.1036.0	GCA_000943805.1	0.00419385032045	s__Sphingobium fuliginis	exact_accession
0	OTU_97.24737.0	GCA_001721865.1	12.6466012269	s__Herbaspirillum seropedicae	exact_accession
0	OTU_97.24737.1	GCA_001483945.1	5.35339877315	s__Herbaspirillum rubrisubalbicans	exact_accession
0	OTU_97.3272.0	GCA_001661075.1	24.0	s__Aquipseudomonas silesiensis	exact_accession
0	OTU_97.19349.0	GCA_000182835.1	3.0	s__Lactobacillus delbrueckii	exact_accession
0	OTU_97.36395.0	GCA_000829275.1	8.0	s__Pseudomonas aeruginosa	exact_accession
0	OTU_97.373.0	GCA_001457475.1	1.833535072	s__Achromobacter xylosoxidans	exact_accession
0	OTU_97.373.1	GCA_000508285.1	1.166464928	s__Achromobacter xylosoxidans	exact_accession
0	OTU_97.13075.0	GCA_000418515.1	1.0	s__Lacticaseibacillus paracasei	exact_accession
0	OTU_97.36696.1	GCA_001659745.1	2.99400279274	s__Lactiplantibacillus plantarum	exact_accession
0	OTU_97.36696.0	GCA_000225325.1	0.00599720725688	s__Fructilactobacillus sanfranciscensis	exact_accession
0	OTU_97.1036.1	GCA_000013985.1	1.99580614968	s__Sphingopyxis alaskensis	exact_accession
0	OTU_97.10391.0	GCA_001548195.1	1.0	s__Prevotella intermedia	exact_accession
0	OTU_97.9203.0	GCA_001581895.1	0.999277727432	s__Lactiplantibacillus plantarum	exact_accession
0	OTU_97.9203.1	GCA_001314245.2	0.000722272567523	s__Lactobacillus helveticus	exact_accession
0	OTU_97.162.0	GCA_001721785.1	55.0	s__Pseudomonas aeruginosa	exact_accession
0	OTU_97.391.0	GCA_000026145.1	0.993045121823	s__Bradyrhizobium sp000026145	exact_accession
0	OTU_97.391.1	GCA_001642675.1	0.00695487817716	s__Bradyrhizobium diazoefficiens	exact_accession
0	OTU_97.1829.0	GCA_001936395.1	6.75506553029	s__Flavobacterium columnare	exact_accession
0	OTU_97.1829.1	GCA_000831225.1	0.24493446971	s__Flavobacterium psychrophilum	exact_accession
0	OTU_97.28509.0	GCA_001888965.1	1.0	s__Lactobacillus delbrueckii	exact_accession
0	OTU_97.26886.0	GCA_001563285.1	4.0	s__Sphingobium sp001563285	exact_accession
0	OTU_97.272.0	GCA_000143225.1	144.0	s__Herbaspirillum seropedicae	exact_accession
0	OTU_97.3066.0	GCA_000698865.1	26.0	s__Aquipseudomonas chlororaphis_I	exact_accession
0	OTU_97.39188.0	GCA_001922025.1	1.0	s__Lentilactobacillus parabuchneri	exact_accession
0	OTU_97.141.1	GCA_000269965.1	0.95880146023	s__Bifidobacterium infantis	exact_accession
0	OTU_97.141.0	GCA_000265095.1	0.0411985397696	s__Bifidobacterium bifidum	exact_accession
0	OTU_97.908.0	GCA_001742225.1	1.0	s__Novosphingobium resinovorum_A	exact_accession
0	OTU_97.29336.0	GCA_000248095.3	2.0	s__Limosilactobacillus mucosae	exact_accession
0	OTU_97.22877.0	GCA_001077475.1	4.0	s__Pseudomonas aeruginosa	exact_accession
0	OTU_97.8066.0	GCA_001702215.1	1.0	s__Pediococcus claussenii	exact_accession
1	OTU_97.16660.0	GCA_001879545.1	1.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.249.0	GCA_001299595.1	17.0	s__Campylobacter_D jejuni	exact_accession
1	OTU_97.43000.0	GCA_000165575.1	1.0	s__Haemophilus influenzae	exact_accession
1	OTU_97.91.0	GCA_001274535.1	1.0	s__Leptotrichia_A sp001274535	exact_accession
1	OTU_97.34305.1	GCA_000816245.1	1.99700500288	s__Campylobacter_D sp000816245	exact_accession
1	OTU_97.34173.1	GCA_000011665.1	0.0608425730399	s__Streptococcus pyogenes	exact_accession
1	OTU_97.34173.0	GCA_000091905.1	0.93915742696	s__Streptococcus suis	exact_accession
1	OTU_97.36183.0	GCA_000011265.1	0.975902535458	s__Staphylococcus aureus	exact_accession
1	OTU_97.36183.1	GCA_001880265.1	0.0240974645416	s__Staphylococcus aureus	exact_accession
1	OTU_97.2796.0	GCA_900128415.1	2.0	s__Anaerococcus mediterraneensis	exact_accession
1	OTU_97.27214.0	GCA_001717665.1	3.0	s__Staphylococcus aureus	unique_assembly_core
1	OTU_97.44994.0	GCA_001547835.1	1.0	s__Streptococcus pyogenes	exact_accession
1	OTU_97.7004.0	GCA_001307235.1	1.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.34663.1	GCA_000025085.1	24.8430685924	s__Staphylococcus lugdunensis	exact_accession
1	OTU_97.34663.0	GCA_001548295.1	0.156931407615	s__Staphylococcus aureus	exact_accession
1	OTU_97.42356.0	GCA_000210935.1	4.0	s__Streptococcus pneumoniae	exact_accession
1	OTU_97.38169.0	GCA_000567925.1	1.0	s__Burkholderia thailandensis	exact_accession
1	OTU_97.37567.0	GCA_000023285.1	1.0	s__Capnocytophaga ochracea	exact_accession
1	OTU_97.38234.0	GCA_000158275.2	1.0	s__Fusobacterium animalis	exact_accession
1	OTU_97.26944.0	GCA_000027045.1	1.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.42074.0	GCA_000204625.1	1.0	s__Streptococcus suis	exact_accession
1	OTU_97.43537.0	GCA_000163915.2	1.0	s__Fusobacterium vincentii	exact_accession
1	OTU_97.34032.1	GCA_001725965.1	0.666128507065	s__Staphylococcus aureus	exact_accession
1	OTU_97.34032.0	GCA_000967365.1	0.333871492935	s__Staphylococcus aureus	exact_accession
1	OTU_97.31367.0	GCA_000010185.1	41.0	s__Finegoldia magna_H	exact_accession
1	OTU_97.35354.0	GCA_000152165.1	1.0	s__Neisseria meningitidis	exact_accession
1	OTU_97.44585.0	GCA_000009645.1	177.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.4559.0	GCA_001951295.1	1.0	s__Campylobacter_D jejuni	exact_accession
1	OTU_97.81.0	GCA_001314265.1	1.0	s__Porphyromonas gingivalis	exact_accession
1	OTU_97.28992.0	GCA_000193395.1	1.0	s__Prevotella denticola	exact_accession
1	OTU_97.150.0	GCA_001865765.1	1.0	s__Corynebacterium pseudotuberculosis	exact_accession
1	OTU_97.44706.0	GCA_001618885.1	1.0	s__Staphylococcus condimenti	exact_accession
1	OTU_97.1906.0	GCA_001017575.1	1.0	s__Campylobacter_D lari_C	exact_accession
1	OTU_97.34817.0	GCA_000494875.1	1.0	s__Staphylococcus warneri	exact_accession
1	OTU_97.34725.0	GCA_001618305.1	2.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.57.0	GCA_001456155.1	0.032993785027	s__Chryseobacterium sp001456155	exact_accession
1	OTU_97.57.1	GCA_001051115.1	0.967006214973	s__Riemerella anatipestifera	exact_accession
1	OTU_97.179.0	GCA_001506805.1	1.0	s__Campylobacter_D jejuni	exact_accession
1	OTU_97.34305.0	GCA_001563565.1	1.00299499712	s__Campylobacter_D jejuni	exact_accession
1	OTU_97.27108.0	GCA_001682435.2	1.0	s__Staphylococcus pseudintermedius	exact_accession
1	OTU_97.36228.0	GCA_001458475.1	1.0	s__Kingella kingae	exact_accession
1	OTU_97.44237.0	GCA_000091725.1	65.0	s__Propionibacterium freudenreichii	exact_accession
1	OTU_97.37297.1	GCA_001548415.1	4.47587019717	s__Staphylococcus aureus	exact_accession
1	OTU_97.37297.0	GCA_001611345.1	4.52412980283	s__Staphylococcus aureus	exact_accession
1	OTU_97.45053.0	GCA_000349765.1	1.0		unmapped
1	OTU_97.35048.0	GCA_000007645.1	1.0	s__Staphylococcus epidermidis	exact_accession
1	OTU_97.508.0	GCA_000219875.1	1.0	s__Alicyclobacillus acidocaldarius_A	exact_accession
1	OTU_97.4563.0	GCA_000214375.1	1.0	s__Termitinema primitia	exact_accession
1	OTU_97.20774.0	GCA_000959605.1	1.0	s__Burkholderia thailandensis	exact_accession
1	OTU_97.7220.0	GCA_000800295.1	5.0	s__Parvimonas micra	exact_accession
1	OTU_97.29637.0	GCA_001611425.1	0.16165080096	s__Staphylococcus aureus	exact_accession
1	OTU_97.29637.1	GCA_001188855.1	1.83834919904	s__Staphylococcus coagulans	exact_accession
1	OTU_97.41511.0	GCA_900119705.1	1.0	s__Murdochiella vaginalis	exact_accession
1	OTU_97.42478.0	GCA_000815165.1	2.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.45310.0	GCA_001663095.1	1.0	s__Pasteurella multocida	exact_accession
1	OTU_97.37310.0	GCA_000220625.1	1.0	s__Capnocytophaga canimorsus	exact_accession
1	OTU_97.37739.0	GCA_900004855.1	1.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.58.0	GCA_000344785.1	1.0	s__Corynebacterium callunae	exact_accession
1	OTU_97.42457.0	GCA_001477615.1	3.0	s__Streptococcus lutetiensis	exact_accession
1	OTU_97.40935.0	GCA_000241025.2	1.0	s__Aggregatibacter actinomycetemcomitans	exact_accession
1	OTU_97.29.0	GCA_000196015.1	1.0	s__Cupriavidus metallidurans	exact_accession
1	OTU_97.11734.0	GCA_000242335.3	1.0	s__Prevotella seregens	exact_accession
1	OTU_97.34908.0	GCA_900129335.1	1.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.35920.0	GCA_000011525.1	23.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.34014.1	GCA_001717685.1	0.871741995644	s__Staphylococcus aureus	unique_assembly_core
1	OTU_97.34014.0	GCA_900092595.1	0.128258004356	s__Staphylococcus aureus	exact_accession
1	OTU_97.45246.0	GCA_000831165.1	4.0	s__Streptococcus hominis	exact_accession
1	OTU_97.42477.0	GCA_001697365.1	1.0	s__Neisseria meningitidis	exact_accession
1	OTU_97.38699.0	GCA_001640905.1	3.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.5736.0	GCA_001188835.1	1.0	s__Aggregatibacter aphrophilus	exact_accession
1	OTU_97.12795.0	GCA_000176855.2	1.0	s__Paracidovorax avenae	exact_accession
1	OTU_97.32128.1	GCA_000590495.2	0.375098206212	s__Pandoraea pnomenusa	exact_accession
1	OTU_97.32128.0	GCA_001718495.1	0.624901793788	s__Burkholderia vietnamiensis	exact_accession
1	OTU_97.11223.0	GCA_001554015.1	1.0	s__Centipeda felix	exact_accession
1	OTU_97.20680.0	GCA_001465675.1	1.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.18044.0	GCA_000014205.1	1.0	s__Streptococcus sanguinis_H	exact_accession
1	OTU_97.35712.0	GCA_001975005.1	8.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.36233.0	GCA_000010445.1	1.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.35124.0	GCA_001027045.1	1.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.40372.0	GCA_001455105.1	1.0	s__Fusobacterium hwasookii	exact_accession
1	OTU_97.32238.0	GCA_001974965.1	1.0	s__Neisseria meningitidis	exact_accession
1	OTU_97.14936.0	GCA_000011865.1	1.0	s__Campylobacter_D jejuni	exact_accession
1	OTU_97.35057.0	GCA_001611385.1	1.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.42301.1	GCA_000186405.1	0.686533207257	s__Streptococcus suis	exact_accession
1	OTU_97.42301.0	GCA_001039695.2	0.313466792743	s__Streptococcus pyogenes	exact_accession
1	OTU_97.42098.0	GCA_001594205.1	1.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.9650.0	GCA_000317125.1	2.0	s__Chroococcidiopsis thermalis	exact_accession
1	OTU_97.343.0	GCA_001753225.1	1.0	s__Comamonas tsuruhatensis	exact_accession
1	OTU_97.13934.0	GCA_000025145.2	1.0	s__Staphylococcus aureus	exact_accession
1	OTU_97.40126.0	GCA_000024405.1	2.0	s__Sebaldella termitidis	exact_accession
3	OTU_97.249.0	GCA_001299595.1	9.0	s__Campylobacter_D jejuni	exact_accession
3	OTU_97.39620.0	GCA_001011095.1	2.0	s__Ligilactobacillus salivarius	exact_accession
3	OTU_97.7557.0	GCA_000261025.1	1.0	s__Prevotella intermedia	exact_accession
3	OTU_97.32281.0	GCA_000026505.1	1.0	s__Lacticaseibacillus rhamnosus	exact_accession
3	OTU_97.34305.1	GCA_000816245.1	1.33133666858	s__Campylobacter_D sp000816245	exact_accession
3	OTU_97.3437.0	GCA_000829035.1	2.0	s__Lacticaseibacillus paracasei	exact_accession
3	OTU_97.40724.0	GCA_000359625.1	8.93684937673	s__Levilactobacillus brevis	exact_accession
3	OTU_97.40724.1	GCA_000194765.1	0.0631506232683	s__Lacticaseibacillus paracasei	exact_accession
3	OTU_97.13065.0	GCA_001596095.1	0.0130914751527	s__Lactiplantibacillus plantarum	exact_accession
3	OTU_97.13065.1	GCA_001006025.1	0.986908524847	s__Lactobacillus helveticus	exact_accession
3	OTU_97.38238.0	GCA_000758365.1	1.0	s__Ligilactobacillus salivarius	exact_accession
3	OTU_97.21891.0	GCA_000014505.1	1.0	s__Pediococcus pentosaceus	exact_accession
3	OTU_97.45365.1	GCA_000211075.1	0.920459959208	s__Streptococcus pneumoniae	exact_accession
3	OTU_97.915.0	GCA_001702175.1	0.102155722573	s__Secundilactobacillus paracollinoides	exact_accession
3	OTU_97.915.1	GCA_001611035.1	0.897844277427	s__Pediococcus damnosus	exact_accession
3	OTU_97.43913.0	GCA_001663835.1	4.0	s__Latilactobacillus curvatus	exact_accession
3	OTU_97.558.0	GCA_001563265.1	1.0	s__Sphingobium sp001563265	exact_accession
3	OTU_97.40650.0	GCA_000162235.2	2.0	s__Fusobacterium vincentii	exact_accession
3	OTU_97.2658.0	GCA_001281085.1	2.0	s__Trueperella pyogenes	exact_accession
3	OTU_97.24737.0	GCA_001721865.1	1.40517791409	s__Herbaspirillum seropedicae	exact_accession
3	OTU_97.24737.1	GCA_001483945.1	0.594822085905	s__Herbaspirillum rubrisubalbicans	exact_accession
3	OTU_97.27789.0	GCA_000338115.2	3.0	s__Lactiplantibacillus plantarum	exact_accession
3	OTU_97.27408.0	GCA_000392485.2	1.0	s__Lactiplantibacillus plantarum	exact_accession
3	OTU_97.41368.0	GCA_000164965.1	2.0	s__Bifidobacterium bifidum	exact_accession
3	OTU_97.31719.0	GCA_001888945.1	4.0	s__Lactobacillus delbrueckii	exact_accession
3	OTU_97.20357.0	GCA_000194785.1	0.522775504657	s__Lacticaseibacillus paracasei	exact_accession
3	OTU_97.20357.1	GCA_000214785.1	0.477224495343	s__Lactobacillus kefiranofaciens	exact_accession
3	OTU_97.21245.0	GCA_000144405.1	1.0	s__Prevotella melaninogenica	exact_accession
3	OTU_97.92.0	GCA_000085225.1	1.0	s__Clostridioides difficile	exact_accession
3	OTU_97.22310.0	GCA_001443645.1	1.0	s__Lactiplantibacillus paraplantarum	exact_accession
3	OTU_97.5941.0	GCA_000212375.1	1.0	s__Porphyromonas asaccharolytica	exact_accession
3	OTU_97.36696.1	GCA_001659745.1	0.998000930914	s__Lactiplantibacillus plantarum	exact_accession
3	OTU_97.36696.0	GCA_000225325.1	0.00199906908563	s__Fructilactobacillus sanfranciscensis	exact_accession
3	OTU_97.22072.0	GCA_000298115.2	1.0	s__Lentilactobacillus buchneri	exact_accession
3	OTU_97.27551.0	GCA_001953155.1	7.0	s__Bifidobacterium swidsinskii	exact_accession
3	OTU_97.36842.0	GCA_000318035.1	2.0	s__Lacticaseibacillus paracasei	exact_accession
3	OTU_97.43292.1	GCA_001660025.1	0.365908525792	s__Lactiplantibacillus plantarum	exact_accession
3	OTU_97.11208.1	GCA_000828735.1	0.827428346033	s__Ureaplasma parvum	exact_accession
3	OTU_97.11208.0	GCA_000021265.1	0.172571653967	s__Ureaplasma urealyticum	exact_accession
3	OTU_97.34305.0	GCA_001563565.1	0.668663331416	s__Campylobacter_D jejuni	exact_accession
3	OTU_97.10391.0	GCA_001548195.1	1.0	s__Prevotella intermedia	exact_accession
3	OTU_97.38340.1	GCA_000525715.1	1.14331534804	s__Lactobacillus helveticus	exact_accession
3	OTU_97.38340.0	GCA_001191565.1	0.856684651957	s__Lacticaseibacillus paracasei	exact_accession
3	OTU_97.39229.0	GCA_001951175.1	2.0	s__Companilactobacillus crustorum	exact_accession
3	OTU_97.28682.0	GCA_000283975.1	1.0	s__Melissococcus plutonius	exact_accession
3	OTU_97.37162.0	GCA_001302645.1	2.0	s__Lactiplantibacillus plantarum	exact_accession
3	OTU_97.43733.0	GCA_000412205.1	18.0	s__Lactiplantibacillus plantarum	exact_accession
3	OTU_97.39400.0	GCA_001050435.1	259.0	s__Levilactobacillus koreensis	exact_accession
3	OTU_97.38349.0	GCA_000397165.1	0.852097269945	s__Limosilactobacillus fermentum	exact_accession
3	OTU_97.38349.1	GCA_001702095.1	0.147902730055	s__Lactobacillus helveticus	exact_accession
3	OTU_97.44002.0	GCA_000466785.3	3.0	s__Limosilactobacillus fermentum	exact_accession
3	OTU_97.37012.0	GCA_001611115.1	3.0	s__Pediococcus damnosus	exact_accession
3	OTU_97.43877.0	GCA_000582665.1	0.915895577066	s__Lacticaseibacillus paracasei	exact_accession
3	OTU_97.43877.1	GCA_001888905.1	0.0841044229341	s__Lactobacillus delbrueckii	exact_accession
3	OTU_97.33599.0	GCA_000203855.3	1.0	s__Lactiplantibacillus plantarum	exact_accession
3	OTU_97.22314.1	GCA_000014465.1	0.187384801532	s__Levilactobacillus brevis	exact_accession
3	OTU_97.22314.0	GCA_000026065.1	0.812615198468	s__Latilactobacillus sakei	exact_accession
3	OTU_97.1723.1	GCA_001639125.1	1.10876668537	s__Campylobacter_D coli	exact_accession
3	OTU_97.1723.0	GCA_001484645.1	0.891233314629	s__Campylobacter testudinum	exact_accession
3	OTU_97.36767.0	GCA_000194115.1	29.0	s__Lactobacillus amylovorus	exact_accession
3	OTU_97.33597.0	GCA_000761135.1	1.0	s__Lactobacillus helsingborgensis	exact_accession
3	OTU_97.40729.0	GCA_001888985.1	8.0	s__Lactobacillus delbrueckii	exact_accession
3	OTU_97.272.0	GCA_000143225.1	8.0	s__Herbaspirillum seropedicae	exact_accession
3	OTU_97.35271.0	GCA_001617525.1	1.0		unmapped
3	OTU_97.43290.1	GCA_001767275.1	0.37654108397	s__Pediococcus acidilactici	exact_accession
3	OTU_97.43290.0	GCA_001278015.1	4.62345891603	s__Lactiplantibacillus plantarum	exact_accession
3	OTU_97.7126.0	GCA_001922325.1	0.673784796675	s__Pediococcus acidilactici	exact_accession
3	OTU_97.7126.1	GCA_001702235.1	2.32621520332	s__Pediococcus claussenii	exact_accession
3	OTU_97.28991.0	GCA_000498675.1	1.0	s__Lactobacillus sp910589675	exact_accession
3	OTU_97.300.0	GCA_000006625.1	4.0	s__Ureaplasma parvum	exact_accession
3	OTU_97.27566.0	GCA_000011985.1	1.0	s__Lactobacillus acidophilus	exact_accession
3	OTU_97.20781.1	GCA_000011045.1	0.389260243504	s__Lacticaseibacillus rhamnosus	exact_accession
3	OTU_97.20781.0	GCA_000237995.2	0.610739756496	s__Pediococcus claussenii	exact_accession
3	OTU_97.43871.0	GCA_000961015.1	24.0	s__Lactobacillus helveticus	exact_accession
3	OTU_97.27530.0	GCA_001025215.1	2.0	s__Bifidobacterium pseudocatenulatum	exact_accession
3	OTU_97.43292.0	GCA_001971585.1	2.63409147421	s__Companilactobacillus allii	exact_accession
3	OTU_97.14936.0	GCA_000011865.1	1.0	s__Campylobacter_D jejuni	exact_accession
3	OTU_97.45365.0	GCA_000019025.1	0.0795400407919	s__Streptococcus pneumoniae	exact_accession
3	OTU_97.31173.0	GCA_001308285.1	0.0012184142915	s__Lactobacillus helveticus	exact_accession
3	OTU_97.31173.1	GCA_001698165.1	0.998781585708	s__Latilactobacillus curvatus	exact_accession
3	OTU_97.40666.0	GCA_001702195.1	1.0	s__Secundilactobacillus paracollinoides	exact_accession
3	OTU_97.2668.0	GCA_000024105.1	1.0	s__Anaerococcus prevotii	exact_accession
4	OTU_97.44566.0	GCA_000317855.1	1.0	s__Streptococcus dysgalactiae	exact_accession
4	OTU_97.14789.0	GCA_000400875.1	1.0	s__Fusobacterium animalis	exact_accession
4	OTU_97.30458.0	GCA_000188715.1	1.0	s__Streptococcus dysgalactiae	exact_accession
4	OTU_97.43000.0	GCA_000165575.1	1.0	s__Haemophilus influenzae	exact_accession
4	OTU_97.21931.0	GCA_000485885.1	1.0	s__Staphylococcus aureus	exact_accession
4	OTU_97.4111.1	GCA_001971605.1	3.50905974512	s__Sphingomonas yabuuchiae	exact_accession
4	OTU_97.4111.0	GCA_001761345.1	0.490940254885	s__Sphingomonas aquatilis	exact_accession
4	OTU_97.18075.0	GCA_001183705.1	1.0		unmapped
4	OTU_97.45307.0	GCA_000427075.1	2.0	s__Streptococcus agalactiae	exact_accession
4	OTU_97.36161.0	GCA_000814865.1	0.0457913445858	s__Corynebacterium pseudotuberculosis	exact_accession
4	OTU_97.36161.1	GCA_000179395.2	3.95420865541	s__Corynebacterium variabile	exact_accession
4	OTU_97.15121.1	GCA_000211235.1	0.0620124236725	s__Clostridioides difficile	exact_accession
4	OTU_97.15121.0	GCA_000210455.1	0.937987576328	s__Clostridioides difficile	exact_accession
