genome_id	abundance	source_taxid	source_accession	source_basename	source_lookup_key	mapping_method	metadata_accession	metadata_domain	metadata_genbank_accession	ncbi_taxid_metadata	ncbi_species_taxid_metadata	ncbi_species_metadata	ncbi_organism_name_metadata	gtdb_species	gtdb_taxonomy	tar_path	local_path
146564.0	0.434108948413	572545	GCF_001692755.1	GCF_001692755.1_ASM169275v1.fa	GCF_001692755.1	exact_accession	RS_GCF_001692755.1	bac120	GCA_001692755.1	572545	1515	Acetivibrio thermocellus	Acetivibrio thermocellus DSM 2360	s__Hungateiclostridium thermocellum	d__Bacteria;p__Bacillota;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Hungateiclostridium;s__Hungateiclostridium thermocellum	source_genomes/GCF_001692755.1_ASM169275v1.fa	
146564.1	2.56589105159	1796620	GCF_002201475.1	GCF_002201475.1_ASM220147v1.fa	GCF_002201475.1	exact_accession	RS_GCF_002201475.1	bac120	GCA_002201475.1	1796620	1796620	Acutalibacter muris	Acutalibacter muris	s__Acutalibacter muris	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter muris	source_genomes/GCF_002201475.1_ASM220147v1.fa	
174573.0	121.0	1739394	GCF_001808555.1	GCF_001808555.1_ASM180855v1.fa	GCF_001808555.1	exact_accession	RS_GCF_001808555.1	bac120	GCA_001808555.1	1739394	1739394	Porphyromonas sp. HMSC065F10	Porphyromonas sp. HMSC065F10	s__Porphyromonas_A sp001808555	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__Porphyromonas_A sp001808555	source_genomes/GCF_001808555.1_ASM180855v1.fa	
1135084.1	1.44721016685	1073388	GCF_000297755.1	GCF_000297755.1_Bact_frag_HMW_616_V1.fa	GCF_000297755.1	exact_accession	RS_GCF_000297755.1	bac120	GCA_000297755.1	1073388	817	Bacteroides fragilis	Bacteroides fragilis HMW 616	s__Bacteroides hominis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides hominis	source_genomes/GCF_000297755.1_Bact_frag_HMW_616_V1.fa	
denovo4399.0	5.0	457424	GCF_000157015.1	GCF_000157015.1_ASM15701v1.fa	GCF_000157015.1	exact_accession	RS_GCF_000157015.1	bac120	GCA_000157015.1	457424	817	Bacteroides fragilis	Bacteroides fragilis 3_1_12	s__Bacteroides hominis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides hominis	source_genomes/GCF_000157015.1_ASM15701v1.fa	
denovo6432.0	1.0	880074	GCF_000512915.1	GCF_000512915.1_ASM51291v1.fa	GCF_000512915.1	exact_accession	RS_GCF_000512915.1	bac120	GCA_000512915.1	880074	397865	Barnesiella viscericola	Barnesiella viscericola DSM 18177	s__Barnesiella viscericola	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola	source_genomes/GCF_000512915.1_ASM51291v1.fa	
194490.0	5.0	1203611	GCF_000374505.1	GCF_000374505.1_ASM37450v1.fa	GCF_000374505.1	exact_accession	RS_GCF_000374505.1	bac120	GCA_000374505.1	1203611	328813	Alistipes onderdonkii	Alistipes onderdonkii WAL 8169 = DSM 19147	s__Alistipes onderdonkii	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	source_genomes/GCF_000374505.1_ASM37450v1.fa	
denovo5712.0	2.0	709991	GCF_000190535.1	GCF_000190535.1_ASM19053v1.fa	GCF_000190535.1	exact_accession	RS_GCF_000190535.1	bac120	GCA_000190535.1	709991	28118	Odoribacter splanchnicus	Odoribacter splanchnicus DSM 20712	s__Odoribacter splanchnicus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	source_genomes/GCF_000190535.1_ASM19053v1.fa	
3016478.0	5.0	665956	GCF_000238635.1	GCF_000238635.1_Subdol_sp_4_3_54A2FAA_V1.fa	000238635.1	unique_assembly_core	GB_GCA_000238635.1	bac120	GCA_000238635.1	665956	665956	Subdoligranulum sp. 4_3_54A2FAA	Subdoligranulum sp. 4_3_54A2FAA	s__Ruthenibacterium lactatiformans	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	source_genomes/GCF_000238635.1_Subdol_sp_4_3_54A2FAA_V1.fa	
179513.0	1.0	28112	GCF_900096735.1	GCF_900096735.1_TFUB20.fa	GCF_900096735.1	exact_accession	RS_GCF_900096735.1	bac120	GCA_900096735.1	28112	28112	Tannerella forsythia	Tannerella forsythia	s__Tannerella forsythia	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella forsythia	source_genomes/GCF_900096735.1_TFUB20.fa	
827592.0	1.52402994913	720554	GCF_000237085.1	GCF_000237085.1_ASM23708v1.fa	GCF_000237085.1	exact_accession	RS_GCF_000237085.1	bac120	GCA_000237085.1	720554	288965	Acetivibrio clariflavus	Acetivibrio clariflavus DSM 19732	s__Acetivibrio clariflavus	d__Bacteria;p__Bacillota;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Acetivibrio;s__Acetivibrio clariflavus	source_genomes/GCF_000237085.1_ASM23708v1.fa	
275984.0	5.0	575593	GCF_000209465.1	GCF_000209465.1_Lach_bact_F0167_V1.fa	000209465.1	unique_assembly_core	GB_GCA_000209465.1	bac120	GCA_000209465.1	575593	712991	Lachnospiraceae oral taxon 107 str. F0167	Lachnospiraceae oral taxon 107 str. F0167	s__Lachnoanaerobaculum sp000209465	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum sp000209465	source_genomes/GCF_000209465.1_Lach_bact_F0167_V1.fa	
3327894.1	1.91307914921	246787	GCF_001535595.1	GCF_001535595.1_ASM153559v1.fa	GCF_001535595.1	exact_accession	RS_GCF_001535595.1	bac120	GCA_001535595.1	246787	246787	Bacteroides cellulosilyticus	Bacteroides cellulosilyticus	s__Bacteroides cellulosilyticus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	source_genomes/GCF_001535595.1_ASM153559v1.fa	
denovo9225.0	5.0	658081	GCF_000218445.1	GCF_000218445.1_Lach_bact_1_1_57FAA_V1.fa	000218445.1	unique_assembly_core	GB_GCA_000218445.1	bac120	GCA_000218445.1	658081	658081	Lachnospiraceae bacterium 1_1_57FAA	Lachnospiraceae bacterium 1_1_57FAA	s__Mediterraneibacter torques	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	source_genomes/GCF_000218445.1_Lach_bact_1_1_57FAA_V1.fa	
3141094.0	1.0	28116	GCF_900100465.1	GCF_900100465.1_IMG-taxon_2654588146_annotated_assembly.fa	GCF_900100465.1	exact_accession	RS_GCF_900100465.1	bac120	GCA_900100465.1	28116	28116	Bacteroides ovatus	Bacteroides ovatus	s__Bacteroides sp019412865	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp019412865	source_genomes/GCF_900100465.1_IMG-taxon_2654588146_annotated_assembly.fa	
339549.0	1.40727867812	837	GCF_900157255.1	GCF_900157255.1_ATCC49417.fa	GCF_900157255.1	exact_accession	RS_GCF_900157255.1	bac120	GCA_900157255.1	837	837	Porphyromonas gingivalis	Porphyromonas gingivalis	s__Porphyromonas gingivalis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	source_genomes/GCF_900157255.1_ATCC49417.fa	
169845.0	46.0	397288	GCF_000403255.1	GCF_000403255.1_Lach_bact_3-1_V1.fa	GCF_000403255.1	unmapped										source_genomes/GCF_000403255.1_Lach_bact_3-1_V1.fa	
denovo10472.0	1.0	1841855	GCF_900155865.1	GCF_900155865.1_PRJEB18812.fa	GCF_900155865.1	exact_accession	RS_GCF_900155865.1	bac120	GCA_900155865.1	1841855	1841855	Bacteroides bouchesdurhonensis	Bacteroides bouchesdurhonensis	s__Bacteroides bouchesdurhonensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides bouchesdurhonensis	source_genomes/GCF_900155865.1_PRJEB18812.fa	
437137.0	9.0	1852381	GCF_900128485.1	GCF_900128485.1_PRJEB18048.fa	GCF_900128485.1	exact_accession	RS_GCF_900128485.1	bac120	GCA_900128485.1	1852381	1852381	Duodenibacillus massiliensis	Duodenibacillus massiliensis	s__Duodenibacillus massiliensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Duodenibacillus;s__Duodenibacillus massiliensis	source_genomes/GCF_900128485.1_PRJEB18048.fa	
4444771.0	0.949180549819	457422	GCF_000225685.1	GCF_000225685.1_Erys_bact_2_2_44A_V1.fa	000225685.1	unique_assembly_core	GB_GCA_000225685.1	bac120	GCA_000225685.1	457422	457422	Erysipelotrichaceae bacterium 2_2_44A	Erysipelotrichaceae bacterium 2_2_44A	s__Clostridium_AQ innocuum	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum	source_genomes/GCF_000225685.1_Erys_bact_2_2_44A_V1.fa	
136604.0	1.0	1280700	GCF_000424425.1	GCF_000424425.1_ASM42442v1.fa	GCF_000424425.1	exact_accession	RS_GCF_000424425.1	bac120	GCA_000424425.1	1280700	831	Butyrivibrio fibrisolvens	Butyrivibrio fibrisolvens FE2007	s__Butyrivibrio fibrisolvens_C	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio fibrisolvens_C	source_genomes/GCF_000424425.1_ASM42442v1.fa	
4440624.0	3.0	1280688	GCF_000424005.1	GCF_000424005.1_ASM42400v1.fa	GCF_000424005.1	exact_accession	RS_GCF_000424005.1	bac120	GCA_000424005.1	1280688	46206	Pseudobutyrivibrio ruminis	Pseudobutyrivibrio ruminis CF1b	s__Pseudobutyrivibrio ruminis_C	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio ruminis_C	source_genomes/GCF_000424005.1_ASM42400v1.fa	
1571092.0	26.0	1123059	GCF_000365025.1	GCF_000365025.1_ASM36502v1.fa	GCF_000365025.1	exact_accession	RS_GCF_000365025.1	bac120	GCA_000365025.1	1123059	437507	Robiginitomaculum antarcticum	Robiginitomaculum antarcticum DSM 21748	s__Robiginitomaculum antarcticum	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Robiginitomaculum;s__Robiginitomaculum antarcticum	source_genomes/GCF_000365025.1_ASM36502v1.fa	
264359.1	0.77418124845	877406	GCF_900107575.1	GCF_900107575.1_IMG-taxon_2593339166_annotated_assembly.fa	900107575.1	unique_assembly_core	GB_GCA_900107575.1	bac120	GCA_900107575.1	877406	877406	Lachnospiraceae bacterium NK3A20	Lachnospiraceae bacterium NK3A20	s__CAG-791 sp900107575	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp900107575	source_genomes/GCF_900107575.1_IMG-taxon_2593339166_annotated_assembly.fa	
264359.0	0.22581875155	1805476	GCF_900078295.2	GCF_900078295.2_PRJEB13136.fa	GCF_900078295.2	exact_accession	RS_GCF_900078295.2	bac120	GCA_900078295.2	1805476	1805476	Blautia sp. Marseille-P2398	Blautia sp. Marseille-P2398	s__Blautia_A wexlerae	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	source_genomes/GCF_900078295.2_PRJEB13136.fa	
263992.1	3.28177820029	1408311	GCF_000701645.1	GCF_000701645.1_ASM70164v1.fa	GCF_000701645.1	exact_accession	RS_GCF_000701645.1	bac120	GCA_000701645.1	1408311	1408311	Oribacterium sp. FC2011	Oribacterium sp. FC2011	s__Oribacterium sp900107835	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sp900107835	source_genomes/GCF_000701645.1_ASM70164v1.fa	
263992.0	0.71822179971	999408	GCF_000371505.1	GCF_000371505.1_Clos_clos_90A8_V1.fa	GCF_000371505.1	exact_accession	RS_GCF_000371505.1	bac120	GCA_000371505.1	999408	1531	Enterocloster clostridioformis	[Clostridium] clostridioforme 90A8	s__Enterocloster clostridioformis	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis	source_genomes/GCF_000371505.1_Clos_clos_90A8_V1.fa	
185483.0	1.0	658085	GCF_000218425.1	GCF_000218425.1_Lach_bact_5_1_57FAA.fa	000218425.1	unique_assembly_core	GB_GCA_000218425.1	bac120	GCA_000218425.1	658085	658085	Lachnospiraceae bacterium 5_1_57FAA	Lachnospiraceae bacterium 5_1_57FAA	s__Clostridium_AP scindens	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP;s__Clostridium_AP scindens	source_genomes/GCF_000218425.1_Lach_bact_5_1_57FAA.fa	
162639.0	5.0	1588749	GCF_001553165.1	GCF_001553165.1_ASM155316v1.fa	001553165.1	unique_assembly_core	GB_GCA_001553165.1	bac120	GCA_001553165.1	1588749	1588749	Porphyromonadaceae bacterium KA00676	Porphyromonadaceae bacterium KA00676	s__Porphyromonas pasteri	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas pasteri	source_genomes/GCF_001553165.1_ASM155316v1.fa	
179838.0	3.0	457388	GCF_000157035.2	GCF_000157035.2_Bacteroides_sp_2_1_7_V2.fa	GCF_000157035.2	exact_accession	RS_GCF_000157035.2	bac120	GCA_000157035.2	457388	457388	Parabacteroides sp. 2_1_7	Parabacteroides sp. 2_1_7	s__Parabacteroides distasonis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	source_genomes/GCF_000157035.2_Bacteroides_sp_2_1_7_V2.fa	
denovo9553.0	1.0	1130080	GCF_900109085.1	GCF_900109085.1_IMG-taxon_2616644817_annotated_assembly.fa	GCF_900109085.1	exact_accession	RS_GCF_900109085.1	bac120	GCA_900109085.1	1130080	1130080	Alkalibacterium gilvum	Alkalibacterium gilvum	s__Alkalibacterium gilvum	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae_A;g__Alkalibacterium;s__Alkalibacterium gilvum	source_genomes/GCF_900109085.1_IMG-taxon_2616644817_annotated_assembly.fa	
denovo10694.0	1.0	626522	GCF_000159995.1	GCF_000159995.1_ASM15999v1.fa	GCF_000159995.1	exact_accession	RS_GCF_000159995.1	bac120	GCA_000159995.1	626522	76122	Alloprevotella tannerae	Alloprevotella tannerae ATCC 51259	s__Alloprevotella tannerae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella tannerae	source_genomes/GCF_000159995.1_ASM15999v1.fa	
4442899.0	1.0	1526	GCF_900101295.1	GCF_900101295.1_IMG-taxon_2606217764_annotated_assembly.fa	GCF_900101295.1	exact_accession	RS_GCF_900101295.1	bac120	GCA_900101295.1	1526	1526	[Clostridium] aminophilum	[Clostridium] aminophilum	s__Clostridium_R aminophilum_A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_R;s__Clostridium_R aminophilum_A	source_genomes/GCF_900101295.1_IMG-taxon_2606217764_annotated_assembly.fa	
318732.1	61.0310296778	999412	GCF_000371445.1	GCF_000371445.1_Clos_hath_12489931_V1.fa	GCF_000371445.1	exact_accession	RS_GCF_000371445.1	bac120	GCA_000371445.1	999412	154046	Hungatella hathewayi	Hungatella hathewayi 12489931	s__Hungatella effluvii	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella effluvii	source_genomes/GCF_000371445.1_Clos_hath_12489931_V1.fa	
1931575.0	27.0	999406	GCF_000371545.1	GCF_000371545.1_Clos_clos_90A6_V1.fa	GCF_000371545.1	exact_accession	RS_GCF_000371545.1	bac120	GCA_000371545.1	999406	1531	Enterocloster clostridioformis	[Clostridium] clostridioforme 90A6	s__Enterocloster clostridioformis	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis	source_genomes/GCF_000371545.1_Clos_clos_90A6_V1.fa	
3265889.0	2.83918341122	1078091	GCF_000411355.1	GCF_000411355.1_Copr_sp_HPP0048_V1.fa	000411355.1	unique_assembly_core	GB_GCA_000411355.1	bac120	GCA_000411355.1	1078091	1078091	Coprococcus sp. HPP0048	Coprococcus sp. HPP0048	s__Faecalimonas umbilicata	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata	source_genomes/GCF_000411355.1_Copr_sp_HPP0048_V1.fa	
3265889.1	0.16081658878	411474	GCF_000154425.1	GCF_000154425.1_ASM15442v1.fa	GCF_000154425.1	exact_accession	RS_GCF_000154425.1	bac120	GCA_000154425.1	411474	33043	Coprococcus eutactus	Coprococcus eutactus ATCC 27759	s__Coprococcus eutactus	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus	source_genomes/GCF_000154425.1_ASM15442v1.fa	
47365.0	27.0	1033837	GCF_000214785.1	GCF_000214785.1_ASM21478v1.fa	GCF_000214785.1	exact_accession	RS_GCF_000214785.1	bac120	GCA_000214785.1	190905	267818	Lactobacillus kefiranofaciens	Lactobacillus kefiranofaciens subsp. kefiranofaciens	s__Lactobacillus kefiranofaciens	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kefiranofaciens	source_genomes/GCF_000214785.1_ASM21478v1.fa	
denovo11206.0	22.0	575611	GCF_000162455.1	GCF_000162455.1_ASM16245v1.fa	GCF_000162455.1	exact_accession	RS_GCF_000162455.1	bac120	GCA_000162455.1	575611	28126	Segatella buccae	Segatella buccae D17	s__Prevotella buccae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella buccae	source_genomes/GCF_000162455.1_ASM16245v1.fa	
