sample	source_genome_id	taxid	read_rows	primary_mapping_method	primary_mapping_read_rows	wgs_prefix_read_rows	unique_taxid_read_rows	unmapped_read_rows
3	ASV385.9	47715	1120	wgs_prefix	1120	1120	0	0
3	ASV387.12	649757	4628458	unique_taxid	4628458	0	4628458	0
3	ASV392.10	33039	134	wgs_prefix	134	134	0	0
3	ASV397.2	39491	338154	wgs_prefix	338154	338154	0	0
3	ASV398.11	28901	456	wgs_prefix	456	456	0	0
3	ASV399.7	649756	572056	unmapped	572056	0	0	572056
3	ASV406.0	871665	769148	wgs_prefix	769148	769148	0	0
3	ASV406.1	2292960	503612	wgs_prefix	503612	503612	0	0
3	ASV406.18	411459	398568	unique_taxid	398568	0	398568	0
3	ASV406.2	40520	253526	wgs_prefix	253526	253526	0	0
3	ASV406.7	3144490	808460	wgs_prefix	808460	808460	0	0
3	ASV410.0	53443	222462	wgs_prefix	222462	222462	0	0
3	ASV412.1	1737424	818	wgs_prefix	818	818	0	0
3	ASV418.2	562	15746	wgs_prefix	15746	15746	0	0
3	ASV420.7	53345	138	wgs_prefix	138	138	0	0
3	ASV423.14	59201	3872	wgs_prefix	3872	3872	0	0
3	ASV426.7	39486	472112	wgs_prefix	472112	472112	0	0
3	ASV431.3	1150298	148690	wgs_prefix	148690	148690	0	0
3	ASV436.0	89153	1287254	wgs_prefix	1287254	1287254	0	0
3	ASV440.14	666	970	wgs_prefix	970	970	0	0
3	ASV442.9	1720300	236452	wgs_prefix	236452	236452	0	0
3	ASV444.0	33038	34544	wgs_prefix	34544	34544	0	0
3	ASV447.2	208479	16786	wgs_prefix	16786	16786	0	0
3	ASV451.3	33038	25732	unmapped	25732	0	0	25732
3	ASV456.0	301301	194812	wgs_prefix	194812	194812	0	0
3	ASV466.4	33038	680	wgs_prefix	680	680	0	0
3	ASV468.3	1550024	186	wgs_prefix	186	186	0	0
3	ASV470.1	2109687	35808	unique_taxid	35808	0	35808	0
3	ASV472.11	573	260	unmapped	260	0	0	260
3	ASV475.12	1305	236	wgs_prefix	236	236	0	0
3	ASV476.9	261299	25198	wgs_prefix	25198	25198	0	0
3	ASV481.4	261299	286	wgs_prefix	286	286	0	0
3	ASV483.9	1261	198	wgs_prefix	198	198	0	0
3	ASV484.8	2787108	237520	wgs_prefix	237520	237520	0	0
3	ASV486.9	1496	15744	wgs_prefix	15744	15744	0	0
3	ASV487.6	1160721	4980608	wgs_prefix	4980608	4980608	0	0
3	ASV49.7	1681	108	wgs_prefix	108	108	0	0
3	ASV491.8	1579	10592	unmapped	10592	0	0	10592
3	ASV493.9	1623	208	wgs_prefix	208	208	0	0
3	ASV494.16	195	262	unmapped	262	0	0	262
3	ASV495.16	562	226	unmapped	226	0	0	226
3	ASV497.8	1351	592	wgs_prefix	592	592	0	0
3	ASV498.1	2787078	302	wgs_prefix	302	302	0	0
3	ASV499.2	169435	2000	wgs_prefix	2000	2000	0	0
3	ASV504.8	1559	2006	wgs_prefix	2006	2006	0	0
3	ASV506.3	548	756	unmapped	756	0	0	756
3	ASV507.7	853	586276	unmapped	586276	0	0	586276
3	ASV514.4	1305	994	unmapped	994	0	0	994
3	ASV515.1	1309	160532	wgs_prefix	160532	160532	0	0
3	ASV519.11	1304	420	wgs_prefix	420	420	0	0
3	ASV520.10	1579	2886	wgs_prefix	2886	2886	0	0
3	ASV530.4	1159028	150	unique_taxid	150	0	150	0
3	ASV540.10	1304	618036	wgs_prefix	618036	618036	0	0
3	ASV545.10	1323	2666	wgs_prefix	2666	2666	0	0
3	ASV546.4	197614	102	wgs_prefix	102	102	0	0
3	ASV547.0	1323	60972	wgs_prefix	60972	60972	0	0
3	ASV550.3	47715	9974	wgs_prefix	9974	9974	0	0
3	ASV551.0	100886	446	wgs_prefix	446	446	0	0
3	ASV557.8	1547	1340	wgs_prefix	1340	1340	0	0
3	ASV563.0	39483	6118	wgs_prefix	6118	6118	0	0
3	ASV564.0	1735	218	wgs_prefix	218	218	0	0
3	ASV565.1	1468449	5146	wgs_prefix	5146	5146	0	0
3	ASV570.2	1624	2008	wgs_prefix	2008	2008	0	0
3	ASV573.4	154288	4836	wgs_prefix	4836	4836	0	0
3	ASV575.3	437897	157354	unique_taxid	157354	0	157354	0
3	ASV576.14	1351	558	wgs_prefix	558	558	0	0
3	ASV577.0	187327	65534	unmapped	65534	0	0	65534
3	ASV579.0	626940	2816	unmapped	2816	0	0	2816
3	ASV582.2	437897	354	wgs_prefix	354	354	0	0
3	ASV585.9	818	306	wgs_prefix	306	306	0	0
3	ASV596.10	1351	416	wgs_prefix	416	416	0	0
3	ASV60.14	216816	226	wgs_prefix	226	226	0	0
3	ASV602.9	1590	158	unmapped	158	0	0	158
3	ASV606.9	817	276	wgs_prefix	276	276	0	0
3	ASV609.1	1118059	420	unique_taxid	420	0	420	0
3	ASV61.11	28025	916	wgs_prefix	916	916	0	0
3	ASV610.0	37734	952	wgs_prefix	952	952	0	0
3	ASV614.0	1305	114	unmapped	114	0	0	114
3	ASV615.1	33037	836	wgs_prefix	836	836	0	0
3	ASV617.0	1260	86	wgs_prefix	86	86	0	0
3	ASV618.11	1159051	236	unique_taxid	236	0	236	0
3	ASV62.4	28026	458	wgs_prefix	458	458	0	0
3	ASV621.4	1309	1052	wgs_prefix	1052	1052	0	0
3	ASV622.1	1118062	1090	unique_taxid	1090	0	1090	0
3	ASV626.0	1319815	738	unique_taxid	738	0	738	0
3	ASV627.14	2764326	504	unique_taxid	504	0	504	0
3	ASV630.10	851	100	unmapped	100	0	0	100
3	ASV638.0	666	4144	unmapped	4144	0	0	4144
3	ASV64.9	28026	96	wgs_prefix	96	96	0	0
3	ASV65.2	2003188	50962	wgs_prefix	50962	50962	0	0
3	ASV655.10	2819695	232	wgs_prefix	232	232	0	0
3	ASV67.4	216816	1092	wgs_prefix	1092	1092	0	0
3	ASV677.5	562	230	unmapped	230	0	0	230
3	ASV689.12	571	872	wgs_prefix	872	872	0	0
3	ASV71.8	28026	1042	wgs_prefix	1042	1042	0	0
3	ASV710.0	1134687	294	wgs_prefix	294	294	0	0
3	ASV712.0	563192	45888	unique_taxid	45888	0	45888	0
3	ASV714.0	665942	186	unique_taxid	186	0	186	0
3	ASV729.10	562	2624	unmapped	2624	0	0	2624
3	ASV73.2	626935	585360	wgs_prefix	585360	585360	0	0
3	ASV74.8	562	5374	unmapped	5374	0	0	5374
3	ASV741.7	573	2362	wgs_prefix	2362	2362	0	0
3	ASV743.2	562	1950348	wgs_prefix	1950348	1950348	0	0
3	ASV789.1	573	258	unmapped	258	0	0	258
3	ASV8.0	216816	226	wgs_prefix	226	226	0	0
3	ASV80.0	216816	120	unmapped	120	0	0	120
3	ASV81.10	84112	51988	unique_taxid	51988	0	51988	0
3	ASV827.0	3115151	460	unique_taxid	460	0	460	0
3	ASV828.13	239935	1316	wgs_prefix	1316	1316	0	0
3	ASV829.7	239935	493172	wgs_prefix	493172	493172	0	0
3	ASV830.8	239935	2938	wgs_prefix	2938	2938	0	0
3	ASV86.2	84112	17196	wgs_prefix	17196	17196	0	0
3	ASV87.9	28026	566	wgs_prefix	566	566	0	0
3	ASV88.8	1686	2780	wgs_prefix	2780	2780	0	0
3	ASV96.12	28116	318	wgs_prefix	318	318	0	0
3	ASV99.0	28116	16524	wgs_prefix	16524	16524	0	0
3	fASV1.1	1196081	2969328	unmapped	2969328	0	0	2969328
3	fASV192.7	82508	228180	unmapped	228180	0	0	228180
3	fASV194.12	27288	9606	unmapped	9606	0	0	9606
3	fASV195.0	746128	5960	unmapped	5960	0	0	5960
3	fASV196.1	746128	153534	unmapped	153534	0	0	153534
3	fASV197.5	5061	181578	unmapped	181578	0	0	181578
3	fASV198.4	5480	104030	unmapped	104030	0	0	104030
3	fASV199.4	60172	321700	unmapped	321700	0	0	321700
3	fASV200.0	5970	831232	unmapped	831232	0	0	831232
3	fASV201.1	5076	207262	unmapped	207262	0	0	207262
3	hASV1.0	9606	515850	unmapped	515850	0	0	515850
3	hvASV10.3	1649239	572	unmapped	572	0	0	572
3	hvASV11.0	3052121	202	unmapped	202	0	0	202
3	hvASV12.7	2675249	1222	unmapped	1222	0	0	1222
3	hvASV16.0	3428094	128	unmapped	128	0	0	128
3	hvASV19.0	3047960	20	unmapped	20	0	0	20
3	hvASV2.1	2865806	4848	unmapped	4848	0	0	4848
3	hvASV20.3	2029662	2	unmapped	2	0	0	2
3	hvASV21.0	3047961	44	unmapped	44	0	0	44
3	hvASV23.8	338110	110	unmapped	110	0	0	110
3	hvASV28.7	2847072	1610	unmapped	1610	0	0	1610
3	hvASV29.0	2844803	744	unmapped	744	0	0	744
3	hvASV3.8	2029673	5762	unmapped	5762	0	0	5762
3	hvASV30.0	2844805	236	unmapped	236	0	0	236
3	hvASV31.0	682382	6	unmapped	6	0	0	6
3	hvASV32.0	2021738	444	unmapped	444	0	0	444
3	hvASV33.10	1868853	702	unmapped	702	0	0	702
3	hvASV35.7	2994041	10	unmapped	10	0	0	10
3	hvASV36.0	2017081	44	unmapped	44	0	0	44
3	hvASV37.1	2024339	6	unmapped	6	0	0	6
3	hvASV38.16	1414766	5846	unmapped	5846	0	0	5846
3	hvASV39.2	2315527	66	unmapped	66	0	0	66
3	hvASV4.0	683174	262	unmapped	262	0	0	262
3	hvASV40.7	338103	18	unmapped	18	0	0	18
3	hvASV41.0	1930509	2142	unmapped	2142	0	0	2142
3	hvASV45.0	2986405	46	unmapped	46	0	0	46
3	hvASV47.0	2845899	26	unmapped	26	0	0	26
3	hvASV48.0	2845900	2	unmapped	2	0	0	2
3	hvASV49.0	3052716	322	unmapped	322	0	0	322
3	hvASV5.0	1247113	20	unmapped	20	0	0	20
3	hvASV6.0	3432189	274	unmapped	274	0	0	274
3	hvASV7.0	3052041	2152	unmapped	2152	0	0	2152
3	hvASV8.3	2859655	11760	unmapped	11760	0	0	11760
3	hvASV9.0	1518574	296	unmapped	296	0	0	296
3	pASV100	45202	280	unmapped	280	0	0	280
3	pASV101	45202	380	unmapped	380	0	0	380
3	pASV102	45202	1360	unmapped	1360	0	0	1360
3	pASV146	45202	40	unmapped	40	0	0	40
3	pASV147	45202	420	unmapped	420	0	0	420
3	pASV148	45202	1080	unmapped	1080	0	0	1080
3	pASV149	45202	20	unmapped	20	0	0	20
3	pASV150	45202	340	unmapped	340	0	0	340
3	pASV33	45202	143760	unmapped	143760	0	0	143760
3	pASV71	45202	1300	unmapped	1300	0	0	1300
3	pASV72	45202	1300	unmapped	1300	0	0	1300
3	pASV96	45202	40	unmapped	40	0	0	40
3	pASV98	45202	60	unmapped	60	0	0	60
3	pASV99	45202	360	unmapped	360	0	0	360
3	vASV1.0	2986396	666	unmapped	666	0	0	666
3	vASV10.0	2681617	118	unmapped	118	0	0	118
3	vASV100.0	1965472	20478	unmapped	20478	0	0	20478
3	vASV11.5	1141141	8494	unmapped	8494	0	0	8494
3	vASV12.0	1540095	406	unmapped	406	0	0	406
3	vASV13.0	1636586	298	unmapped	298	0	0	298
3	vASV14.0	10868	512	unmapped	512	0	0	512
3	vASV15.0	1141139	5992	unmapped	5992	0	0	5992
3	vASV16.0	864178	846	unmapped	846	0	0	846
3	vASV17.0	698487	1304	unmapped	1304	0	0	1304
3	vASV18.0	2894747	2622	unmapped	2622	0	0	2622
3	vASV19.0	1439894	392	unmapped	392	0	0	392
3	vASV2.0	1582153	342	unmapped	342	0	0	342
3	vASV20.0	2886925	1866	unmapped	1866	0	0	1866
3	vASV21.0	1391223	24	unmapped	24	0	0	24
3	vASV22.0	2714735	764	unmapped	764	0	0	764
3	vASV23.0	1933774	6040	unmapped	6040	0	0	6040
3	vASV24.0	2305483	472	unmapped	472	0	0	472
3	vASV25.0	338102	536	unmapped	536	0	0	536
3	vASV26.0	2905675	856	unmapped	856	0	0	856
3	vASV27.0	2986398	252	unmapped	252	0	0	252
3	vASV28.0	2915325	34	unmapped	34	0	0	34
3	vASV29.0	1604355	1842	unmapped	1842	0	0	1842
3	vASV3.0	2029671	1274	unmapped	1274	0	0	1274
3	vASV30.0	2508185	6	unmapped	6	0	0	6
3	vASV31.0	2681630	3984	unmapped	3984	0	0	3984
3	vASV32.0	1582152	356	unmapped	356	0	0	356
3	vASV33.0	2562174	6426	unmapped	6426	0	0	6426
3	vASV34.0	2873413	5408	unmapped	5408	0	0	5408
3	vASV35.0	532075	764	unmapped	764	0	0	764
3	vASV36.0	2011087	56	unmapped	56	0	0	56
3	vASV37.0	1874589	964	unmapped	964	0	0	964
3	vASV38.0	1582155	896	unmapped	896	0	0	896
3	vASV39.0	2029675	162	unmapped	162	0	0	162
3	vASV4.0	2885687	264	unmapped	264	0	0	264
3	vASV40.0	2508195	13654	unmapped	13654	0	0	13654
3	vASV41.0	1147145	36	unmapped	36	0	0	36
3	vASV42.0	1981500	498	unmapped	498	0	0	498
3	vASV43.0	762660	3336	unmapped	3336	0	0	3336
3	vASV44.0	2029658	1922	unmapped	1922	0	0	1922
3	vASV45.0	213774	598	unmapped	598	0	0	598
3	vASV46.0	2892346	15406	unmapped	15406	0	0	15406
3	vASV47.0	2508180	764	unmapped	764	0	0	764
3	vASV48.0	155148	2262	unmapped	2262	0	0	2262
3	vASV49.0	2315629	4150	unmapped	4150	0	0	4150
3	vASV5.0	665033	6040	unmapped	6040	0	0	6040
3	vASV50.0	2500819	1202	unmapped	1202	0	0	1202
3	vASV51.0	1495285	12616	unmapped	12616	0	0	12616
3	vASV52.0	1852563	16	unmapped	16	0	0	16
3	vASV53.0	1701846	1966	unmapped	1966	0	0	1966
3	vASV54.0	338106	796	unmapped	796	0	0	796
3	vASV55.0	1675602	3212	unmapped	3212	0	0	3212
3	vASV56.0	1897495	5102	unmapped	5102	0	0	5102
3	vASV57.0	2836105	1816	unmapped	1816	0	0	1816
3	vASV58.0	2711185	434	unmapped	434	0	0	434
3	vASV59.0	2163605	16264	unmapped	16264	0	0	16264
3	vASV60.0	2576478	22724	unmapped	22724	0	0	22724
3	vASV61.0	1788294	1102	unmapped	1102	0	0	1102
3	vASV62.0	1540098	26	unmapped	26	0	0	26
3	vASV63.0	2029667	1406	unmapped	1406	0	0	1406
3	vASV64.0	1880822	11452	unmapped	11452	0	0	11452
3	vASV65.0	2762819	326	unmapped	326	0	0	326
3	vASV66.0	1642588	98	unmapped	98	0	0	98
3	vASV67.0	2789016	54	unmapped	54	0	0	54
3	vASV68.0	1527524	68	unmapped	68	0	0	68
3	vASV69.0	2488596	384	unmapped	384	0	0	384
3	vASV7.0	948870	16854	unmapped	16854	0	0	16854
3	vASV70.0	2024334	118	unmapped	118	0	0	118
3	vASV71.0	2844219	48	unmapped	48	0	0	48
3	vASV72.0	2986411	15416	unmapped	15416	0	0	15416
3	vASV73.0	1346893	958	unmapped	958	0	0	958
3	vASV74.0	1204534	974	unmapped	974	0	0	974
3	vASV75.0	1041524	13708	unmapped	13708	0	0	13708
3	vASV76.0	2860374	9086	unmapped	9086	0	0	9086
3	vASV77.0	2601632	9202	unmapped	9202	0	0	9202
3	vASV78.0	1868595	918	unmapped	918	0	0	918
3	vASV79.0	2844220	414	unmapped	414	0	0	414
3	vASV8.0	1567028	410	unmapped	410	0	0	410
3	vASV80.0	1567007	144	unmapped	144	0	0	144
3	vASV81.0	1211280	7278	unmapped	7278	0	0	7278
3	vASV82.0	2508193	1516	unmapped	1516	0	0	1516
3	vASV83.0	2910155	2764	unmapped	2764	0	0	2764
3	vASV84.0	2589652	14010	unmapped	14010	0	0	14010
3	vASV85.0	1604356	948	unmapped	948	0	0	948
3	vASV86.0	2865794	3108	unmapped	3108	0	0	3108
3	vASV87.0	10843	332	unmapped	332	0	0	332
3	vASV88.0	1147150	484	unmapped	484	0	0	484
3	vASV89.0	2853091	1314	unmapped	1314	0	0	1314
3	vASV9.0	2847058	78	unmapped	78	0	0	78
3	vASV90.0	1572753	140	unmapped	140	0	0	140
3	vASV91.0	1527506	734	unmapped	734	0	0	734
3	vASV92.0	581037	2664	unmapped	2664	0	0	2664
3	vASV93.0	1567486	296	unmapped	296	0	0	296
3	vASV94.0	173707	2688	unmapped	2688	0	0	2688
3	vASV95.0	1437363	10838	unmapped	10838	0	0	10838
3	vASV96.0	2029659	7454	unmapped	7454	0	0	7454
3	vASV98.0	2894753	2932	unmapped	2932	0	0	2932
3	vASV99.0	2508187	4	unmapped	4	0	0	4
4	ASV1.2	1245	8036	wgs_prefix	8036	8036	0	0
4	ASV10.0	103621	4330	wgs_prefix	4330	4330	0	0
4	ASV101.12	28116	5114	wgs_prefix	5114	5114	0	0
4	ASV102.7	820	4958352	wgs_prefix	4958352	4958352	0	0
4	ASV124.3	821	1360	wgs_prefix	1360	1360	0	0
4	ASV126.6	817	1334	wgs_prefix	1334	1334	0	0
4	ASV127.7	487174	560762	wgs_prefix	560762	560762	0	0
4	ASV134.8	357276	270	wgs_prefix	270	270	0	0
4	ASV135.6	246787	6166	wgs_prefix	6166	6166	0	0
4	ASV136.11	246787	1120	wgs_prefix	1120	1120	0	0
4	ASV139.5	28118	64032	wgs_prefix	64032	64032	0	0
4	ASV165.8	1033732	5152	unique_taxid	5152	0	5152	0
4	ASV166.15	1203611	1564204	unique_taxid	1564204	0	1564204	0
4	ASV173.10	823	536	wgs_prefix	536	536	0	0
4	ASV174.5	823	175562	wgs_prefix	175562	175562	0	0
4	ASV19.5	1681	104	wgs_prefix	104	104	0	0
4	ASV213.6	562	124324	unmapped	124324	0	0	124324
4	ASV222.8	1496	10326	wgs_prefix	10326	10326	0	0
4	ASV226.10	2824910	370	wgs_prefix	370	370	0	0
4	ASV23.5	1679	46794	unique_taxid	46794	0	46794	0
4	ASV245.3	1351	516	unmapped	516	0	0	516
4	ASV266.7	1596	2216	wgs_prefix	2216	2216	0	0
4	ASV287.0	2816910	332	unique_taxid	332	0	332	0
4	ASV290.10	1304	26744	wgs_prefix	26744	26744	0	0
4	ASV297.2	1496	2476	wgs_prefix	2476	2476	0	0
4	ASV300.0	2126740	874750	wgs_prefix	874750	874750	0	0
4	ASV324.5	1297617	40108	wgs_prefix	40108	40108	0	0
4	ASV329.2	626937	948886	unique_taxid	948886	0	948886	0
4	ASV331.5	197	698	unmapped	698	0	0	698
4	ASV332.3	1328	4768	wgs_prefix	4768	4768	0	0
4	ASV334.5	2293051	24978	wgs_prefix	24978	24978	0	0
4	ASV337.1	2292004	30572	wgs_prefix	30572	30572	0	0
4	ASV338.16	562	13406	unmapped	13406	0	0	13406
4	ASV341.2	1502	1908	wgs_prefix	1908	1908	0	0
4	ASV371.9	39486	28162	unmapped	28162	0	0	28162
4	ASV374.5	53346	3804	wgs_prefix	3804	3804	0	0
4	ASV380.1	53442	232	wgs_prefix	232	232	0	0
4	ASV385.1	1328	2440	wgs_prefix	2440	2440	0	0
4	ASV387.7	40520	2778052	wgs_prefix	2778052	2778052	0	0
4	ASV392.1	1912855	1744	wgs_prefix	1744	1744	0	0
4	ASV397.7	39491	11098	unmapped	11098	0	0	11098
4	ASV399.4	411490	1782430	unique_taxid	1782430	0	1782430	0
4	ASV406.15	1737424	580154	wgs_prefix	580154	580154	0	0
4	ASV410.0	53443	770	wgs_prefix	770	770	0	0
4	ASV420.3	1351	150	wgs_prefix	150	150	0	0
4	ASV423.3	72407	1176	wgs_prefix	1176	1176	0	0
4	ASV426.3	39486	345320	wgs_prefix	345320	345320	0	0
4	ASV429.0	2652274	1078	wgs_prefix	1078	1078	0	0
4	ASV431.3	1150298	56124	wgs_prefix	56124	56124	0	0
4	ASV432.1	197	176	unmapped	176	0	0	176
4	ASV436.0	89153	157790	wgs_prefix	157790	157790	0	0
4	ASV437.6	1599	1002	unmapped	1002	0	0	1002
4	ASV440.6	246787	342	wgs_prefix	342	342	0	0
4	ASV442.7	2763669	20440	unique_taxid	20440	0	20440	0
4	ASV444.11	208479	310376	wgs_prefix	310376	310376	0	0
4	ASV447.2	208479	11108	wgs_prefix	11108	11108	0	0
4	ASV456.0	301301	300864	wgs_prefix	300864	300864	0	0
4	ASV463.0	2755567	268	wgs_prefix	268	268	0	0
4	ASV466.1	33038	26060	unmapped	26060	0	0	26060
4	ASV470.1	2109687	21644	unique_taxid	21644	0	21644	0
4	ASV472.1	573	598	wgs_prefix	598	598	0	0
4	ASV473.2	3014267	4454	unique_taxid	4454	0	4454	0
4	ASV476.7	1496	102362	wgs_prefix	102362	102362	0	0
4	ASV481.0	261299	476	unmapped	476	0	0	476
4	ASV484.2	2986997	46146	wgs_prefix	46146	46146	0	0
4	ASV487.4	292800	8290436	wgs_prefix	8290436	8290436	0	0
4	ASV488.4	59201	236	unmapped	236	0	0	236
4	ASV491.5	1351	308	wgs_prefix	308	308	0	0
4	ASV493.1	1351	93396	wgs_prefix	93396	93396	0	0
4	ASV497.5	1351	900	wgs_prefix	900	900	0	0
4	ASV499.2	169435	1846	wgs_prefix	1846	1846	0	0
4	ASV504.9	1559	188	wgs_prefix	188	188	0	0
4	ASV506.10	1134687	648	wgs_prefix	648	648	0	0
4	ASV507.2	853	236992	wgs_prefix	236992	236992	0	0
4	ASV509.0	292800	2792	wgs_prefix	2792	2792	0	0
4	ASV514.3	317735	1862	wgs_prefix	1862	1862	0	0
4	ASV515.16	1304	17820	wgs_prefix	17820	17820	0	0
4	ASV519.7	1351	1840	wgs_prefix	1840	1840	0	0
4	ASV520.1	749514	6236	unique_taxid	6236	0	6236	0
4	ASV525.3	2878202	66426	unique_taxid	66426	0	66426	0
4	ASV527.4	562	8036	wgs_prefix	8036	8036	0	0
4	ASV531.13	562	22434	unmapped	22434	0	0	22434
4	ASV540.8	1352	94434	wgs_prefix	94434	94434	0	0
4	ASV546.15	1304	782	wgs_prefix	782	782	0	0
4	ASV547.7	39483	248328	wgs_prefix	248328	248328	0	0
4	ASV550.0	1354	436	wgs_prefix	436	436	0	0
4	ASV551.0	100886	106	wgs_prefix	106	106	0	0
4	ASV557.6	1547	19032	wgs_prefix	19032	19032	0	0
4	ASV565.1	1468449	8804	wgs_prefix	8804	8804	0	0
4	ASV573.6	154288	156	wgs_prefix	156	156	0	0
4	ASV575.4	2293250	5074	wgs_prefix	5074	5074	0	0
4	ASV576.11	1496	4346	wgs_prefix	4346	4346	0	0
4	ASV577.0	187327	364634	unmapped	364634	0	0	364634
4	ASV579.0	626940	270112	unmapped	270112	0	0	270112
4	ASV582.2	437897	902	wgs_prefix	902	902	0	0
4	ASV585.7	573	272	wgs_prefix	272	272	0	0
4	ASV6.0	216816	120	wgs_prefix	120	120	0	0
4	ASV607.0	29466	108	unmapped	108	0	0	108
4	ASV626.0	1319815	306	unique_taxid	306	0	306	0
4	ASV638.11	670	1350	wgs_prefix	1350	1350	0	0
4	ASV639.13	562	718	unmapped	718	0	0	718
4	ASV64.8	1681	118	wgs_prefix	118	118	0	0
4	ASV65.2	2003188	28686	wgs_prefix	28686	28686	0	0
4	ASV655.6	2933296	59864	wgs_prefix	59864	59864	0	0
4	ASV671.12	573	268	wgs_prefix	268	268	0	0
4	ASV681.12	550	258	wgs_prefix	258	258	0	0
4	ASV685.5	1812935	12144	wgs_prefix	12144	12144	0	0
4	ASV692.1	742823	6972	unique_taxid	6972	0	6972	0
4	ASV709.1	1463165	2832	unmapped	2832	0	0	2832
4	ASV71.1	1680	55352	wgs_prefix	55352	55352	0	0
4	ASV710.12	1295400	174	unique_taxid	174	0	174	0
4	ASV712.0	563192	448262	unique_taxid	448262	0	448262	0
4	ASV713.6	57743	1328	wgs_prefix	1328	1328	0	0
4	ASV714.0	665942	22762	unique_taxid	22762	0	22762	0
4	ASV73.2	626935	17940	wgs_prefix	17940	17940	0	0
4	ASV74.5	61647	272	unique_taxid	272	0	272	0
4	ASV743.4	595	1262	wgs_prefix	1262	1262	0	0
4	ASV783.8	28144	512	wgs_prefix	512	512	0	0
4	ASV79.6	90371	242	unique_taxid	242	0	242	0
4	ASV8.4	1686	96	wgs_prefix	96	96	0	0
4	ASV808.0	638849	1430	unmapped	1430	0	0	1430
4	ASV81.8	84112	9858	wgs_prefix	9858	9858	0	0
4	ASV810.7	573	6370	unmapped	6370	0	0	6370
4	ASV815.3	573	53592	wgs_prefix	53592	53592	0	0
4	ASV825.7	239935	598	wgs_prefix	598	598	0	0
4	ASV827.5	2927224	2152	unique_taxid	2152	0	2152	0
