sample	source_genome_id	source_accession	raw_abundance	gtdb_species	mapping_method
22	OTU_97.44564.0	GCA_001685375.1	1.0	s__Streptococcus thermophilus	exact_accession
6	OTU_97.7557.0	GCA_000261025.1	2.0	s__Prevotella intermedia	exact_accession
6	OTU_97.2798.0	GCA_001042655.1	1.0	s__Bifidobacterium vaginale	exact_accession
6	OTU_97.18936.0	GCA_000210415.1	1.0	s__Clostridioides difficile	exact_accession
6	OTU_97.2363.0	GCA_000270285.1	2.0	s__Enteroscipio sp000270285	exact_accession
6	OTU_97.6593.0	GCA_000023885.1	8.0	s__Slackia heliotrinireducens	exact_accession
6	OTU_97.26891.0	GCA_000019345.1	1.0	s__Ureaplasma parvum	exact_accession
6	OTU_97.10524.0	GCA_000163055.2	16.0	s__Prevotella sp000163055	exact_accession
6	OTU_97.4481.0	GCA_001717505.1	33.0	s__Allisonella pneumosinta	exact_accession
6	OTU_97.92.0	GCA_000085225.1	3.0	s__Clostridioides difficile	exact_accession
6	OTU_97.90.0	GCA_000159155.2	40.0	s__Bifidobacterium vaginale	exact_accession
6	OTU_97.13437.0	GCA_001077535.1	1.0	s__Clostridioides difficile	unique_assembly_core
6	OTU_97.1676.0	GCA_001643775.1	6.84236277559	s__Denitrobacterium detoxificans	exact_accession
6	OTU_97.1676.1	GCA_000023845.1	0.157637224412	s__Cryptobacterium curtum	exact_accession
6	OTU_97.27551.0	GCA_001953155.1	3.0	s__Bifidobacterium swidsinskii	exact_accession
6	OTU_97.2583.0	GCA_001554055.1	1.0	s__Mycoplasma mycoides	exact_accession
6	OTU_97.10391.0	GCA_001548195.1	1.0	s__Prevotella intermedia	exact_accession
6	OTU_97.6777.0	GCA_000025205.1	1.0	s__Bifidobacterium swidsinskii	exact_accession
6	OTU_97.369.0	GCA_000478885.1	24.0	s__Adlercreutzia equolifaciens	exact_accession
6	OTU_97.21316.0	GCA_900155405.1	1.0	s__Negativicoccus massiliensis_A	exact_accession
6	OTU_97.5487.0	GCA_000024225.1	1.0	s__Lancefieldella parvula	exact_accession
6	OTU_97.32703.0	GCA_000213955.1	1.0	s__Bifidobacterium vaginale	exact_accession
6	OTU_97.300.0	GCA_000006625.1	1.0	s__Ureaplasma parvum	exact_accession
6	OTU_97.27530.0	GCA_001025215.1	2.0	s__Bifidobacterium pseudocatenulatum	exact_accession
6	OTU_97.40012.0	GCA_001953935.1	61.0	s__Prevotella intermedia	exact_accession
11	OTU_97.16660.0	GCA_001879545.1	1.0	s__Staphylococcus aureus	exact_accession
11	OTU_97.80.0	GCA_001636015.1	6.0	s__Moraxella ovis	exact_accession
11	OTU_97.36161.0	GCA_000814865.1	0.228956722929	s__Corynebacterium pseudotuberculosis	exact_accession
11	OTU_97.36161.1	GCA_000179395.2	19.7710432771	s__Corynebacterium variabile	exact_accession
11	OTU_97.34663.1	GCA_000025085.1	2.98116823109	s__Staphylococcus lugdunensis	exact_accession
11	OTU_97.34663.0	GCA_001548295.1	0.0188317689138	s__Staphylococcus aureus	exact_accession
11	OTU_97.39766.0	GCA_000143705.1	1.0		unmapped
11	OTU_97.3486.0	GCA_000746505.1	1.0	s__Staphylococcus aureus	exact_accession
11	OTU_97.31767.0	GCA_000815205.1	1.0	s__Staphylococcus aureus	exact_accession
11	OTU_97.89.0	GCA_001936195.1	31.0	s__Corynebacterium glutamicum	exact_accession
11	OTU_97.17714.0	GCA_000241855.1	1.0	s__Corynebacterium pseudotuberculosis	exact_accession
11	OTU_97.34011.0	GCA_001586235.1	2.0	s__Corynebacterium simulans	exact_accession
11	OTU_97.989.0	GCA_001685645.1	1.0	s__Bacillus velezensis	exact_accession
11	OTU_97.34654.0	GCA_000245495.1	1.0	s__Staphylococcus aureus	exact_accession
11	OTU_97.20026.0	GCA_000972805.1	1.0	s__Corynebacterium pseudotuberculosis	exact_accession
11	OTU_97.39911.0	GCA_000016285.1	1.0	s__Allorhizobium ampelinum	exact_accession
11	OTU_97.25856.0	GCA_000769575.1	1.0	s__Staphylococcus aureus	exact_accession
11	OTU_97.17807.0	GCA_001866985.1	22.0	s__Corynebacterium pseudotuberculosis	exact_accession
11	OTU_97.34830.0	GCA_000253135.1	1.0	s__Staphylococcus aureus	exact_accession
11	OTU_97.34832.0	GCA_000024585.1	1.0	s__Staphylococcus aureus	exact_accession
11	OTU_97.34913.0	GCA_001298505.1	5.0	s__Corynebacterium pseudotuberculosis	exact_accession
11	OTU_97.30020.0	GCA_000988655.1	2.0	s__Moraxella ovis	exact_accession
11	OTU_97.36502.0	GCA_000740455.1	5.0	s__Moraxella catarrhalis	exact_accession
11	OTU_97.26567.0	GCA_001447865.2	1.0	s__Corynebacterium glutamicum	exact_accession
11	OTU_97.7131.0	GCA_000263755.2	0.953495736516		unmapped
11	OTU_97.7131.1	GCA_000215645.1	0.0465042634844	s__Corynebacterium ulcerans	exact_accession
11	OTU_97.44585.0	GCA_000009645.1	25.0	s__Staphylococcus aureus	exact_accession
11	OTU_97.34817.0	GCA_000494875.1	1.0	s__Staphylococcus warneri	exact_accession
11	OTU_97.2571.0	GCA_001941645.1	1.0	s__Actinoalloteichus_A fjordicus	exact_accession
11	OTU_97.35323.1	GCA_000241935.1	0.961676764565	s__Corynebacterium diphtheriae	exact_accession
11	OTU_97.35323.0	GCA_000730405.1	0.0383232354347	s__Corynebacterium pseudotuberculosis	exact_accession
11	OTU_97.30815.0	GCA_000221625.1	0.618809768646	s__Corynebacterium pseudotuberculosis	exact_accession
11	OTU_97.30815.1	GCA_000022905.1	7.38119023135	s__Corynebacterium aurimucosum_F	exact_accession
11	OTU_97.27418.0	GCA_001975165.1	1.0	s__Corynebacterium pseudotuberculosis	exact_accession
11	OTU_97.36230.1	GCA_000988745.1	0.837154480992		unmapped
11	OTU_97.36230.0	GCA_000988705.1	42.162845519	s__Moraxella ovis	exact_accession
11	OTU_97.34864.0	GCA_001640925.1	1.0	s__Staphylococcus aureus	exact_accession
11	OTU_97.10083.0	GCA_000988605.1	18.0	s__Moraxella bovoculi	exact_accession
11	OTU_97.404.0	GCA_001889125.1	1.0	s__Janibacter indicus	exact_accession
11	OTU_97.22985.0	GCA_000767685.1	1.0	s__Corynebacterium ulcerans	exact_accession
11	OTU_97.1427.0	GCA_000742715.1	1.0	s__Corynebacterium glutamicum	exact_accession
11	OTU_97.37297.1	GCA_001548415.1	5.47050801876	s__Staphylococcus aureus	exact_accession
11	OTU_97.37297.0	GCA_001611345.1	5.52949198124	s__Staphylococcus aureus	exact_accession
11	OTU_97.35048.0	GCA_000007645.1	1.0	s__Staphylococcus epidermidis	exact_accession
11	OTU_97.2075.0	GCA_001509405.1	1.0	s__Aeromicrobium erythreum	exact_accession
11	OTU_97.9612.0	GCA_000016765.1	0.0147466259093	s__Rhizorhabdus wittichii	exact_accession
11	OTU_97.9612.1	GCA_001717955.1	0.985253374091	s__Sphingomonas panacis	exact_accession
11	OTU_97.4436.0	GCA_001683115.1	1.0	s__Corynebacterium glutamicum	exact_accession
11	OTU_97.21926.0	GCA_001586215.1	2.0	s__Corynebacterium simulans	exact_accession
11	OTU_97.4332.0	GCA_000092265.1	1.0	s__Moraxella catarrhalis	exact_accession
11	OTU_97.11114.0	GCA_000988615.1	8.0	s__Moraxella ovis	exact_accession
11	OTU_97.32155.0	GCA_001021065.1	2.0	s__Corynebacterium uterequi	exact_accession
11	OTU_97.38539.0	GCA_001969245.1	1.0	s__Comamonas acidovorans	exact_accession
11	OTU_97.32419.0	GCA_000730365.1	1.95519830392	s__Corynebacterium pseudotuberculosis	exact_accession
11	OTU_97.32419.1	GCA_001579885.1	6.04480169608		unmapped
11	OTU_97.34908.0	GCA_900129335.1	1.0	s__Staphylococcus aureus	exact_accession
11	OTU_97.35920.0	GCA_000011525.1	2.0	s__Staphylococcus aureus	exact_accession
11	OTU_97.7565.0	GCA_001618925.1	1.0	s__Pseudomonas aeruginosa	exact_accession
11	OTU_97.36159.0	GCA_000258885.1	1.0	s__Bacillus_A anthracis	exact_accession
11	OTU_97.40264.1	GCA_000019945.1	0.76901760228	s__Methylobacterium thiocyanatum	exact_accession
11	OTU_97.40264.0	GCA_000019725.1	0.23098239772	s__Methylobacterium radiotolerans	exact_accession
11	OTU_97.34870.1	GCA_001278745.1	0.01628606971	s__Staphylococcus aureus	exact_accession
11	OTU_97.34870.0	GCA_000013465.1	0.98371393029	s__Staphylococcus aureus	exact_accession
11	OTU_97.38699.0	GCA_001640905.1	1.0	s__Staphylococcus aureus	exact_accession
11	OTU_97.36185.0	GCA_001902275.1	7.0	s__Corynebacterium diphtheriae	exact_accession
11	OTU_97.7928.0	GCA_000525655.1	1.0	s__Corynebacterium falsenii	exact_accession
11	OTU_97.20680.0	GCA_001465675.1	1.0	s__Staphylococcus aureus	exact_accession
11	OTU_97.35712.0	GCA_001975005.1	8.0	s__Staphylococcus aureus	exact_accession
11	OTU_97.1263.0	GCA_001941345.1	2.0	s__Corynebacterium stationis	exact_accession
11	OTU_97.34382.0	GCA_000332735.1	3.0	s__Staphylococcus warneri	exact_accession
11	OTU_97.35057.0	GCA_001611385.1	1.0	s__Staphylococcus aureus	exact_accession
11	OTU_97.42098.0	GCA_001594205.1	1.0	s__Staphylococcus aureus	exact_accession
11	OTU_97.37290.0	GCA_001683315.1	2.0	s__Staphylococcus equorum	exact_accession
11	OTU_97.2559.0	GCA_000015165.1	1.0	s__Bradyrhizobium denitrificans	exact_accession
11	OTU_97.12006.0	GCA_001553955.1	3.0	s__Faucicola osloensis	exact_accession
11	OTU_97.13430.0	GCA_000024365.1	1.0	s__Nakamurella multipartita	exact_accession
28	OTU_97.18938.0	GCA_000307185.1	1.0	s__Streptococcus dysgalactiae	exact_accession
28	OTU_97.544.0	GCA_001278715.1	1.0	s__Acinetobacter albensis	exact_accession
28	OTU_97.45365.1	GCA_000211075.1	0.920459959208	s__Streptococcus pneumoniae	exact_accession
28	OTU_97.44585.0	GCA_000009645.1	4.0	s__Staphylococcus aureus	exact_accession
28	OTU_97.270.0	GCA_000023205.1	1.0	s__Micrococcus luteus	exact_accession
28	OTU_97.24656.0	GCA_000010705.1	1.0	s__Streptococcus dysgalactiae	exact_accession
28	OTU_97.34494.0	GCA_000010465.1	2.0	s__Staphylococcus aureus	exact_accession
28	OTU_97.44237.0	GCA_000091725.1	1.0	s__Propionibacterium freudenreichii	exact_accession
28	OTU_97.16297.0	GCA_001549675.1	1.0	s__Staphylococcus aureus	exact_accession
28	OTU_97.37297.1	GCA_001548415.1	0.994637821593	s__Staphylococcus aureus	exact_accession
28	OTU_97.37297.0	GCA_001611345.1	1.00536217841	s__Staphylococcus aureus	exact_accession
28	OTU_97.39526.0	GCA_001640865.1	1.0	s__Phocaeicola dorei	exact_accession
28	OTU_97.35048.0	GCA_000007645.1	1.0	s__Staphylococcus epidermidis	exact_accession
28	OTU_97.29637.0	GCA_001611425.1	0.0808254004801	s__Staphylococcus aureus	exact_accession
28	OTU_97.29637.1	GCA_001188855.1	0.91917459952	s__Staphylococcus coagulans	exact_accession
28	OTU_97.35920.0	GCA_000011525.1	1.0	s__Staphylococcus aureus	exact_accession
28	OTU_97.10273.0	GCA_001548255.1	1.0	s__Staphylococcus coagulans	exact_accession
28	OTU_97.35712.0	GCA_001975005.1	1.0	s__Staphylococcus aureus	exact_accession
28	OTU_97.32002.0	GCA_000302475.2	0.0368797123111		unmapped
28	OTU_97.32002.1	GCA_001572685.1	0.963120287689	s__Streptococcus suis	exact_accession
28	OTU_97.6382.0	GCA_000785495.1	1.0	s__Nocardioides simplex	exact_accession
28	OTU_97.34382.0	GCA_000332735.1	1.0	s__Staphylococcus warneri	exact_accession
28	OTU_97.45365.0	GCA_000019025.1	0.0795400407919	s__Streptococcus pneumoniae	exact_accession
28	OTU_97.35249.0	GCA_001515765.1	0.87627645016	s__Staphylococcus aureus	exact_accession
28	OTU_97.35249.1	GCA_900096745.1	0.12372354984	s__Staphylococcus aureus	exact_accession
