genome_id	abundance	source_taxid	source_accession	source_basename	source_lookup_key	mapping_method	metadata_accession	metadata_domain	metadata_genbank_accession	ncbi_taxid_metadata	ncbi_species_taxid_metadata	ncbi_species_metadata	ncbi_organism_name_metadata	gtdb_species	gtdb_taxonomy	tar_path	local_path
162576.0	3.0	518636	GCF_000158075.1	GCF_000158075.1_ASM15807v1.fa	GCF_000158075.1	exact_accession	RS_GCF_000158075.1	bac120	GCA_000158075.1	518636	333367	Enterocloster asparagiformis	[Clostridium] asparagiforme DSM 15981	s__Enterocloster asparagiformis	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster asparagiformis	source_genomes/GCF_000158075.1_ASM15807v1.fa	
354971.0	1.0	1589	GCF_001188985.1	GCF_001188985.1_ASM118898v1.fa	GCF_001188985.1	exact_accession	RS_GCF_001188985.1	bac120	GCA_001188985.1	1589	1589	Lactiplantibacillus pentosus	Lactiplantibacillus pentosus	s__Lactiplantibacillus pentosus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus pentosus	source_genomes/GCF_001188985.1_ASM118898v1.fa	
839200.0	1.0	1121345	GCF_900143645.1	GCF_900143645.1_IMG-taxon_2582580727_annotated_assembly.fa	GCF_900143645.1	exact_accession	RS_GCF_900143645.1	bac120	GCA_900143645.1	1121345	100134	Anaerocolumna xylanovorans	Anaerocolumna xylanovorans DSM 12503	s__Anaerocolumna xylanovorans	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna xylanovorans	source_genomes/GCF_900143645.1_IMG-taxon_2582580727_annotated_assembly.fa	
229455.1	0.0599415133757	1346611	GCF_001697285.1	GCF_001697285.1_ASM169728v1.fa	GCF_001697285.1	exact_accession	RS_GCF_001697285.1	bac120	GCA_001697285.1	1346611	1510	Thermoclostridium stercorarium	Thermoclostridium stercorarium subsp. leptospartum DSM 9219	s__Thermoclostridium stercorarium	d__Bacteria;p__Bacillota;c__Clostridia;o__DSM-8532;f__DSM-8532;g__Thermoclostridium;s__Thermoclostridium stercorarium	source_genomes/GCF_001697285.1_ASM169728v1.fa	
229455.0	0.940058486624	394503	GCF_000022065.1	GCF_000022065.1_ASM2206v1.fa	GCF_000022065.1	exact_accession	RS_GCF_000022065.1	bac120	GCA_000022065.1	394503	1521	Ruminiclostridium cellulolyticum	Ruminiclostridium cellulolyticum H10	s__Ruminiclostridium cellulolyticum	d__Bacteria;p__Bacillota;c__Clostridia;o__Acetivibrionales;f__DSM-1351;g__Ruminiclostridium;s__Ruminiclostridium cellulolyticum	source_genomes/GCF_000022065.1_ASM2206v1.fa	
171232.0	239.0	1226333	GCF_000493555.1	GCF_000493555.1_LhCIRMBIA101V1.fa	GCF_000493555.1	exact_accession	RS_GCF_000493555.1	bac120	GCA_000493555.1	1226333	1587	Lactobacillus helveticus	Lactobacillus helveticus CIRM-BIA 104	s__Lactobacillus helveticus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus helveticus	source_genomes/GCF_000493555.1_LhCIRMBIA101V1.fa	
187028.0	1.0	36874	GCF_000766005.1	GCF_000766005.1_ASM76600v1.fa	GCF_000766005.1	exact_accession	RS_GCF_000766005.1	bac120	GCA_000766005.1	36874	36874	Porphyromonas cangingivalis	Porphyromonas cangingivalis	s__Porphyromonas_A cangingivalis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__Porphyromonas_A cangingivalis	source_genomes/GCF_000766005.1_ASM76600v1.fa	
4413214.0	2.0	1298855	GCF_000410615.1	GCF_000410615.1_ASM41061v1.fa	GCF_000410615.1	exact_accession	RS_GCF_000410615.1	bac120	GCA_000410615.1	1298855	1298855	Novosphingobium sp. B-7	Novosphingobium sp. B-7	s__Novosphingobium capsulatum	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium capsulatum	source_genomes/GCF_000410615.1_ASM41061v1.fa	
851733.0	340.0	1714682	GCF_002217985.1	GCF_002217985.1_ASM221798v1.fa	GCF_002217985.1	exact_accession	RS_GCF_002217985.1	bac120	GCA_002217985.1	1714682	1714682	Secundilactobacillus pentosiphilus	Secundilactobacillus pentosiphilus	s__Secundilactobacillus pentosiphilus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Secundilactobacillus;s__Secundilactobacillus pentosiphilus	source_genomes/GCF_002217985.1_ASM221798v1.fa	
4312974.0	1.0	1280	GCF_002000665.1	GCF_002000665.1_ASM200066v1.fa	GCF_002000665.1	exact_accession	RS_GCF_002000665.1	bac120	GCA_002000665.1	1280	1280	Staphylococcus aureus	Staphylococcus aureus	s__Staphylococcus aureus	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	source_genomes/GCF_002000665.1_ASM200066v1.fa	
4397402.0	64.0	1590	GCF_001981595.1	GCF_001981595.1_ASM198159v1.fa	GCF_001981595.1	exact_accession	RS_GCF_001981595.1	bac120	GCA_001981595.1	1590	1590	Lactiplantibacillus plantarum	Lactiplantibacillus plantarum	s__Lactiplantibacillus plantarum	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	source_genomes/GCF_001981595.1_ASM198159v1.fa	
835900.0	4.0	742817	GCF_000243215.1	GCF_000243215.1_Odor_lane_YIT_12061_V1.fa	GCF_000243215.1	exact_accession	RS_GCF_000243215.1	bac120	GCA_000243215.1	742817	626933	Odoribacter laneus	Odoribacter laneus YIT 12061	s__Culturomica lanea	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Culturomica;s__Culturomica lanea	source_genomes/GCF_000243215.1_Odor_lane_YIT_12061_V1.fa	
4340358.0	1.0	817	GCF_001056335.1	GCF_001056335.1_ASM105633v1.fa	GCF_001056335.1	exact_accession	RS_GCF_001056335.1	bac120	GCA_001056335.1	817	817	Bacteroides fragilis	Bacteroides fragilis	s__Bacteroides fragilis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	source_genomes/GCF_001056335.1_ASM105633v1.fa	
189840.0	1.0	411485	GCF_000154385.1	GCF_000154385.1_ASM15438v1.fa	GCF_000154385.1	exact_accession	RS_GCF_000154385.1	bac120	GCA_000154385.1	411485	853	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii M21/2	s__Faecalibacterium prausnitzii	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	source_genomes/GCF_000154385.1_ASM15438v1.fa	
455671.0	2.0	1360	GCF_002078855.1	GCF_002078855.1_ASM207885v1.fa	GCF_002078855.1	exact_accession	RS_GCF_002078855.1	bac120	GCA_002078855.1	1360	1358	Lactococcus lactis	Lactococcus lactis subsp. lactis	s__Lactococcus lactis	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	source_genomes/GCF_002078855.1_ASM207885v1.fa	
168517.0	1.0	796943	GCF_000238055.2	GCF_000238055.2_Oribacterium_sp_ACB1_V2.fa	GCF_000238055.2	exact_accession	RS_GCF_000238055.2	bac120	GCA_000238055.2	796943	1501329	Oribacterium parvum	Oribacterium parvum ACB1	s__Oribacterium parvum	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium parvum	source_genomes/GCF_000238055.2_Oribacterium_sp_ACB1_V2.fa	
26608.0	1.0	1434654	GCF_001012685.1	GCF_001012685.1_IM18-3v1.fa	GCF_001012685.1	exact_accession	RS_GCF_001012685.1	bac120	GCA_001012685.1	1434654	109790	Lactobacillus jensenii	Lactobacillus jensenii IM18-3	s__Lactobacillus jensenii	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	source_genomes/GCF_001012685.1_IM18-3v1.fa	
182764.0	41.0	1599	GCF_900234395.1	GCF_900234395.1_JOUY54_assembly_v1.fa	GCF_900234395.1	exact_accession	RS_GCF_900234395.1	bac120	GCA_900234395.1	1599	1599	Latilactobacillus sakei	Latilactobacillus sakei	s__Latilactobacillus sakei	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus sakei	source_genomes/GCF_900234395.1_JOUY54_assembly_v1.fa	
999989.0	1.0	1235811	GCF_000467875.1	GCF_000467875.1_ASM46787v1.fa	GCF_000467875.1	exact_accession	RS_GCF_000467875.1	bac120	GCA_000467875.1	1235811	28130	Prevotella disiens	Prevotella disiens JCM 6334 = ATCC 29426	s__Prevotella disiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella disiens	source_genomes/GCF_000467875.1_ASM46787v1.fa	
325850.1	0.000899082078841	69960	GCF_900101965.1	GCF_900101965.1_IMG-taxon_2675903020_annotated_assembly.fa	GCF_900101965.1	exact_accession	RS_GCF_900101965.1	bac120	GCA_900101965.1	69960	69960	Rhodospira trueperi	Rhodospira trueperi	s__Rhodospira trueperi	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Rhodospira;s__Rhodospira trueperi	source_genomes/GCF_900101965.1_IMG-taxon_2675903020_annotated_assembly.fa	
325850.0	0.999100917921	95605	GCF_000333275.1	GCF_000333275.1_ASM33327v1.fa	GCF_000333275.1	exact_accession	RS_GCF_000333275.1	bac120	GCA_000333275.1	95605	95605	Azospirillum sp. B4	Azospirillum sp. B4	s__Nitrospirillum sp000333275	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Nitrospirillum;s__Nitrospirillum sp000333275	source_genomes/GCF_000333275.1_ASM33327v1.fa	
4394913.0	7.0	925409	GCF_000515315.1	GCF_000515315.1_ASM51531v1.fa	GCF_000515315.1	exact_accession	RS_GCF_000515315.1	bac120	GCA_000515315.1	925409	925409	Asinibacterium sp. OR53	Asinibacterium sp. OR53	s__Sediminibacterium sp000515315	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp000515315	source_genomes/GCF_000515315.1_ASM51531v1.fa	
137043.0	1.0	1590	GCF_001704645.1	GCF_001704645.1_ASM170464v1.fa	GCF_001704645.1	exact_accession	RS_GCF_001704645.1	bac120	GCA_001704645.1	1590	1590	Lactiplantibacillus plantarum	Lactiplantibacillus plantarum	s__Lactiplantibacillus plantarum	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	source_genomes/GCF_001704645.1_ASM170464v1.fa	
4405128.0	1.0	264462	GCF_000196175.1	GCF_000196175.1_ASM19617v1.fa	GCF_000196175.1	exact_accession	RS_GCF_000196175.1	bac120	GCA_000196175.1	264462	959	Bdellovibrio bacteriovorus	Bdellovibrio bacteriovorus HD100	s__Bdellovibrio bacteriovorus	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__Bdellovibrio bacteriovorus	source_genomes/GCF_000196175.1_ASM19617v1.fa	
193680.1	0.535533921811	1410660	GCF_000622065.1	GCF_000622065.1_ASM62206v1.fa	GCF_000622065.1	exact_accession	RS_GCF_000622065.1	bac120	GCA_000622065.1	1410660	140626	Lachnobacterium bovis	Lachnobacterium bovis C6A12	s__Roseburia bovis_A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia bovis_A	source_genomes/GCF_000622065.1_ASM62206v1.fa	
174824.0	1.0	877421	GCF_000424365.1	GCF_000424365.1_ASM42436v1.fa	000424365.1	unique_assembly_core	GB_GCA_000424365.1	bac120	GCA_000424365.1	877421	877421	Lachnospiraceae bacterium NK4A144	Lachnospiraceae bacterium NK4A144	s__NK4A144 sp000424365	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NK4A144;s__NK4A144 sp000424365	source_genomes/GCF_000424365.1_ASM42436v1.fa	
181719.1	0.671873007739	1121096	GCF_000374365.1	GCF_000374365.1_ASM37436v1.fa	GCF_000374365.1	exact_accession	RS_GCF_000374365.1	bac120	GCA_000374365.1	1121096	376806	Bacteroides gallinarum	Bacteroides gallinarum DSM 18171 = JCM 13658	s__Bacteroides gallinarum	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	source_genomes/GCF_000374365.1_ASM37436v1.fa	
181719.0	2.32812699226	295405	GCF_000009925.1	GCF_000009925.1_ASM992v1.fa	GCF_000009925.1	exact_accession	RS_GCF_000009925.1	bac120	GCA_000009925.1	295405	817	Bacteroides fragilis	Bacteroides fragilis YCH46	s__Bacteroides fragilis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	source_genomes/GCF_000009925.1_ASM992v1.fa	
180944.0	1.0	1280671	GCF_000424125.1	GCF_000424125.1_ASM42412v1.fa	GCF_000424125.1	exact_accession	RS_GCF_000424125.1	bac120	GCA_000424125.1	1280671	1280671	Butyrivibrio sp. FC2001	Butyrivibrio sp. FC2001	s__Butyrivibrio sp000423945	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio sp000423945	source_genomes/GCF_000424125.1_ASM42412v1.fa	
134065.1	0.674691189485	592026	GCF_000160035.2	GCF_000160035.2_ASM16003v2.fa	GCF_000160035.2	exact_accession	RS_GCF_000160035.2	bac120	GCA_000160035.2	592026	43997	Catonella morbi	Catonella morbi ATCC 51271	s__Catonella morbi	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella morbi	source_genomes/GCF_000160035.2_ASM16003v2.fa	
318732.0	41.4535449168	566550	GCF_000160095.1	GCF_000160095.1_ASM16009v1.fa	GCF_000160095.1	exact_accession	RS_GCF_000160095.1	bac120	GCA_000160095.1	566550	154046	Hungatella hathewayi	Hungatella hathewayi DSM 13479	s__Hungatella hathewayi	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella hathewayi	source_genomes/GCF_000160095.1_ASM16009v1.fa	
134065.0	1.32530881052	1408305	GCF_000621565.1	GCF_000621565.1_ASM62156v1.fa	GCF_000621565.1	exact_accession	RS_GCF_000621565.1	bac120	GCA_000621565.1	1408305	1408305	Butyrivibrio sp. LB2008	Butyrivibrio sp. LB2008	s__Butyrivibrio sp000621565	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio sp000621565	source_genomes/GCF_000621565.1_ASM62156v1.fa	
187233.0	46.0	1423822	GCF_002706705.1	GCF_002706705.1_ASM270670v1.fa	GCF_002706705.1	exact_accession	RS_GCF_002706705.1	bac120	GCA_002706705.1	1423822	1610	Loigolactobacillus coryniformis	Loigolactobacillus coryniformis subsp. torquens DSM 20004 = KCTC 3535	s__Loigolactobacillus coryniformis	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Loigolactobacillus;s__Loigolactobacillus coryniformis	source_genomes/GCF_002706705.1_ASM270670v1.fa	
4351214.0	2.0	658083	GCF_000209425.1	GCF_000209425.1_Lach_bact_6_1_63FAA_V1.fa	000209425.1	unique_assembly_core	GB_GCA_000209425.1	bac120	GCA_000209425.1	658083	658083	Lachnospiraceae bacterium 6_1_63FAA	Lachnospiraceae bacterium 6_1_63FAA	s__Blautia hansenii	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hansenii	source_genomes/GCF_000209425.1_Lach_bact_6_1_63FAA_V1.fa	
463794.1	9.50435182043	1587	GCF_001702095.1	GCF_001702095.1_ASM170209v1.fa	GCF_001702095.1	exact_accession	RS_GCF_001702095.1	bac120	GCA_001702095.1	1587	1587	Lactobacillus helveticus	Lactobacillus helveticus	s__Lactobacillus helveticus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus helveticus	source_genomes/GCF_001702095.1_ASM170209v1.fa	
463794.0	0.495648179575	392416	GCF_001951175.1	GCF_001951175.1_ASM195117v1.fa	GCF_001951175.1	exact_accession	RS_GCF_001951175.1	bac120	GCA_001951175.1	392416	392416	Companilactobacillus crustorum	Companilactobacillus crustorum	s__Companilactobacillus crustorum	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Companilactobacillus;s__Companilactobacillus crustorum	source_genomes/GCF_001951175.1_ASM195117v1.fa	
831178.0	9.0	1736583	GCF_001429415.1	GCF_001429415.1_Root670.fa	GCF_001429415.1	exact_accession	RS_GCF_001429415.1	bac120	GCA_001429415.1	1736583	1736583	Bosea sp. Root670	Bosea sp. Root670	s__Allobosea robiniae	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Allobosea;s__Allobosea robiniae	source_genomes/GCF_001429415.1_Root670.fa	
4306262.0	25.0	239935	GCF_900184965.1	GCF_900184965.1_Mouse_2_MG.fasta.fa	GCF_900184965.1	exact_accession	RS_GCF_900184965.1	bac120	GCA_900184965.1	239935	239935	Akkermansia muciniphila	Akkermansia muciniphila	s__Akkermansia muciniphila_A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_A	source_genomes/GCF_900184965.1_Mouse_2_MG.fasta.fa	
2897325.0	1.0	876	GCF_900142115.1	GCF_900142115.1_IMG-taxon_2585428154_annotated_assembly.fa	GCF_900142115.1	exact_accession	RS_GCF_900142115.1	bac120	GCA_900142115.1	126333	126333	Halodesulfovibrio aestuarii	Halodesulfovibrio aestuarii	s__Halodesulfovibrio aestuarii	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Halodesulfovibrio;s__Halodesulfovibrio aestuarii	source_genomes/GCF_900142115.1_IMG-taxon_2585428154_annotated_assembly.fa	
169106.0	147.0	1601	GCF_002218725.1	GCF_002218725.1_ASM221872v1.fa	GCF_002218725.1	exact_accession	RS_GCF_002218725.1	bac120	GCA_002218725.1	1601	1601	Ligilactobacillus agilis	Ligilactobacillus agilis	s__Ligilactobacillus agilis	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus agilis	source_genomes/GCF_002218725.1_ASM221872v1.fa	
4469576.0	52.0	1121323	GCF_900142265.1	GCF_900142265.1_IMG-taxon_2585428190_annotated_assembly.fa	GCF_900142265.1	exact_accession	RS_GCF_900142265.1	bac120	GCA_900142265.1	1121323	160404	Anaerotignum lactatifermentans	Anaerotignum lactatifermentans DSM 14214	s__Anaerotignum lactatifermentans	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans	source_genomes/GCF_900142265.1_IMG-taxon_2585428190_annotated_assembly.fa	
351309.0	1.0	37658	GCF_900112775.1	GCF_900112775.1_IMG-taxon_2599185221_annotated_assembly.fa	GCF_900112775.1	exact_accession	RS_GCF_900112775.1	bac120	GCA_900112775.1	37658	37658	Anaeromicropila populeti	Anaeromicropila populeti	s__Anaeromicropila_A populeti	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaeromicropila_A;s__Anaeromicropila_A populeti	source_genomes/GCF_900112775.1_IMG-taxon_2599185221_annotated_assembly.fa	
